1975/043   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:00:15 0.64 354.34  87.79 -6.33 1624   4.47   691.5 213151. -1.15 -1.68  10.54  -1.68   5.68 0.18 0.34 0.23  0.15 761.6 712270.  4.23 692.9 175936.
 0:09:42 0.64 354.34  87.70 -6.33 1624   5.44   691.8 249014.  2.79 -1.65   9.04  -5.75   3.99 0.30 0.42 0.27  0.21 750.6 870067.  5.13 692.1 306187.
 0:10:23 0.64 354.34  87.70 -6.33 1624   4.87   687.9 197610.  3.19 -0.93   8.95  -6.65   3.09 0.49 0.94 0.75  0.19 766.51330360.  4.80 686.2 264295.
 0:11:03 0.64 354.34  87.69 -6.33 1624   5.33   695.7 244596.  3.72 -1.29   7.70  -7.86   3.87 0.53 0.64 0.63  0.16 772.01256971.  4.38 693.1 208057.
 0:11:44 0.64 354.34  87.69 -6.33 1624   4.95   707.6 262423.  3.96 -1.51   7.12  -8.00   4.20 1.26 0.99 0.83  0.14 768.0 961960.  4.16 706.8 203743.
 0:12:24 0.64 354.35  87.68 -6.33 1624   4.99   671.4 164554.  1.52 -1.02  10.02  -4.82   3.68 0.41 0.68 1.03  0.17 751.31034101.  4.72 672.0 165489.
 0:13:05 0.64 354.35  87.67 -6.33 1624   4.86   685.0 188930.  2.88 -0.41   9.42  -6.46   2.76 0.40 0.61 0.76  0.18 741.3 841585.  4.38 677.5 161383.
 0:13:45 0.64 354.35  87.67 -6.33 1624   4.75   672.8 161903.  0.53 -2.16  10.02  -4.17   4.48 0.18 0.65 0.53  0.13 761.7 882749.  4.67 674.3 182901.
 0:14:26 0.64 354.35  87.66 -6.33 1624   4.54   679.1 189710.  2.09 -1.25   9.81  -5.06   2.70 0.42 1.62 1.81  0.17 775.31010608.  4.30 676.7 164502.
 0:15:06 0.64 354.35  87.66 -6.33 1624   4.86   679.7 249430.  1.38 -1.72  10.14  -4.15   4.28 0.31 0.77 0.48  0.21 769.21218509.  4.34 678.4 194284.
 0:15:47 0.64 354.35  87.65 -6.33 1624   4.97   670.3 177028.  0.18 -1.30  10.32  -3.70   3.87 0.45 0.40 1.10  0.20 760.01030359.  4.32 665.1 153015.
 0:16:27 0.64 354.35  87.65 -6.33 1624   5.05   673.3 167568.  0.00 -2.91  10.80   1.03   4.33 0.31 1.08 1.14  0.18 757.21056346.  4.54 679.0 204679.
 0:17:08 0.64 354.35  87.64 -6.33 1624   5.23   688.5 267205. -4.74 -2.02  10.22   0.87   5.41 0.39 1.29 1.23  0.22 754.61384830.  4.82 682.9 249222.
 0:17:48 0.64 354.35  87.63 -6.33 1624   5.01   681.6 224274. -0.73 -2.61  10.00  -1.12   5.93 0.51 0.74 1.23  0.18 760.1 757385.  4.54 683.6 205043.
 0:18:29 0.64 354.35  87.63 -6.33 1624   4.53   681.9 195219. -1.67 -3.36   9.71  -0.57   6.71 0.25 0.34 0.38  0.17 775.11029112.  4.19 675.7 184097.
 0:19:09 0.64 354.35  87.62 -6.33 1624   4.54   683.2 250261. -3.61 -3.76   9.31   1.19   6.61 0.75 1.33 1.17  0.18 774.61360298.  4.18 684.6 203691.
 0:19:50 0.64 354.35  87.62 -6.33 1624   4.78   676.8 194959. -5.19 -1.75  10.26   1.93   4.36 0.16 2.38 0.84  0.20 775.2 859880.  4.43 676.8 165801.
 0:20:30 0.64 354.35  87.61 -6.33 1624   4.58   670.7 160396. -5.36  0.99  11.01   2.84   0.99 0.53 1.58 1.63  0.26 771.61301046.  4.41 677.3 166789.
 0:21:11 0.64 354.35  87.60 -6.33 1624   4.76   675.3 189034. -4.05 -0.70  11.15   1.70   2.35 0.36 1.22 2.33  0.16 776.81085868.  4.23 672.9 162683.
 0:21:51 0.64 354.35  87.60 -6.33 1624   4.87   668.3 151300. -1.84 -1.01  11.32   0.62   2.18 0.40 1.73 1.55  0.16 773.41501255.  4.46 672.6 199481.
 0:22:32 0.64 354.35  87.59 -6.33 1624   4.75   670.2 188359. -1.60 -1.43  10.77  -1.72   4.49 0.40 0.57 0.43  0.21 754.71498968.  4.51 667.3 159096.
 0:23:12 0.64 354.35  87.59 -6.33 1624   4.86   667.2 154627. -3.67 -1.19  11.23  -0.06   3.72 0.28 1.10 0.70  0.19 772.21501255.  4.17 665.3 107693.
 0:23:53 0.64 354.35  87.58 -6.33 1624   5.08   668.0 160500. -2.59 -0.65  11.38   0.36   3.37 0.14 0.89 0.49  0.12 813.71081087.  4.68 668.2 158317.
 0:24:33 0.64 354.35  87.58 -6.33 1624   4.71   664.4 142049. -3.65 -0.16  11.53   0.52   2.94 0.21 0.63 0.50  0.15 759.0 893352.  4.58 669.0 190334.
 0:25:14 0.64 354.35  87.57 -6.33 1624   4.95   668.7 182018. -0.45  0.01  11.42  -2.20   2.26 0.21 1.25 0.77  0.20 727.11104787.  4.40 667.1 161227.
 0:25:54 0.64 354.35  87.56 -6.33 1624   4.85   663.6 140385. -3.24 -0.66  11.58   1.17   2.07 0.16 0.62 0.37  0.19 756.7 933061.  4.39 659.9 132537.
 0:26:35 0.64 354.35  87.56 -6.33 1624   4.95   670.3 157121. -3.07 -0.84  11.48  -0.05   2.80 0.21 0.39 0.39  0.18 729.41045536.  4.49 664.9 151092.
 0:27:15 0.64 354.35  87.55 -6.33 1624   5.20   666.0 151196. -2.62 -1.03  11.43   0.14   2.97 0.20 0.36 0.48  0.17 754.91142210.  4.91 667.1 216789.
 0:27:56 0.64 354.35  87.55 -6.33 1624   4.96   667.2 172142. -2.52 -0.39  11.57   0.11   2.80 0.29 0.33 0.88  0.19 730.51003540.  4.55 664.8 144803.
 0:28:36 0.64 354.35  87.54 -6.33 1624   5.14   665.4 136591. -3.28 -0.27  11.80   0.27   2.06 0.19 0.33 0.49  0.20 742.41285662.  4.53 662.8 104626.
 0:29:17 0.64 354.35  87.53 -6.33 1624   4.79   668.7 179679. -2.94 -0.69  11.28   0.33   3.55 0.59 0.67 1.40  0.17 793.11424955.  4.32 666.3 159564.
 0:29:57 0.64 354.35  87.53 -6.33 1624   4.68   662.1 144647. -2.41 -0.19  11.69   0.14   1.76 0.35 0.58 1.39  0.18 756.11052188.  4.14 659.0 105094.
 0:30:38 0.64 354.35  87.52 -6.33 1624   4.84   665.8 174325. -3.31 -0.04  11.68   0.50   1.55 0.18 0.75 1.41  0.19 754.81402710.  4.47 664.4 171051.
 0:31:18 0.64 354.35  87.52 -6.33 1624   5.06   669.8 148078. -1.87 -1.19  11.15  -0.31   3.99 0.28 0.60 0.96  0.20 768.51413729.  4.91 671.4 175677.
 0:31:59 0.64 354.35  87.51 -6.33 1624   5.10   668.6 171103. -2.47 -0.66  11.21  -0.62   3.99 0.19 0.30 0.64  0.19 736.1 973186.  4.41 664.4 154627.
 0:32:39 0.64 354.35  87.50 -6.33 1624   5.22   678.9 243193. -2.23 -1.91  11.01  -0.48   4.43 0.19 0.39 0.49  0.17 757.5 901044.  4.38 680.2 172246.
 0:33:20 0.64 354.35  87.50 -6.33 1624   4.65   668.0 186332. -3.13 -1.00  11.28   0.27   3.69 0.19 0.34 0.48  0.17 739.8 851356.  4.32 666.6 168608.
 0:34:00 0.64 354.35  87.49 -6.33 1624   5.30   665.4 150209. -2.21 -0.57  11.42  -0.27   2.77 0.22 0.62 0.45  0.20 774.51562170.  4.58 662.4 109980.
 0:34:41 0.64 354.35  87.49 -6.33 1624   4.94   665.9 183265. -2.35  0.03  11.42  -1.22   2.66 0.23 0.52 0.53  0.13 810.4 900629.  4.67 664.1 171571.
 0:35:21 0.64 354.36  87.48 -6.33 1624   4.59   665.5 160500. -3.88 -1.06  11.19   0.74   3.26 0.28 1.58 0.79  0.25 731.51697722.  4.30 672.1 202912.
 0:36:02 0.64 354.36  87.47 -6.33 1624   4.96   670.3 185916. -3.71 -0.42  11.03   1.04   3.97 0.29 0.67 0.72  0.22 752.91487950.  4.50 668.1 164190.
 0:36:42 0.64 354.36  87.47 -6.33 1624   4.94   667.0 158057. -2.20 -1.67  11.28  -0.07   3.68 0.17 0.71 0.39  0.18 778.21234310.  4.55 663.2 109148.
 0:37:23 0.64 354.36  87.46 -6.33 1624   4.85   666.8 171051. -1.26 -0.52  11.22  -1.85   3.40 0.21 0.97 0.57  0.16 739.5 776304.  4.47 666.7 158525.
 0:38:03 0.64 354.36  87.46 -6.33 1624   4.63   666.0 143400. -1.64 -0.39  11.38  -0.94   3.22 0.23 0.55 0.69  0.17 760.4 879007.  4.29 660.7 112059.
 0:38:44 0.64 354.36  87.45 -6.33 1624   4.81   672.2 171934. -2.25 -1.23  11.41  -0.74   3.27 0.22 0.34 0.40  0.22 761.31204788.  4.68 666.3 185136.
 0:39:24 0.64 354.36  87.44 -6.33 1624   6.12   680.9 281810. -2.95 -1.50   9.38   1.91   6.19 1.81 1.97 1.82  0.20 777.61292106.  5.97 682.8 246259.
 0:40:05 0.64 354.36  87.44 -6.33 1624   4.42   675.7 193660. -4.56 -1.42  10.45   2.32   4.88 0.30 0.72 0.88  0.20 761.01121212.  4.47 681.5 241529.
 0:40:45 0.64 354.36  87.43 -6.33 1624   5.00   684.5 237267. -1.29 -2.83   9.92  -0.91   6.40 0.23 1.09 0.54  0.18 753.81096471.  4.37 682.9 195271.
 0:41:26 0.64 354.36  87.43 -6.33 1624   5.19   678.3 182797. -2.05 -2.01  10.65   0.28   5.01 0.50 1.11 0.98  0.20 760.81250942.  4.55 673.7 162475.
 0:42:06 0.64 354.36  87.42 -6.33 1624   5.00   671.2 167464. -2.85 -1.76  10.75   0.91   5.14 0.26 0.42 0.46  0.19 777.81370485.  4.88 673.2 166581.
 0:42:47 0.64 354.36  87.42 -6.33 1624   4.82   673.6 178951. -3.18 -1.91  10.63   0.74   5.01 0.23 0.79 1.02  0.22 755.21537638.  4.50 670.8 181966.
 0:43:27 0.64 354.36  87.41 -6.33 1624   4.74   668.3 158421. -4.19 -1.58  10.90   2.23   3.92 0.39 0.88 1.01  0.22 730.91680674.  4.41 676.3 181966.
 0:44:08 0.64 354.36  87.40 -6.33 1624   4.70   668.9 173390. -3.98 -0.78  11.28   2.26   2.94 0.13 0.68 0.63  0.13 734.2 978384.  4.28 671.7 154003.
 0:44:48 0.64 354.36  87.40 -6.33 1624   4.70   668.7 161227. -4.54 -1.63  10.88   2.13   4.20 0.19 0.38 0.32  0.18 766.81228904.  4.34 673.1 173961.
 0:45:29 0.64 354.36  87.39 -6.33 1624   4.77   682.1 194907. -6.17 -1.64  10.11   3.43   4.85 0.27 2.19 1.47  0.16 754.91444498.  4.39 687.8 240438.
 0:46:09 0.64 354.36  87.39 -6.33 1624   4.62   683.8 201976. -4.63 -3.07   9.97   3.47   5.71 0.26 0.68 0.92  0.17 757.7 943872.  4.36 679.8 187683.
 0:46:50 0.64 354.36  87.38 -6.33 1624   4.71   665.6 153743. -3.38 -0.56  10.31   1.91   5.42 0.92 0.90 1.63  0.17 731.0 669650.  4.38 665.5 140645.
 0:47:30 0.64 354.36  87.37 -6.33 1624   5.08   681.7 242049. -5.30 -2.28  10.33   3.88   4.69 0.27 0.68 0.68  0.20 768.21319134.  4.59 684.9 206082.
 0:48:11 0.64 354.36  87.37 -6.33 1624   4.65   684.8 187683. -4.88 -2.96   9.40   3.72   6.38 0.41 0.50 0.48  0.19 757.41257387.  4.30 680.5 173390.
 0:48:51 0.64 354.36  87.36 -6.33 1624   5.09   676.0 223702. -6.06 -0.91  10.02   3.31   5.57 0.69 0.88 1.65  0.19 752.5 838466.  4.36 682.3 205251.
 0:49:32 0.64 354.36  87.36 -6.33 1624   5.06   695.7 281187. -5.80 -2.96   9.15   3.79   6.82 0.34 0.41 0.32  0.18 747.61041586.  4.71 696.6 256082.
 0:50:12 0.64 354.36  87.35 -6.33 1624   5.77   690.9 264451. -3.71 -3.43   9.28   3.96   6.36 0.62 1.33 0.87  0.18 768.91253021.  5.25 694.2 219960.
 0:50:53 0.64 354.36  87.34 -6.33 1624   4.70   680.5 197662. -5.29 -2.57  10.02   3.77   5.65 0.43 0.82 0.52  0.17 761.31227865.  4.40 679.3 175884.
 0:51:33 0.64 354.36  87.34 -6.33 1624   4.88   665.5 155978. -3.36 -1.41  10.64   2.68   5.07 0.39 0.63 0.70  0.20 750.1 915805.  4.48 668.6 157381.
 0:52:14 0.64 354.36  87.33 -6.33 1624   5.43   704.8 348287. -7.09 -1.58   8.39   6.14   5.24 1.47 1.85 0.78  0.23 757.81365080.  5.70 707.8 327445.
 0:52:54 0.64 354.36  87.33 -6.33 1624   4.68   712.1 230095. -7.26 -2.94   6.99   7.06   6.65 0.62 0.49 0.90  0.20 779.31137428.  4.58 717.4 294544.
 0:53:35 0.64 354.36  87.32 -6.33 1624   4.87   705.4 301665. -6.49 -3.27   7.56   5.97   6.74 1.27 0.85 0.95  0.22 757.81298967.  4.66 709.6 271883.
 0:54:15 0.64 354.36  87.32 -6.34 1624   5.17   686.0 245479. -6.47 -1.81   9.39   5.32   5.11 0.26 0.39 0.35  0.17 762.6 763830.  4.56 688.1 211332.
 0:54:56 0.64 354.36  87.31 -6.34 1624   4.82   688.3 267881. -5.03 -2.93   9.43   4.34   5.72 0.80 0.63 0.84  0.19 755.51542836.  4.48 688.7 253380.
 0:55:36 0.64 354.36  87.30 -6.34 1624   4.75   677.8 239398. -3.96 -2.05  10.54   0.97   5.38 0.32 1.28 0.78  0.16 741.31361130.  4.45 678.0 229679.
 0:56:17 0.64 354.36  87.30 -6.34 1624   4.94   680.0 199585. -0.91 -2.45  10.84  -0.93   4.84 0.51 0.48 1.07  0.15 760.61107906.  4.79 679.5 245116.
 0:56:57 0.64 354.36  87.29 -6.34 1624   5.77   682.7 254887. -3.28 -2.84  10.23   0.53   4.72 1.27 3.40 1.67  0.18 766.5 966949.  5.04 686.2 233057.
 0:57:38 0.64 354.36  87.29 -6.34 1624   4.87   692.0 266062. -4.71 -3.29   9.76   3.56   5.94 0.36 0.41 0.69  0.19 788.41486078.  4.62 691.7 251717.
 0:58:18 0.64 354.37  87.28 -6.34 1624   5.35   690.5 262008. -4.52 -3.52   9.35   3.22   6.78 0.30 0.38 0.45  0.17 756.2 731397.  4.54 690.8 228380.
 0:58:59 0.64 354.37  87.27 -6.34 1624   5.30   696.5 269856. -5.53 -3.08   9.75   2.88   6.43 0.53 0.66 0.76  0.20 755.71359259.  5.07 691.1 287268.
 0:59:39 0.64 354.37  87.27 -6.34 1624   5.09   678.5 228224. -3.10 -2.37  10.59   1.67   5.56 0.35 0.39 0.52  0.19 758.5 801875.  4.50 677.2 173234.
 1:00:20 0.64 354.37  87.26 -6.34 1624   5.23   679.4 182485. -1.97 -2.72  10.44   0.30   6.07 0.63 1.22 0.99  0.19 760.51170900.  4.73 676.5 155614.
 1:01:00 0.64 354.37  87.26 -6.34 1624   5.16   672.7 159200. -0.18 -1.31  11.22  -2.57   4.52 0.31 0.82 1.10  0.17 771.81629115.  4.85 674.9 198858.
 1:01:41 0.64 354.37  87.25 -6.34 1624   5.63   671.0 193712. -3.67 -0.66  10.49   4.30   4.55 0.97 1.40 0.99  0.23 761.51186077.  5.02 670.8 169803.
 1:02:21 0.64 354.37  87.25 -6.34 1624   5.52   683.0 239658. -6.77 -0.60  10.26   4.52   4.54 0.67 1.37 1.24  0.18 775.71277346.  4.87 686.0 218920.
 1:03:02 0.64 354.37  87.24 -6.34 1624   5.04   674.1 173390. -3.67 -1.57  11.09   1.53   4.82 0.22 0.76 0.62  0.17 785.31250318.  4.52 672.2 156238.
 1:03:42 0.64 354.37  87.23 -6.34 1624   4.76   664.4 162579. -4.45 -0.45  11.56   1.12   4.07 0.24 0.85 0.61  0.21 729.51673190.  4.50 669.8 173442.
 1:04:23 0.64 354.37  87.23 -6.34 1624   5.04   667.9 172090. -1.52 -0.78  11.67   0.12   3.53 0.26 1.25 0.86  0.20 734.2 857177.  4.77 666.5 148805.
 1:05:03 0.64 354.37  87.22 -6.34 1624   4.83   663.9 143036. -3.41 -0.45  11.97   0.38   2.93 0.18 0.42 0.63  0.23 758.61188779.  4.48 662.0 111019.
 1:05:44 0.64 354.37  87.22 -6.34 1624   5.30   666.7 170531. -2.39 -0.75  12.01   0.52   2.68 0.19 0.62 0.50  0.22 757.71419758.  4.78 665.8 138670.
 1:06:24 0.64 354.37  87.21 -6.34 1624   5.06   664.2 142152. -3.40 -0.59  12.07   1.03   2.58 0.24 0.34 0.59  0.16 777.71624957.  4.43 660.3 132901.
 1:07:05 0.64 354.37  87.20 -6.34 1624   5.23   666.4 164762. -3.36 -0.61  11.55   1.45   1.85 0.43 1.45 2.62  0.22 751.21700424.  4.54 666.2 132797.
 1:07:45 0.64 354.37  87.20 -6.34 1624   4.74   667.5 163826. -2.91 -1.90  11.55   0.56   3.09 0.31 1.35 1.62  0.17 773.81172979.  4.76 668.8 198286.
 1:08:26 0.64 354.37  87.19 -6.34 1624   5.13   670.7 191217. -2.58 -1.58  11.26  -0.10   4.39 0.23 0.61 0.65  0.16 730.51007282.  4.52 671.2 168036.
 1:09:06 0.64 354.37  87.19 -6.34 1624   5.49   676.7 230043. -6.16 -0.39  11.26  -0.24   3.51 0.34 1.71 1.62  0.19 765.61497097.  5.09 674.8 241269.
 1:09:47 0.64 354.37  87.18 -6.34 1624   4.96   664.8 190594. -0.97 -0.85  11.32  -2.08   3.40 0.23 1.01 0.55  0.20 759.21266535.  4.37 663.5 145427.
 1:10:27 0.64 354.37  87.18 -6.34 1624   4.70   666.6 140489. -0.60 -0.85  11.32  -2.43   3.14 0.45 1.16 0.70  0.18 747.2 773393.  4.28 662.2 111487.
 1:11:08 0.64 354.37  87.17 -6.34 1624   4.91   667.4 168608. -0.45 -0.82  11.75  -1.35   2.60 0.16 0.70 0.48  0.23 760.51380465.  4.58 664.2 151040.
 1:11:48 0.64 354.37  87.16 -6.34 1624   4.97   665.3 148338. -1.74 -1.47  11.53  -1.25   3.46 0.13 0.43 0.45  0.20 775.11248655.  5.00 664.8 210032.
 1:12:29 0.64 354.37  87.16 -6.34 1624   4.97   666.4 165593. -0.40 -0.69  11.63  -2.55   2.10 0.20 0.61 0.52  0.17 763.31310402.  4.56 662.7 146414.
 1:13:09 0.64 354.37  87.15 -6.34 1624   5.55   663.4 143088. -1.31  0.56   0.00   0.00   0.00 0.00 0.00 0.00  0.22 775.61394602.  4.65 661.7 104730.
 1:13:50 0.64 354.37  87.15 -6.34 1624   5.95   682.5 187579.  0.45 -0.71   0.00   0.00   0.00 0.00 0.00 0.00  0.21 759.51294601.  5.64 682.3 235396.
 1:14:30 0.64 354.37  87.14 -6.34 1624   5.08   674.7 148494.  0.10 -0.51   0.00   0.00   0.00 0.00 0.00 0.00  0.24 772.21131191.  4.76 676.7 182537.
 1:15:11 0.64 354.37  87.13 -6.34 1624   5.05   677.4 172818.  0.59  1.39  10.77  -3.92   1.15 0.43 1.22 0.69  0.22 759.51332855.  4.53 670.7 167516.
 1:15:51 0.64 354.37  87.13 -6.34 1624   5.36   687.3 203379.  2.08 -0.31   9.59  -6.23   2.04 0.78 0.96 1.06  0.18 784.71296057.  4.88 682.0 194440.
 1:16:32 0.64 354.37  87.12 -6.34 1624   5.18   704.7 263567.  2.82 -1.58   8.50  -6.57   3.77 1.62 1.64 1.95  0.19 733.9 994184.  4.89 698.0 243089.
 1:17:12 0.64 354.37  87.12 -6.34 1624   5.41   681.3 211436.  0.07 -1.65  10.51  -4.66   2.40 0.25 0.74 1.04  0.17 751.6 938467.  4.90 681.5 179107.
 1:17:53 0.64 354.37  87.11 -6.34 1624   5.63   678.8 179107.  0.94  0.84  10.36  -4.31   2.24 0.39 1.95 1.61  0.18 760.71232231.  5.07 674.5 178743.
 1:18:33 0.64 354.37  87.10 -6.34 1624   5.43   671.8 155978. -0.25 -0.85  10.77  -3.97   2.54 0.27 0.57 0.58  0.21 764.01134517.  4.79 675.5 173650.
 1:19:14 0.64 354.37  87.10 -6.34 1624   5.60   680.7 179627.  0.89 -0.39  10.37  -5.40   1.95 0.28 0.42 0.53  0.13 777.2 983789.  4.86 676.4 165126.
 1:19:54 0.64 354.37  87.09 -6.34 1624   5.77   683.8 224585.  1.87  0.59   9.92  -6.33   0.72 0.23 0.45 0.33  0.18 757.6 900629.  4.84 683.3 198702.
 1:20:35 0.64 354.37  87.09 -6.34 1624   5.19   688.2 205874. -3.34 -3.76   9.43  -2.81   4.22 0.41 3.24 3.57  0.17 762.01612690.  4.73 689.6 231810.
 1:21:15 0.64 354.38  87.08 -6.34 1624   4.66   693.6 249637. -3.41 -4.30   9.04   0.58   7.83 0.47 0.33 0.39  0.18 773.01347408.  4.50 694.2 214658.
 1:21:56 0.64 354.38  87.07 -6.34 1624   5.11   689.6 209357. -2.66 -4.15   9.37   0.45   7.37 0.28 0.27 0.41  0.19 751.71180671.  4.94 690.4 245999.
 1:22:36 0.64 354.38  87.07 -6.34 1624   5.08   680.6 220271. -1.64 -2.80  10.26  -0.57   5.85 0.39 0.65 0.65  0.16 773.21363417.  4.65 682.8 182122.
 1:23:17 0.64 354.38  87.06 -6.34 1624   5.05   690.3 214450.  0.00  0.00   9.53   0.71   7.13 0.27 0.44 0.42  0.18 759.61058633.  4.95 690.5 278900.
 1:23:57 0.64 354.38  87.06 -6.34 1624   5.34   685.7 211644. -2.39 -3.22   9.67   1.01   6.75 0.83 1.07 1.22  0.15 761.9 800004.  4.72 685.1 191633.
 1:24:38 0.64 354.38  87.05 -6.34 1624   5.06   674.1 175001. -3.19 -1.04  11.46  -0.73   3.09 0.34 0.91 0.93  0.18 736.1 808736.  4.62 670.2 148649.
 1:25:18 0.64 354.38  87.04 -6.34 1624   5.33   675.9 160136.  0.61  2.19  11.03  -4.22   0.29 0.41 0.92 1.15  0.20 782.31378178.  5.10 679.0 173598.
 1:25:59 0.64 354.38  87.04 -6.34 1624   4.96   681.6 189346.  0.94 -0.87  10.56  -5.15   1.99 0.30 0.96 1.10  0.15 775.9 902084.  4.72 677.2 156082.
 1:26:39 0.64 354.38  87.03 -6.34 1624   5.30   691.5 238775.  2.62  1.12   9.10  -7.55  -0.78 0.45 0.58 0.61  0.19 739.81408115.  4.67 690.1 195219.
 1:27:20 0.64 354.38  87.03 -6.34 1624   5.44   681.9 188566.  0.82 -0.11   9.21  -6.38   0.99 0.90 2.22 1.96  0.20 772.41127656.  5.10 677.7 162111.
 1:28:00 0.64 354.38  87.02 -6.34 1624   5.24   672.6 154834.  0.62 -0.08   9.92  -6.01   0.92 0.54 0.94 0.74  0.17 786.51282127.  4.85 679.8 195739.
 1:28:41 0.64 354.38  87.01 -6.34 1624   4.92   689.3 199793.  2.45  0.44   9.48  -6.73   1.54 0.42 0.97 1.20  0.20 763.01221004.  4.83 686.3 226249.
 1:29:21 0.64 354.38  87.01 -6.34 1624   5.24   695.1 247507.  2.61  0.02   8.76  -7.67   1.76 0.40 0.62 0.58  0.15 779.41243042.  4.63 689.2 212683.
 1:30:02 0.64 354.38  87.00 -6.34 1624   5.08   697.0 199273.  2.97 -1.11   8.77  -7.60   2.36 0.43 0.46 0.60  0.16 740.1 877760.  4.97 698.2 252236.
 1:30:42 0.64 354.38  87.00 -6.34 1624   5.17   699.0 248182.  3.14 -0.27   8.86  -7.53   1.70 0.68 0.85 0.77  0.18 744.01124122.  4.76 694.5 226041.
 1:31:23 0.64 354.38  86.99 -6.34 1624   5.28   684.4 191945.  1.57 -1.01   9.83  -5.68   2.54 0.73 1.28 0.46  0.19 759.21194393.  4.46 677.9 184720.
 1:32:03 0.64 354.38  86.99 -6.34 1624   5.40   688.4 226820.  2.09 -0.98   9.84  -5.96   2.52 0.37 0.73 0.68  0.16 755.3 693143.  4.79 685.1 198234.
 1:32:44 0.64 354.38  86.98 -6.34 1624   5.20   675.3 172298.  0.41 -0.28  10.53  -4.64   2.10 0.19 0.50 0.48  0.19 753.81483999.  4.78 670.3 151508.
 1:33:24 0.64 354.38  86.97 -6.34 1624   5.14   676.1 163202.  0.39 -1.98  10.40  -2.95   4.32 0.15 1.65 0.88  0.20 741.61286285.  4.69 679.2 188774.
 1:34:05 0.64 354.38  86.97 -6.34 1624   5.04   673.4 163306. -3.70 -1.87  10.81   1.58   4.00 0.26 1.38 1.22  0.16 732.3 852188.  4.53 670.3 167101.
 1:34:45 0.64 354.38  86.96 -6.34 1624   4.89   668.9 152132. -4.35 -1.24  11.05   2.66   2.98 0.25 0.36 0.43  0.14 749.0 950317.  4.72 677.5 185084.
 1:35:26 0.64 354.38  86.96 -6.34 1624   4.72   676.4 169648. -4.09 -2.24  10.78   1.70   4.59 0.33 1.12 0.89  0.20 757.61376514.  4.43 674.2 164450.
 1:36:06 0.64 354.38  86.95 -6.34 1624   4.82   670.0 158525. -1.97 -1.97  10.83  -0.90   4.75 0.24 0.46 0.36  0.17 765.51341795.  4.77 672.1 171622.
