1981/047   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:40:56 0.95 274.82 183.56  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.00 358.6  34801.
 0:43:38 0.95 274.82 183.53  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.46 354.6  39927.
 0:46:20 0.95 274.82 183.51  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.29 357.3  29753.
 0:49:02 0.95 274.82 183.48  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.62 353.5  37231.
 0:51:44 0.95 274.82 183.46  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.97 356.0  29031.
 0:54:26 0.95 274.82 183.43  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.54 357.4  27141.
 0:57:08 0.95 274.82 183.41  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.24 354.2  35395.
 0:59:50 0.95 274.82 183.38  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.43 355.9  35597.
 1:02:32 0.95 274.82 183.36  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.24 357.2  30402.
 1:05:14 0.95 274.82 183.33  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.08 355.0  48821.
 1:07:56 0.95 274.82 183.31  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.54 359.3  35333.
 1:10:38 0.95 274.82 183.28  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.96 356.6  37984.
 1:13:20 0.95 274.82 183.25  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.66 358.2  34011.
 1:16:02 0.95 274.82 183.23  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.79 360.6  40096.
 1:18:44 0.95 274.82 183.21  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.50 361.2  42366.
 1:21:26 0.95 274.82 183.18  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.20 355.6  35385.
 1:24:08 0.95 274.81 183.15  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.48 356.7  31094.
 1:26:50 0.95 274.81 183.13  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.91 356.8  34362.
 1:29:32 0.95 274.81 183.10  1.72 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.08 360.2  29886.
 1:32:14 0.95 274.81 183.08  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.51 358.9  34310.
 1:34:56 0.95 274.81 183.06  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.21 353.7  39404.
 1:37:38 0.95 274.81 183.03  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.23 353.8  40300.
 1:40:20 0.95 274.81 183.00  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.75 357.3  36818.
 1:43:02 0.95 274.81 182.98  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.26 354.5  42051.
 1:45:44 0.95 274.81 182.96  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.40 357.6  38507.
 1:48:26 0.95 274.81 182.93  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.91 357.2  35671.
 1:51:08 0.95 274.81 182.90  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.48 358.3  38260.
 1:53:50 0.95 274.81 182.88  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.16 355.4  38160.
 1:56:32 0.95 274.81 182.85  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.34 356.2  44088.
 1:59:14 0.95 274.81 182.83  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.00 355.4  37367.
 2:01:56 0.95 274.81 182.80  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.21 357.2  36318.
 2:04:38 0.95 274.81 182.78  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.83 356.8  35324.
 2:07:20 0.95 274.81 182.75  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.36 356.4  42727.
 2:10:02 0.95 274.81 182.73  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.10 361.3  58787.
 2:12:44 0.95 274.81 182.70  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.55 355.4  38614.
 2:15:26 0.95 274.81 182.68  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.61 360.3  43166.
 2:18:08 0.95 274.81 182.65  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.68 363.1  44390.
 2:20:50 0.95 274.81 182.63  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.76 365.5  53343.
 2:23:32 0.95 274.80 182.60  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.29 360.4  42727.
 2:26:14 0.95 274.80 182.58  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.80 364.8  51322.
 2:28:56 0.95 274.80 182.55  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.39 362.2  50890.
 2:31:38 0.95 274.80 182.53  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.86 368.0  55783.
 2:34:20 0.95 274.80 182.50  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.28 367.1  45404.
 2:37:02 0.95 274.80 182.47  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.96 372.6  43039.
 2:39:44 0.95 274.80 182.45  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.85 366.5  45729.
 2:42:26 0.95 274.80 182.43  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.12 369.6  32322.
 2:45:08 0.95 274.80 182.40  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.42 362.8  46891.
 2:47:50 0.95 274.80 182.37  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.98 362.7  45040.
 2:50:32 0.95 274.80 182.35  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.10 364.2  45342.
 2:53:14 0.95 274.80 182.32  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.08 365.0  50023.
 2:55:56 0.95 274.80 182.30  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.85 364.9  46346.
 2:58:38 0.95 274.80 182.28  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.84 373.5  42220.
 3:01:20 0.95 274.80 182.25  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 43.56 372.3  37299.
 3:04:02 0.95 274.80 182.22  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 46.09 373.6  40674.
 3:06:44 0.95 274.80 182.20  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 45.53 371.6  35973.
 3:09:26 0.95 274.80 182.18  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 47.51 372.5  38884.
 3:12:08 0.95 274.80 182.15  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.02 370.8  35801.
 3:14:50 0.95 274.80 182.12  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.96 370.7  35424.
 3:17:32 0.95 274.80 182.10  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.59 368.6  38790.
 3:20:14 0.95 274.79 182.07  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 47.58 370.2  35928.
 3:22:56 0.95 274.79 182.05  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.83 369.6  35441.
 3:25:38 0.95 274.79 182.02  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.03 370.4  37396.
 3:31:02 0.95 274.79 181.97  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.59 370.2  34651.
 3:33:44 0.95 274.79 181.95  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.86 370.1  34219.
 3:36:26 0.95 274.79 181.92  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.15 370.5  34697.
 3:39:08 0.95 274.79 181.90  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.61 368.3  34888.
 3:41:51 0.95 274.79 181.87  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 51.96 369.8  35795.
 3:44:32 0.95 274.79 181.85  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.91 368.8  35356.
 3:47:15 0.95 274.79 181.82  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 52.70 370.1  33310.
 3:49:57 0.95 274.79 181.80  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.90 364.1  34648.
 3:52:39 0.95 274.79 181.77  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.53 364.2  40641.
 3:55:21 0.95 274.79 181.75  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.67 363.3  36682.
 3:58:03 0.95 274.79 181.72  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 51.24 363.6  41405.
 4:00:45 0.95 274.79 181.69  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.28 363.3  35636.
 4:03:27 0.95 274.79 181.67  1.71 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.92 363.9  41863.
 4:06:09 0.95 274.79 181.65  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.67 367.6  34788.
 4:08:51 0.95 274.79 181.62  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 51.37 368.5  37948.
 4:11:33 0.95 274.79 181.59  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 44.31 363.3  37097.
 4:14:15 0.95 274.79 181.57  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 45.24 368.6  34486.
 4:16:57 0.95 274.78 181.54  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 46.89 365.4  37965.
 4:19:39 0.95 274.78 181.52  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 44.73 367.1  34349.
 4:22:21 0.95 274.78 181.49  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.18 359.1  39901.
 4:25:03 0.95 274.78 181.47  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.70 356.9  31380.
 4:27:45 0.95 274.78 181.44  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.71 355.9  32179.
 4:30:27 0.95 274.78 181.42  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.03 355.1  33164.
 4:33:09 0.95 274.78 181.39  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.69 356.7  32689.
 4:35:51 0.95 274.78 181.37  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.41 351.9  26732.
 4:38:33 0.95 274.78 181.34  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.92 352.2  21817.
 4:41:15 0.95 274.78 181.32  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.40 350.2  25939.
 4:43:57 0.95 274.78 181.29  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.79 352.0  22648.
 4:46:39 0.95 274.78 181.27  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.55 354.4  30272.
 4:49:21 0.95 274.78 181.24  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.23 353.6  22239.
 4:52:03 0.95 274.78 181.22  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 44.69 352.4  33254.
 4:54:45 0.95 274.78 181.19  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.66 352.8  22716.
 4:57:27 0.95 274.78 181.17  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 44.02 353.5  26079.
 5:00:09 0.95 274.78 181.14  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.69 354.0  22349.
 5:02:51 0.95 274.78 181.12  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 46.35 353.7  20998.
 5:05:33 0.95 274.78 181.09  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 46.04 354.5  21060.
 5:08:15 0.95 274.78 181.06  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.25 352.8  23249.
 5:10:57 0.95 274.78 181.04  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.05 351.0  19539.
 5:13:39 0.95 274.77 181.02  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.90 353.8  24740.
 5:16:21 0.95 274.77 180.99  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 47.54 355.4  22989.
 5:19:03 0.95 274.77 180.97  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.74 358.1  23512.
 5:21:45 0.95 274.77 180.94  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.42 357.2  21112.
 5:24:27 0.95 274.77 180.91  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 43.44 356.4  27034.
 5:27:09 0.95 274.77 180.89  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.08 356.5  29243.
 5:29:51 0.95 274.77 180.87  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 47.83 358.1  29922.
 5:32:33 0.95 274.77 180.84  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.91 359.5  31523.
 5:35:15 0.95 274.77 180.81  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 44.85 363.3  26403.
 5:37:57 0.95 274.77 180.79  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 47.69 362.5  27726.
 5:40:39 0.95 274.77 180.76  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 46.64 366.7  22879.
 5:43:21 0.95 274.77 180.74  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.99 365.3  26118.
 5:46:03 0.95 274.77 180.71  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 44.92 365.9  24279.
 5:48:45 0.95 274.77 180.69  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.59 363.8  25900.
 5:51:27 0.95 274.77 180.66  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.13 358.2  26027.
 5:54:09 0.95 274.77 180.64  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.98 364.4  30198.
 5:56:51 0.95 274.77 180.61  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.18 363.8  28720.
 5:59:33 0.95 274.77 180.59  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.99 362.9  32962.
 6:02:15 0.95 274.77 180.56  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.50 365.2  33758.
 6:04:57 0.95 274.77 180.54  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.76 363.6  31224.
 6:07:39 0.95 274.77 180.51  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.87 358.2  31149.
 6:10:21 0.95 274.76 180.49  1.70 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.41 360.2  31117.
