1981/064   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 7:51:30 0.98 269.91 310.71  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.07 355.3  20663.
 7:54:12 0.98 269.91 310.69  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.34 359.5  14293.
 7:56:54 0.98 269.91 310.66  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.48 352.0  18276.
 7:59:36 0.98 269.91 310.64  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.84 354.1  22447.
 8:02:18 0.98 269.91 310.61  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.24 358.0  18649.
 8:05:00 0.98 269.91 310.59  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.69 351.2  20261.
 8:07:42 0.98 269.91 310.56  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.45 342.0  40690.
 8:10:24 0.98 269.91 310.53  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.61 344.3  29321.
 8:13:06 0.98 269.91 310.51  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.88 352.5  28005.
 8:15:48 0.98 269.91 310.49  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.96 321.6  14235.
 8:18:30 0.98 269.91 310.46  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.15 340.1  83791.
 8:21:12 0.98 269.91 310.43  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.22 373.5  24718.
 8:26:36 0.98 269.91 310.38  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.00 362.7  23051.
 8:29:18 0.98 269.91 310.36  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.90 339.2  40326.
 8:32:00 0.98 269.91 310.33  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.44 328.0  20654.
 8:34:42 0.98 269.90 310.31  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.20 355.1  21190.
 8:37:24 0.98 269.90 310.28  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.59 338.5  39358.
 8:40:06 0.98 269.90 310.26  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.97 328.3  31705.
 8:42:48 0.98 269.90 310.23  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.58 341.7  25468.
 8:45:30 0.98 269.90 310.21  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.92 377.3  23399.
 8:48:12 0.98 269.90 310.18  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.13 368.8  56569.
 8:50:54 0.98 269.90 310.16  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.29 352.4  25471.
 8:53:36 0.98 269.90 310.13  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.67 360.6  12578.
 8:56:18 0.98 269.90 310.11  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.20 889.9  71778.
 8:59:00 0.98 269.90 310.08  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.24 356.8  14426.
 9:01:42 0.98 269.90 310.06  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.30 357.0  27056.
 9:04:24 0.98 269.90 310.03  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.09 213.6   7049.
 9:07:06 0.98 269.90 310.00  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.73 359.6  97171.
 9:09:48 0.98 269.90 309.98  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.31 315.9  82657.
 9:12:30 0.98 269.90 309.96  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.28 339.8  26027.
 9:15:12 0.98 269.90 309.93  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.67 316.7  68539.
 9:17:54 0.98 269.90 309.90  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.05 325.4  42516.
 9:20:36 0.98 269.90 309.88  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.43 276.6  21593.
 9:23:18 0.98 269.89 309.86  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.45 331.3  17434.
 9:26:00 0.98 269.89 309.83  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.02 305.1  99815.
 9:28:42 0.98 269.89 309.80  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.96 318.8  13871.
 9:31:24 0.98 269.89 309.78  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.43 324.5  23119.
 9:34:06 0.98 269.89 309.75  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.13 322.5  56198.
 9:36:48 0.98 269.89 309.73  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.05 329.3  16311.
 9:39:30 0.98 269.89 309.70  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.68 225.5  19140.
 9:42:12 0.98 269.89 309.68  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.95 332.2  64472.
 9:51:36 0.98 269.89 309.59  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.04 328.2  13816.
 9:51:39 0.98 269.89 309.59  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.06 343.2  52567.
 9:52:59 0.98 269.89 309.58  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.76 331.9  16821.
 9:54:20 0.98 269.89 309.56  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.84 318.9  33667.
 9:55:41 0.98 269.89 309.55  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.95 340.4  32731.
 9:57:02 0.98 269.89 309.54  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.85 342.2  22103.
 9:58:23 0.98 269.89 309.52  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.62 334.3  13393.
10:01:05 0.98 269.89 309.50  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.25 330.3  12656.
10:02:26 0.98 269.89 309.49  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.73 323.5  10999.
10:03:47 0.98 269.89 309.48  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.48 333.9  33953.
10:06:29 0.98 269.89 309.45  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.23 349.5  36964.
10:07:50 0.98 269.89 309.44  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.70 332.6  30292.
10:09:11 0.98 269.88 309.42  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.06 351.0  49172.
10:11:53 0.98 269.88 309.40  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.89 343.9  21248.
10:13:14 0.98 269.88 309.38  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.43 337.7  31588.
10:14:35 0.98 269.88 309.37  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.99 349.9  31724.
10:17:17 0.98 269.88 309.35  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.69 336.8  44023.
10:18:38 0.98 269.88 309.34  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.40 309.2 114748.
10:19:59 0.98 269.88 309.32  0.16 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.01 343.9 189534.
10:21:20 0.98 269.88 309.31  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.95 314.9 166522.
10:22:41 0.98 269.88 309.30  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.55 521.2  26780.
10:24:02 0.98 269.88 309.28  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.42 342.6  14810.
10:25:23 0.98 269.88 309.27  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.30 924.0 107537.
10:28:05 0.98 269.88 309.25  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.85 336.3  55841.
10:30:47 0.98 269.88 309.22  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.49 344.0  73123.
10:32:08 0.98 269.88 309.21  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.36 338.5  56432.
10:36:11 0.98 269.88 309.17  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.33 319.6  61987.
10:37:32 0.98 269.88 309.16  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.15 634.4 604369.
10:38:53 0.98 269.88 309.14  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.24 329.4  40512.
10:40:14 0.98 269.88 309.13  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.48 314.4  21060.
10:41:35 0.98 269.88 309.12  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.09 306.8  45150.
10:42:56 0.98 269.88 309.11  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.09 331.5  91652.
10:44:17 0.98 269.88 309.10  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.53 324.4  32273.
10:46:59 0.98 269.88 309.07  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.41 389.4  13955.
10:48:20 0.98 269.88 309.06  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.07 427.7  60925.
10:49:41 0.98 269.88 309.04  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.35 414.8  57433.
10:51:02 0.98 269.88 309.03  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.83 434.0  36379.
10:52:23 0.98 269.88 309.02  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.54 408.5  92435.
10:53:44 0.98 269.88 309.01  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.23 421.2  37471.
10:55:05 0.98 269.88 308.99  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.92 419.1  71190.
10:56:26 0.98 269.87 308.98  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  5.63 391.2 409835.
10:57:47 0.98 269.87 308.97  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.78 406.7 140808.
10:59:08 0.98 269.87 308.96  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.92 407.1  75819.
11:00:29 0.98 269.87 308.94  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.93 422.1  41372.
11:01:50 0.98 269.87 308.93  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.30 427.8  67678.
11:03:11 0.98 269.87 308.92  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.03 414.6  68208.
11:04:32 0.98 269.87 308.90  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.25 415.1 144677.
11:05:53 0.98 269.87 308.89  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.20 416.8  74913.
11:07:14 0.98 269.87 308.88  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.14 405.9  32878.
11:08:35 0.98 269.87 308.87  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.15 396.4  54496.
11:09:56 0.98 269.87 308.86  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.56 407.9  46791.
11:11:17 0.98 269.87 308.84  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.16 394.7  31315.
11:12:38 0.98 269.87 308.83  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.93 385.7  38108.
11:13:59 0.98 269.87 308.82  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.92 381.0  47704.
11:16:41 0.98 269.87 308.79  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.20 397.0 126612.
11:18:02 0.98 269.87 308.78  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.03 392.5  84155.
11:19:23 0.98 269.87 308.76  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.10 414.7  29399.
11:20:44 0.98 269.87 308.75  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.46 384.8 243310.
11:22:05 0.98 269.87 308.74  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.13 438.9  81874.
11:24:47 0.98 269.87 308.72  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.87 391.1  76365.
11:26:08 0.98 269.87 308.70  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.16 433.8 256953.
11:27:29 0.98 269.87 308.69  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.86 405.8  71109.
11:28:50 0.98 269.87 308.68  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.86 378.7 290344.
11:30:11 0.98 269.87 308.66  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.16 411.3 108771.
11:31:32 0.98 269.87 308.65  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.28 286.3  77359.
11:32:53 0.98 269.87 308.64  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.65 230.5   4636.
11:34:14 0.98 269.87 308.63  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.14 376.5  41782.
11:35:35 0.98 269.87 308.62  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.17 377.9  64196.
11:36:56 0.98 269.87 308.60  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.09 387.5  38179.
11:38:17 0.98 269.87 308.59  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  0.23 591.5  37542.
11:39:38 0.98 269.87 308.58  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.41 382.7 134597.
11:40:59 0.98 269.87 308.56  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.41 396.2  23512.
11:42:20 0.98 269.87 308.55  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.18 397.4  88348.
11:43:41 0.98 269.86 308.54  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.57 375.8  28586.
11:45:02 0.98 269.86 308.52  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.87 378.2 126479.
11:46:23 0.98 269.86 308.51  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.82 376.2  31776.
11:47:44 0.98 269.86 308.50  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.99 362.1  28096.
11:49:05 0.98 269.86 308.49  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.36 380.8  56923.
11:50:26 0.98 269.86 308.48  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.27 345.5  74741.
11:51:47 0.98 269.86 308.46  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.00 427.5 462974.
11:53:08 0.98 269.86 308.45  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.92 248.5  39735.
11:54:29 0.98 269.86 308.44  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.38 374.8  51693.
11:55:50 0.98 269.86 308.43  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.59 417.6  79210.
11:57:11 0.98 269.86 308.41  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.13 341.8 151713.
11:58:32 0.98 269.86 308.40  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.70 374.2  64787.
12:01:14 0.98 269.86 308.37  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  1.44 348.7  82550.
12:02:35 0.98 269.86 308.36  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.39 392.0 322448.
12:03:56 0.98 269.86 308.35  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.33 378.3 121928.
12:05:17 0.98 269.86 308.34  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.15 451.1 183067.
12:06:38 0.98 269.86 308.32  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.02 399.1 390416.
12:09:20 0.98 269.86 308.30  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.37 411.3 176716.
12:10:41 0.98 269.86 308.29  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.28 403.5  88144.
12:12:02 0.98 269.86 308.27  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.86 410.9 301064.
12:13:23 0.98 269.86 308.26  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.69 405.9 112260.
12:14:44 0.98 269.86 308.25  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.62 389.0 146151.
12:16:05 0.98 269.86 308.24  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.80 446.7 199420.
12:17:26 0.98 269.86 308.22  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  3.30 464.7 233749.
12:18:47 0.98 269.86 308.21  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.71 473.9 154828.
12:20:08 0.98 269.86 308.20  0.15 1706  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  2.37 400.7  85743.
