13:09:09 0.94 165.80  12.29 -5.96 1657   2.45   746.9 184980.  0.97 -1.56   4.01  -5.65  -0.02 1.23 0.91 1.10  0.16 785.21057594.  1.95 743.8 176196.
13:09:50 0.94 165.80  12.29 -5.96 1657   2.74   752.4 236644.  1.06 -2.26   4.22  -5.60   1.36 0.41 0.71 0.70  0.11 805.11248655.  2.23 755.0 216061.
13:10:30 0.94 165.80  12.28 -5.96 1657   2.53   743.1 211955.  0.37 -2.03   5.55  -4.28   0.39 0.50 0.80 0.74  0.12 814.31188156.  1.96 739.3 198338.
13:11:11 0.94 165.80  12.27 -5.96 1657   2.44   731.6 164814. -0.63 -3.46   5.89  -3.63   0.08 0.30 0.71 0.68  0.12 796.31172771.  2.10 729.4 167049.
13:11:51 0.94 165.80  12.27 -5.96 1657   2.75   751.4 227236.  0.44  0.81   4.26  -4.55  -1.98 1.22 1.38 1.38  0.11 802.0 755306.  2.41 749.7 223858.
13:12:32 0.94 165.80  12.26 -5.96 1657   2.16   779.8 201560.  1.53  1.82   2.69  -4.89  -3.72 0.77 0.62 0.51  0.15 801.91065910.  1.90 774.6 200833.
13:13:12 0.94 165.80  12.26 -5.96 1657   2.29   807.6 242517.  0.65  3.23   1.17  -4.97  -4.14 1.16 0.61 0.68  0.13 816.81218509.  1.99 802.8 257174.
13:13:53 0.94 165.80  12.25 -5.96 1657   2.40   759.3 246675.  0.94  1.76   3.96  -4.81  -2.54 0.58 0.83 1.10  0.14 794.51334726.  2.07 761.7 233161.
13:14:33 0.94 165.80  12.24 -5.96 1657   2.35   746.2 189970. -0.01  0.99   4.94  -4.26  -1.85 0.46 0.81 0.81  0.13 802.9 739505.  2.00 743.2 199117.
13:15:14 0.94 165.80  12.24 -5.96 1657   2.45   742.2 177288. -0.52  1.71   4.93  -3.16  -2.72 0.36 1.36 1.87  0.13 791.01302294.  2.05 743.6 223546.
13:15:54 0.94 165.80  12.23 -5.96 1657   2.62   740.7 206290. -0.42 -1.16   5.53  -3.80  -0.52 0.39 0.79 0.98  0.14 812.31364456.  2.24 738.6 193816.
13:16:35 0.94 165.80  12.22 -5.96 1657   2.64   750.9 243972.  0.54  0.91   4.78  -4.35  -1.66 0.88 0.89 0.96  0.13 803.71258218.  2.17 751.7 252288.
13:17:15 0.94 165.80  12.22 -5.96 1657   2.49   719.8 116893. -3.07 -1.88   6.69  -1.23  -0.41 0.21 0.51 0.61  0.11 797.8 769859.  1.98 727.4 167880.
13:17:56 0.94 165.80  12.21 -5.96 1657   2.35   727.8 174637. -1.02 -0.45   6.24  -2.62  -1.42 0.28 0.37 0.53  0.14 802.81428074.  1.96 727.5 160136.
13:18:36 0.94 165.80  12.20 -5.96 1657   2.43   727.6 183369. -0.71 -1.45   6.19  -2.90  -0.59 0.33 0.62 0.74  0.13 813.0 972355.  1.88 729.8 178016.
13:19:17 0.94 165.80  12.20 -5.96 1657   2.51   728.4 166425. -1.21 -0.31   6.04  -2.50  -1.74 0.30 0.44 0.55  0.13 805.31041794.  1.98 726.8 163358.
13:19:57 0.94 165.80  12.19 -5.96 1657   2.51   734.1 195115. -0.31 -1.07   5.23  -3.81  -1.75 0.34 1.06 1.07  0.10 822.41031399.  2.02 734.8 174897.
13:20:38 0.94 165.80  12.19 -5.96 1657   2.68   744.5 240490.  0.65 -2.40   4.47  -4.91   1.07 0.59 0.76 1.41  0.09 799.61149486.  2.24 742.6 227600.
13:21:18 0.94 165.80  12.18 -5.96 1657   2.50   745.6 198078.  0.71 -0.34   5.14  -4.12  -1.45 0.84 1.13 0.60  0.11 798.4 598548.  2.05 746.0 201924.
13:21:59 0.94 165.80  12.18 -5.96 1657   2.25   766.2 261696.  1.92  0.35   4.32  -4.25  -2.92 1.20 1.07 0.82  0.15 804.71052188.  1.95 767.2 221103.
13:22:39 0.94 165.80  12.17 -5.96 1657   2.41   743.3 190438. -0.26  1.10   4.69  -3.76  -3.32 0.36 0.52 0.57  0.12 799.6 881710.  1.99 740.1 193192.
13:23:20 0.94 165.80  12.16 -5.96 1657   2.27   765.0 204731.  0.06  2.33   3.94  -3.54  -4.30 0.40 0.47 0.45  0.16 797.51173187.  1.95 760.4 211280.
13:24:00 0.94 165.80  12.16 -5.96 1657   2.35   748.9 185916. -0.07  1.50   4.63  -3.11  -3.62 0.29 1.03 0.78  0.09 803.21090234.  1.99 746.4 197870.
13:24:41 0.94 165.80  12.15 -5.96 1657   2.62   739.0 174117. -1.19  1.89   5.48  -1.92  -3.53 0.31 0.48 0.52  0.13 798.61267158.  2.26 739.1 214658.
13:25:21 0.94 165.80  12.14 -5.96 1657   2.41   758.8 217153.  0.39  1.78   4.40  -3.49  -3.94 0.64 0.55 0.46  0.11 803.1 755721.  2.00 755.8 205095.
13:26:02 0.94 165.80  12.14 -5.96 1657   2.51   744.3 237891. -1.01  1.56   4.60  -3.28  -4.02 0.43 0.45 0.41  0.14 801.11255100.  2.03 741.5 220427.
13:26:42 0.94 165.80  12.13 -5.96 1657   2.49   750.1 227600. -0.49  2.02   4.55  -3.05  -4.10 0.53 0.52 0.59  0.11 825.71326202.  2.14 748.9 211540.
13:27:23 0.94 165.80  12.12 -5.96 1657   2.31   741.9 172402. -1.58  2.42   4.80  -2.57  -3.92 0.93 0.52 0.72  0.13 798.01083789.  2.08 742.2 208889.
13:28:03 0.94 165.80  12.12 -5.96 1657   2.24   741.3 187163. -3.75  2.31   5.45  -2.00  -3.24 1.14 1.69 0.83  0.15 782.41229320.  1.94 741.9 189138.
13:28:44 0.94 165.80  12.11 -5.96 1657   2.49   727.5 151612. -0.72 -0.43   6.12  -2.24  -2.00 0.40 0.70 0.95  0.15 797.91188779.  2.17 727.6 148390.
13:29:24 0.94 165.80  12.11 -5.97 1657   2.30   720.9 110344. -2.88  0.59   6.47  -0.91  -2.26 0.20 0.58 0.45  0.12 791.7 748861.  2.06 728.0 161591.
13:30:05 0.94 165.80  12.10 -5.97 1657   2.31   726.0 151456. -1.61  0.61   6.47  -1.09  -2.28 0.21 0.46 0.62  0.12 772.5 868612.  1.96 724.1 151508.
13:30:45 0.94 165.80  12.09 -5.97 1657   2.29   727.2 175781. -5.19 -0.07   6.56   1.23  -2.20 0.28 0.80 0.54  0.12 810.11100421.  1.88 729.7 171934.
13:31:26 0.94 165.80  12.09 -5.97 1657   2.32   727.2 147142. -4.77  0.76   6.60   1.12  -1.95 0.27 0.41 0.72  0.14 791.41290235.  1.93 726.4 151456.
13:32:06 0.94 165.80  12.08 -5.97 1657   2.50   727.7 165749. -5.48 -1.05   6.77   1.17  -0.97 0.24 1.07 0.84  0.10 798.5 891481.  2.04 730.2 162163.
13:32:47 0.94 165.80  12.07 -5.97 1657   2.49   722.3 138358. -3.76 -0.04   6.59  -0.80  -1.87 0.19 0.31 0.29  0.12 792.91375683.  2.05 722.9 131861.
13:33:27 0.94 165.80  12.07 -5.97 1657   3.93   766.3 353224.  0.00  1.36   4.61  -3.13  -2.87 2.04 1.95 1.00  0.11 791.1 704786.  3.11 767.5 363360.
13:34:08 0.94 165.80  12.06 -5.97 1657   2.35   731.9 164710.  0.00  1.58   6.34   0.86  -2.42 0.27 1.48 0.86  0.11 829.51214975.  1.84 730.1 160552.
13:34:48 0.94 165.80  12.05 -5.97 1657   2.30   727.2 175677. -3.56  0.67   6.72   0.91  -1.53 0.22 0.45 0.94  0.13 808.41215391.  1.90 729.3 161383.
13:35:29 0.94 165.80  12.05 -5.97 1657   2.43   722.8 129678. -2.88  0.35   6.86  -0.23  -1.22 0.16 0.41 0.47  0.10 801.21316847.  2.08 721.5 129678.
13:36:09 0.94 165.80  12.04 -5.97 1657   2.27   719.2 117568. -3.00 -0.92   6.88  -0.59  -1.18 0.15 0.21 0.22  0.12 804.41353022.  1.78 721.7 108992.
13:36:50 0.94 165.80  12.04 -5.97 1657   2.66   722.0 131446. -2.88 -0.54   6.86  -0.29  -1.28 0.19 0.30 0.32  0.12 808.91366119.  2.02 722.5 106549.
13:37:30 0.94 165.80  12.03 -5.97 1657   2.44   723.0 112163. -2.43  0.64   6.74  -0.83  -1.84 0.24 0.24 0.32  0.13 794.3 721626.  1.91 723.8 107797.
13:38:11 0.93 165.80  12.02 -5.97 1657   2.41   724.1 133317. -2.82 -0.10   6.84  -0.75  -1.55 0.17 0.30 0.24  0.11 799.51431608.  2.22 721.9 128483.
13:38:51 0.93 165.80  12.02 -5.97 1657   2.28   720.4 113046. -2.21 -0.39   6.70  -1.22  -1.53 0.17 0.21 0.27  0.13 816.11075473.  1.88 722.2 103847.
13:39:32 0.93 165.80  12.01 -5.97 1657   2.37   723.2 140489. -2.22  0.14   6.60  -1.43  -1.80 0.21 0.21 0.29  0.10 797.61057178.  2.08 722.2 134876.
13:40:12 0.93 165.80  12.00 -5.97 1657   2.32   717.3 106653. -3.32 -1.82   6.96  -0.19  -0.50 0.18 0.51 0.68  0.13 773.91403750.  1.77 720.1 103951.
13:40:53 0.93 165.80  12.00 -5.97 1657   2.40   717.0  85967. -3.13 -2.67   7.00  -0.03   0.59 0.18 0.33 0.42  0.09 776.0 783788.  2.12 719.5 124481.
13:41:33 0.93 165.80  11.99 -5.97 1657   2.32   718.6 109668. -3.21 -2.92   6.88   0.15   1.10 0.14 0.30 0.27  0.11 776.71421005.  1.90 721.7 107329.
13:42:14 0.93 165.80  11.98 -5.97 1657   2.35   715.9  88098. -3.56 -2.16   7.04  -0.12   0.44 0.21 0.33 0.37  0.10 808.21037220.  2.11 718.8 126040.
13:42:54 0.93 165.80  11.98 -5.97 1657   2.33   717.7 106653. -2.11 -1.66   6.89  -1.22  -0.37 0.16 0.31 0.21  0.11 795.4 944288.  1.78 719.5 107485.
13:43:35 0.93 165.80  11.97 -5.97 1657   2.31   722.3 143036. -1.53 -0.20   6.76  -1.41  -0.96 0.24 0.27 0.36  0.11 790.31180255.  2.03 721.2 133473.
13:44:15 0.93 165.80  11.97 -5.97 1657   2.22   717.7 108317. -2.12 -1.08   6.87  -1.36  -0.90 0.18 0.25 0.20  0.11 813.71370277.  1.84 720.1 114917.
13:44:56 0.93 165.80  11.96 -5.97 1657   2.50   723.1 135863. -2.18 -0.31   6.84  -1.07  -1.26 0.17 0.23 0.24  0.10 819.51081918.  2.08 720.6 129211.
13:45:36 0.93 165.80  11.95 -5.97 1657   2.23   715.6 114450. -2.70 -1.06   6.91  -0.58  -0.83 0.13 0.21 0.42  0.13 775.71376099.  1.76 719.5 110396.
13:47:38 0.93 165.80  11.93 -5.97 1657   2.38   716.8  82017.  0.00  0.00   6.89  -0.44   0.39 0.17 0.31 0.28  0.09 772.41169445.  2.17 718.7 122350.
13:48:18 0.93 165.80  11.93 -5.97 1657   2.24   717.4 104522. -2.54 -2.80   6.80  -1.01   0.65 0.17 0.29 0.45  0.14 809.01180255.  1.76 719.6 109824.
13:48:59 0.93 165.80  11.92 -5.97 1657   2.43   722.6 140853. -1.97 -3.56   6.64  -1.04   1.64 0.20 0.46 0.49  0.11 799.91465912.  2.02 722.1 132901.
13:49:39 0.93 165.80  11.92 -5.97 1657   2.25   722.8 114917. -1.26 -2.89   6.37  -2.34   0.83 0.25 0.61 0.70  0.11 761.81475891.  1.93 728.5 165489.
13:50:20 0.93 165.80  11.91 -5.97 1657   2.34   728.7 147246. -0.18 -2.43   6.14  -2.85   0.06 0.35 0.53 0.48  0.10 796.41117469.  1.95 727.8 149429.
13:51:00 0.93 165.80  11.90 -5.97 1657   2.15   722.9 112631. -0.81 -2.60   6.47  -2.52   0.86 0.24 0.39 0.33  0.12 807.41177969.  1.93 728.3 156602.
13:51:41 0.93 165.80  11.90 -5.97 1657   2.21   728.1 136747. -0.25 -2.34   6.15  -3.23   0.66 0.22 0.41 0.52  0.09 796.01413521.  1.94 727.2 144387.
13:52:21 0.93 165.80  11.89 -5.97 1657   2.39   720.8 110811. -1.21 -2.35   6.40  -2.44   0.24 0.22 0.67 0.51  0.10 791.1 884828.  1.96 727.5 159564.
13:53:02 0.93 165.80  11.89 -5.97 1657   2.28   723.0 150313. -0.97 -1.91   6.56  -2.10   0.26 0.23 0.56 0.68  0.11 796.51268614.  1.95 721.4 132641.
13:53:42 0.93 165.80  11.88 -5.97 1657   2.13   715.7 110915. -2.23 -1.65   6.79  -0.94  -0.16 0.17 0.29 0.55  0.10 811.91073602.  1.79 720.3 167049.
13:54:23 0.93 165.80  11.87 -5.97 1657   2.42   721.1 129574. -2.30 -0.60   6.75  -1.39  -1.09 0.23 0.33 0.29  0.09 807.3 980879.  2.12 717.1 126144.
13:55:03 0.93 165.80  11.87 -5.97 1657   2.35   722.9 107277. -1.49  0.33   6.44  -2.06  -1.80 0.25 0.33 0.41  0.11 776.31217470.  1.91 723.8 107277.
13:55:44 0.93 165.80  11.86 -5.97 1657   2.30   714.7  85136. -1.80 -2.02   6.89  -1.57   0.20 0.18 0.46 0.68  0.09 769.11062583.  1.95 717.9 130874.
13:56:24 0.93 165.79  11.85 -5.97 1657   2.14   712.4 102859. -3.52 -2.08   6.91  -1.18   0.51 0.20 0.41 0.68  0.09 796.31210193.  1.64 713.9 105302.
13:57:05 0.93 165.79  11.85 -5.97 1657   2.31   726.7 146882. -2.24  0.37   6.70  -1.25  -1.31 0.18 0.46 0.51  0.07 860.21047199.  2.05 721.8 129938.
13:57:45 0.93 165.79  11.84 -5.97 1657   2.23   738.6 186020. -0.24  0.15   6.01  -2.93  -1.27 0.45 0.62 0.59  0.12 776.11025370.  1.91 736.3 181966.
13:58:26 0.93 165.79  11.83 -5.97 1657   2.41   721.1 127547. -2.29 -2.00   6.86  -1.08  -0.25 0.17 0.68 0.73  0.08 816.9 987116.  2.17 718.7 121778.
13:59:06 0.93 165.79  11.83 -5.97 1657   2.37   722.7 105562. -4.97  0.15   6.55   0.61  -1.92 0.50 1.04 1.42  0.11 768.81659884.  2.05 728.2 156342.
13:59:47 0.93 165.79  11.82 -5.97 1657   2.32   740.3 166321.  1.14 -0.64   6.61   0.69  -2.22 0.00 0.00 0.00  0.10 795.31422045.  1.90 738.9 132901.
14:00:27 0.93 165.79  11.82 -5.97 1657   2.25   744.2 181602.  1.17 -0.69   0.00   0.00   0.00 0.00 0.00 0.00  0.11 812.71265079.  1.92 745.1 180458.
14:01:08 0.93 165.79  11.81 -5.97 1657   2.28   754.6 195219.  1.60 -0.21   0.00   0.00   0.00 0.00 0.00 0.00  0.09 811.8 900629.  1.95 753.1 190749.
14:01:48 0.93 165.79  11.80 -5.97 1657   2.32   751.7 203535.  0.63  1.65   0.00   0.00   0.00 0.00 0.00 0.00  0.10 790.3 959673.  1.96 748.7 202912.
14:02:29 0.93 165.79  11.80 -5.97 1657   2.45   716.5  86747. -2.34 -0.26   0.00   0.00   0.00 0.00 0.00 0.00  0.12 797.11248239.  2.14 721.7 138150.
14:03:09 0.93 165.79  11.79 -5.97 1657   2.45   719.9 108784. -1.99 -1.04   0.00   0.00   0.00 0.00 0.00 0.00  0.09 788.11140338.  2.00 721.7 108473.
14:03:50 0.93 165.79  11.78 -5.97 1657   2.48   736.3 165074. -0.48  0.99   0.00   0.00   0.00 0.00 0.00 0.00  0.12 795.71004164.  2.03 733.4 159252.
14:04:30 0.93 165.79  11.78 -5.97 1657   2.42   721.0 110188. -1.97  0.04   5.52  -1.20  -1.75 0.00 0.00 0.00  0.14 777.91267366.  1.88 721.7 110188.
14:05:11 0.93 165.79  11.77 -5.97 1657   2.27   731.9 170011. -0.39  0.58   4.35  -2.42  -2.45 1.08 0.97 1.12  0.12 800.51138675.  1.92 729.6 156290.
14:05:51 0.93 165.79  11.76 -5.97 1657   2.34   789.1 240958.  2.18  0.85   0.60  -4.90  -3.22 0.85 0.94 0.87  0.12 803.4 800212.  1.98 788.0 216997.
14:06:32 0.93 165.79  11.76 -5.97 1657   2.33   833.4 223702.  1.47  2.41  -2.32  -4.42  -4.43 1.36 1.06 0.71  0.13 811.3 740545.  2.01 832.1 245272.
14:07:12 0.93 165.79  11.75 -5.97 1657   2.77   755.9 220687.  1.06  0.00   3.39  -4.33   1.42 2.46 1.42 2.59  0.11 806.51071731.  2.26 758.2 265282.
14:07:53 0.93 165.79  11.75 -5.97 1657   2.27   732.6 171778. -0.38 -3.06   5.36  -3.72   1.81 0.41 0.45 0.61  0.10 805.31201877.  1.95 731.0 147974.
14:08:33 0.93 165.79  11.74 -5.97 1657   2.20   743.8 208525.  0.33 -3.40   4.89  -3.65   2.57 0.39 0.91 0.90  0.12 794.1 857385.  1.92 742.3 196831.
