1974/353   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 2:41:09 0.98 357.20  93.08 -1.04 1622   3.90   750.8 246415. -5.90  0.89   6.95   2.44   2.03 0.21 0.36 0.28  0.17 801.5 980255.  4.37 754.6 296675.
 2:41:50 0.98 357.20  93.07 -1.04 1622   4.24   751.0 283214. -5.96  1.21   6.67   2.44   2.56 0.27 0.29 0.37  0.16 811.21283998.  4.29 748.3 266997.
 2:42:30 0.98 357.20  93.07 -1.04 1622   4.13   748.6 237787. -6.03  1.29   6.53   2.59   2.60 0.28 0.47 0.50  0.17 803.6 788570.  4.09 746.3 200521.
 2:43:10 0.98 357.20  93.06 -1.04 1622   4.21   749.7 302288. -5.51  0.58   6.83   2.11   2.33 0.36 0.41 0.41  0.17 799.21115182.  4.13 753.2 236748.
 2:43:51 0.98 357.20  93.05 -1.04 1622   4.43   720.9 245427. -2.69  1.13   7.02   1.81   2.34 0.27 0.33 0.34  0.12 781.4 912895.  4.77 724.1 287424.
 2:44:52 0.98 357.20  93.04 -1.04 1622   3.96   780.0 331966.  0.00  0.00   6.73   2.32   2.57 0.19 0.29 0.31  0.14 835.11484415.  4.13 777.7 341998.
 2:45:32 0.98 357.20  93.04 -1.04 1622   4.32   744.7 272870. -5.33  1.27   6.66   2.48   2.70 0.23 0.34 0.28  0.18 800.31154060.  4.47 751.3 317465.
 2:45:52 0.98 357.20  93.04 -1.04 1622   4.04   749.5 299378. -5.54  1.41   6.45   2.96   2.74 0.26 0.32 0.24  0.15 793.41367367.  4.56 747.1 297507.
 2:46:33 0.98 357.20  93.03 -1.04 1622   4.14   752.2 243816. -5.55  1.33   6.52   2.89   2.83 0.27 0.27 0.27  0.13 797.81049486.  4.05 750.1 209045.
 2:47:13 0.98 357.20  93.02 -1.04 1622   4.26   752.1 276093. -5.39  1.53   6.98   2.66   2.77 0.17 0.23 0.23  0.14 811.5 838258.  4.13 754.4 237475.
 2:47:54 0.98 357.20  93.02 -1.04 1622   4.04   752.4 230303. -5.41  1.47   6.99   2.36   2.34 0.25 0.62 0.98  0.15 817.01270900.  4.14 757.5 286280.
 2:48:34 0.98 357.20  93.01 -1.04 1622   4.13   754.8 275313.  0.00  0.00   6.79   2.14   3.44 0.29 0.43 0.46  0.15 820.11247823.  4.22 755.4 223286.
 2:49:15 0.98 357.20  93.00 -1.04 1622   4.38   729.5 218972.  0.00  0.00   6.77   1.93   3.50 0.30 0.30 0.33  0.16 786.61374851.  4.70 730.5 266270.
 2:49:35 0.98 357.20  93.00 -1.04 1622   4.24   754.9 236176. -5.24  1.08   6.94   1.71   3.06 0.24 0.35 0.37  0.16 814.01482544.  4.52 758.9 286852.
 2:49:55 0.98 357.20  93.00 -1.04 1622   4.42   758.2 291166.  0.00  0.00   7.11   1.53   2.76 0.31 0.37 0.36  0.16 799.51454477. -1.00  -1.0     -1.
 2:50:36 0.98 357.20  92.99 -1.04 1622   4.24   724.9 214606. -2.18  1.77   7.21   1.63   2.74 0.26 0.39 0.43  0.17 805.41260505.  4.84 724.4 270012.
 2:51:16 0.98 357.20  92.98 -1.04 1622   4.26   786.6 310812.  0.00  0.00   6.87   2.40   2.92 0.32 0.53 0.55  0.14 847.81178177. -1.00  -1.0     -1.
 2:51:37 0.98 357.20  92.98 -1.04 1622   4.42   756.6 288463. -5.25  1.36   6.85   2.35   3.02 0.29 0.42 0.42  0.15 815.61098134.  4.52 750.6 293609.
 2:51:57 0.98 357.20  92.98 -1.04 1622   4.18   757.0 239606.  0.00  0.00   6.91   1.98   3.18 0.26 0.36 0.40  0.14 808.0 974434.  4.45 756.9 301041.
 2:52:37 0.98 357.20  92.97 -1.04 1622   4.35   753.4 306239. -5.85  2.02   7.03   1.37   3.06 0.36 0.88 0.82  0.15 833.41220796.  4.27 754.5 239658.
 2:53:18 0.98 357.20  92.97 -1.04 1622   4.07   750.8 219388. -4.03  1.48   7.20   0.14   3.20 0.38 0.71 0.78  0.12 806.91048031.  4.45 750.8 288151.
 2:53:58 0.98 357.20  92.96 -1.04 1622   4.22   754.1 242725.  0.00  0.00   7.19   0.33   3.43 0.26 0.28 0.28  0.17 800.11332855.  4.17 753.3 211072.
 2:54:39 0.98 357.20  92.95 -1.04 1622  -1.00    -1.0     -1. -1.00 -1.00   7.47   0.36   2.98 0.27 0.21 0.32 -1.00  -1.0     -1.  4.32 717.9 191009.
 2:55:19 0.98 357.20  92.95 -1.04 1622  -1.00    -1.0     -1. -1.00 -1.00   7.51   0.25   3.09 0.26 0.20 0.32 -1.00  -1.0     -1.  4.06 778.6 221259.
 2:55:40 0.98 357.20  92.94 -1.04 1622   3.92   773.0 216373.  0.00  0.00   7.45   0.12   3.31 0.26 0.24 0.33  0.13 813.3 888570.  4.06 778.6 221363.
 2:56:00 0.98 357.20  92.94 -1.04 1622   4.28   750.7 205043. -4.32  1.37   7.25   1.21   1.45 0.35 1.69 2.38  0.14 795.8 864662.  4.24 746.4 195427.
 2:56:20 0.98 357.20  92.94 -1.04 1622   4.28   750.7 204991. -4.32  1.37   7.18   3.06  -1.09 0.24 0.30 0.38  0.14 795.7 863830.  4.24 746.5 195219.
 2:56:40 0.98 357.20  92.93 -1.04 1622   4.56   749.6 276197. -6.15  3.30   7.07   3.18  -0.75 0.29 0.35 0.32  0.16 805.01261129.  4.30 750.5 227288.
 2:57:21 0.98 357.20  92.93 -1.04 1622   4.34   749.3 282174. -6.37  2.94   6.80   3.65  -0.88 0.29 0.35 0.31  0.13 797.7 938883. -1.00  -1.0     -1.
 2:58:01 0.98 357.20  92.92 -1.04 1622   4.40   744.9 274118. -5.85  2.75   7.17   3.01  -0.73 0.27 0.50 0.39  0.19 806.51361130.  4.71 746.4 264918.
 2:58:42 0.98 357.20  92.92 -1.04 1622   4.28   748.1 229055. -6.03  2.61   7.34   2.66  -0.29 0.28 0.36 0.33  0.13 797.6 923914.  4.32 746.3 198598.
 2:59:22 0.98 357.20  92.91 -1.04 1622   4.58   744.7 273546.  0.00  0.00   7.47   2.30   0.20 0.27 0.21 0.30  0.18 797.21579842.  4.53 742.5 239606.
 3:00:04 0.98 357.20  92.90 -1.04 1622   4.55   742.4 266997. -5.96  2.03   7.49   1.97   0.59 0.30 0.52 0.29  0.14 809.71103956.  4.56 745.5 277029.
 3:00:43 0.98 357.20  92.90 -1.04 1622   4.56   742.4 285968. -4.85  2.24   7.63   1.36   0.88 0.24 0.21 0.39  0.12 794.91505621.  4.55 740.3 241373.
 3:01:24 0.98 357.20  92.89 -1.17 1622  -1.00    -1.0     -1. -1.00 -1.00   7.41   2.19   1.02 0.27 0.58 0.48 -1.00  -1.0     -1. -1.00  -1.0     -1.
 3:04:49 0.98 357.20  92.86 -1.04 1622   4.28   737.4 197714.  0.00  0.00   7.66   0.20   1.01 0.28 0.60 0.67  0.11 831.21127656.  4.78 736.5 252392.
 3:05:10 0.98 357.20  92.85 -1.04 1622   4.28   737.4 197506.  0.00  0.00   7.72   1.01   0.71 0.26 0.40 0.25  0.11 831.11126409.  4.78 736.5 252860.
 3:05:47 0.98 357.20  92.85 -1.17 1622  -1.00    -1.0     -1. -1.00 -1.00   7.75   1.29   0.79 0.22 0.39 0.33 -1.00  -1.0     -1. -1.00  -1.0     -1.
 3:06:07 0.98 357.20  92.85 -1.04 1622   4.02   736.8 202808. -4.81  2.11   7.62   1.32   0.17 0.29 0.69 0.87  0.19 795.61634520.  4.50 739.8 275157.
 3:06:28 0.98 357.20  92.84 -1.04 1622  -1.00    -1.0     -1. -1.00 -1.00   7.52   1.90  -0.19 0.30 0.83 0.75 -1.00  -1.0     -1.  4.53 739.7 277756.
 3:10:12 0.98 357.20  92.81 -1.04 1622  -1.00    -1.0     -1. -1.00 -1.00   7.60   0.99   2.04 0.29 0.70 0.44 -1.00  -1.0     -1.  4.55 771.4 293141.
 3:10:32 0.98 357.20  92.80 -1.04 1622   4.41   771.9 295324.  0.00  0.00   7.65   0.97   2.12 0.33 0.45 0.35  0.15 842.51237428.  4.52 771.5 289866.
 3:10:53 0.98 357.20  92.80 -1.04 1622  -1.00    -1.0     -1. -1.00 -1.00   7.69   1.30   1.88 0.31 0.28 0.38 -1.00  -1.0     -1.  4.53 748.3 210032.
 3:11:11 0.98 357.20  92.80 -1.04 1622   4.11   751.7 216321. -4.81  1.80   7.85   1.06   1.38 0.27 0.45 0.37  0.15 796.4 988363.  4.50 748.5 207849.
 3:12:16 0.98 357.20  92.79 -1.04 1622   3.90   749.2 217413.  0.00  0.00   7.64   1.16   1.87 0.33 0.44 0.46  0.15 803.3 938883.  4.27 744.2 204263.
 3:12:52 0.98 357.20  92.78 -1.04 1622   3.98   741.2 194076. -3.83  1.98   7.76   0.48   1.79 0.29 0.44 0.40  0.12 784.6 832021.  4.18 747.5 208889.
 3:13:13 0.98 357.20  92.78 -1.04 1622   3.97   741.2 193920. -3.83  1.98   7.62   0.65   2.13 0.28 0.38 0.38  0.11 784.6 831605.  4.17 747.5 208577.
 3:13:33 0.98 357.20  92.78 -1.04 1622  -1.00    -1.0     -1. -1.00 -1.00   7.35   1.44   1.90 0.31 1.07 0.76 -1.00  -1.0     -1.  4.16 743.6 208837.
 3:14:14 0.98 357.20  92.77 -1.04 1622   3.79   742.0 197194.  0.00  0.00   7.78  -0.84   1.70 0.36 0.43 0.33  0.14 796.31659884.  3.73 749.9 218556.
 3:14:54 0.98 357.20  92.76 -1.04 1622   4.05   746.4 203224. -3.72  1.94   7.77  -1.12   1.61 0.27 0.17 0.25  0.14 801.4 826200.  4.20 741.8 205614.
 3:15:34 0.98 357.20  92.76 -1.04 1622  -1.00    -1.0     -1. -1.00 -1.00   7.59  -1.36   1.88 0.27 0.25 0.38 -1.00  -1.0     -1.  4.17 740.5 198390.
 3:16:15 0.98 357.20  92.75 -1.04 1622   4.44   715.7 224066.  0.02  1.83   7.52  -1.60   1.84 0.27 0.40 0.29  0.13 794.11066533.  4.37 714.5 175209.
 3:16:55 0.98 357.20  92.74 -1.04 1622   3.93   765.9 223494.  0.00  0.00   7.58  -1.38   1.82 0.26 0.21 0.26  0.12 814.5 868820.  3.93 768.5 247766.
 3:17:16 0.98 357.20  92.74 -1.04 1622  -1.00    -1.0     -1. -1.00 -1.00   7.58  -1.38   1.87 0.24 0.24 0.28 -1.00  -1.0     -1.  4.09 739.8 230407.
 3:17:36 0.98 357.20  92.74 -1.04 1622   4.14   738.4 229419. -3.41  1.95   7.56  -1.61   1.98 0.22 0.24 0.27  0.16 776.51693772.  4.27 739.2 208317.
 3:18:16 0.98 357.20  92.73 -1.04 1622   4.47   744.0 276821. -3.53  1.80   7.78  -1.16   1.45 0.26 0.29 0.28  0.02 998.7 442206.  4.41 741.8 224481.
 3:18:57 0.98 357.20  92.73 -1.04 1622   3.99   740.2 230563.  0.00  0.00   7.78  -0.47   1.63 0.24 0.29 0.29  0.17 826.71553231.  4.28 737.0 203639.
 3:19:37 0.98 357.20  92.72 -1.04 1622   4.23   736.9 198494. -3.86  1.65   7.76  -0.23   1.45 0.29 0.63 0.97  0.13 819.81070484.  4.37 738.8 232901.
 3:20:18 0.98 357.20  92.71 -1.04 1622   4.25   741.0 227184. -4.43  1.90   7.97   0.23   1.70 0.22 0.26 0.41  0.12 704.6 751979.  4.32 739.6 208109.
 3:20:58 0.98 357.20  92.71 -1.04 1622   4.04   741.2 197142. -4.62  1.71   7.88   0.26   2.05 0.25 0.20 0.20  0.13 809.71354477.  4.05 748.4 204419.
 3:21:39 0.98 357.19  92.70 -1.04 1622   4.23   740.7 227808. -4.60  1.97   7.97   0.14   1.67 0.23 0.20 0.32  0.13 802.31006450.  4.18 739.4 205510.
 3:22:19 0.98 357.19  92.69 -1.04 1622   4.04   739.4 191581. -4.89  2.27   7.97   0.72   1.20 0.23 0.44 0.41  0.18 807.21406868. -1.00  -1.0     -1.
 3:23:00 0.98 357.19  92.69 -1.04 1622   4.31   718.8 186903.  0.00  0.00   7.97   0.51   1.27 0.28 0.49 0.45  0.12 778.5 842416.  4.31 714.0 180978.
 3:23:50 0.98 357.19  92.68 -1.04 1622   3.96   739.9 193972. -5.26  1.76   7.90   0.90   0.97 0.20 0.26 0.31  0.14 827.01029528.  4.48 741.1 255927.
 3:24:10 0.98 357.19  92.68 -1.04 1622   3.97   741.7 194232.  0.00  0.00   7.98   0.47   1.34 0.23 0.41 0.36  0.14 828.91031191.  4.49 741.1 257382.
 3:24:41 0.98 357.20  92.68 -1.17 1622  -1.00    -1.0     -1. -1.00 -1.00   7.94   0.24   1.89 0.22 0.21 0.25 -1.00  -1.0     -1. -1.00  -1.0     -1.
 3:25:01 0.98 357.19  92.67 -1.04 1622   4.27   738.8 197662. -4.50  1.86   7.93   0.28   1.87 0.24 0.29 0.32  0.11 825.6 992313.  4.50 744.5 233473.
 3:25:22 0.98 357.19  92.67 -1.04 1622   4.27   738.8 197766. -4.50  1.86   7.92   0.27   1.90 0.27 0.31 0.31  0.11 825.7 995224.  4.50 744.5 233369.
 3:25:42 0.98 357.19  92.66 -1.04 1622   4.39   740.3 225157. -4.97  1.89   7.90   0.44   2.02 0.28 0.34 0.25  0.12 813.0 889610.  4.31 738.9 211436.
 3:26:22 0.98 357.19  92.66 -1.04 1622   4.03   741.5 184356.  0.00  0.00   7.97   0.53   1.78 0.26 0.30 0.30  0.10 826.81008530. -1.00  -1.0     -1.
 3:27:03 0.98 357.19  92.65 -1.04 1622   4.12   741.3 237267. -4.39  1.83   7.95   0.37   1.64 0.26 0.51 0.42  0.16 827.41524540.  4.19 742.9 206238.
 3:27:43 0.98 357.19  92.64 -1.04 1622   4.32   748.1 284045.  0.00  0.00   8.02   0.49   1.74 0.24 0.42 0.62  0.11 829.8 871315.  4.44 742.9 226301.
 3:28:04 0.98 357.20  92.64 -1.17 1622  -1.00    -1.0     -1. -1.00 -1.00   8.09   0.23   1.56 0.23 0.40 0.66 -1.00  -1.0     -1. -1.00  -1.0     -1.
 3:28:24 0.98 357.19  92.64 -1.04 1622   4.03   745.6 196415. -4.49  2.69   8.20  -0.08   1.28 0.17 0.26 0.23  0.15 799.81012688. -1.00  -1.0     -1.
 3:29:29 0.98 357.19  92.63 -1.04 1622   4.15   741.7 192828.  0.00  0.00   8.08  -0.25   1.40 0.26 0.24 0.26  0.14 830.2 909153.  4.45 743.2 235708.
 3:30:05 0.98 357.19  92.62 -1.04 1622   4.43   742.0 235760.  0.00  0.00   8.09  -0.51   1.60 0.21 0.37 0.24  0.20 821.71462170. -1.00  -1.0     -1.
 3:30:25 0.98 357.19  92.62 -1.04 1622   4.02   737.7 195947. -3.84  2.10   7.95  -0.14   2.15 0.17 0.30 0.44  0.15 827.41061544.  4.15 747.1 188774.
 3:31:06 0.98 357.19  92.61 -1.04 1622   4.19   745.3 215750. -4.07  1.72   7.94  -0.94   1.96 0.17 0.38 0.43  0.08 889.41087947.  4.22 739.0 226249.
 3:31:46 0.98 357.19  92.61 -1.04 1622   4.28   744.3 265230. -4.10  1.84   8.04  -0.91   1.78 0.22 0.23 0.28  0.14 821.6 848861.  4.44 743.9 226509.
 3:32:27 0.98 357.19  92.60 -1.04 1622   4.29   743.7 234825.  0.00  0.00   7.93  -0.98   1.73 0.21 0.32 0.35  0.17 796.91078176.  4.13 742.2 177132.
 3:33:07 0.98 357.19  92.59 -1.04 1622   4.51   737.6 194440. -4.11  2.19   7.86  -0.77   1.79 0.24 0.55 0.67  0.18 811.41306036. -1.00  -1.0     -1.
 3:34:09 0.98 357.19  92.58 -1.04 1622   4.25   720.1 202496.  0.00  0.00   7.50  -1.72   2.13 0.29 0.40 0.62  0.15 780.1 934517.  4.27 709.9 196831.
 3:34:49 0.98 357.19  92.58 -1.04 1622   4.31   750.2 273806.  0.00  0.00   7.13  -1.92   3.28 0.43 0.54 0.52  0.14 824.2 928072.  4.40 752.3 241789.
 3:35:14 0.98 357.19  92.57 -1.04 1622   4.03   750.0 218764. -2.91  1.45   7.48  -1.89   2.54 0.26 0.38 0.46  0.13 811.91086284.  4.31 746.6 202964.
 3:35:50 0.98 357.19  92.57 -1.04 1622   4.15   739.9 199689.  0.00  0.00   7.65  -1.15   2.25 0.18 0.36 0.29  0.15 825.01016846.  4.41 742.8 259253.
 3:36:10 0.98 357.19  92.56 -1.04 1622   4.15   738.7 199533. -3.45  1.80   7.69  -0.53   2.54 0.24 0.62 0.49  0.15 823.61017885.  4.43 742.7 260760.
 3:36:30 0.98 357.19  92.56 -1.04 1622   4.02   745.5 213930. -4.45  1.46   7.87  -0.03   2.73 0.29 0.48 0.45  0.13 806.7 823081. -1.00  -1.0     -1.
 3:37:11 0.98 357.19  92.56 -1.04 1622   3.96   737.4 183369.  0.00  0.00   8.00  -0.15   2.66 0.26 0.31 0.47  0.15 803.61031399.  4.06 745.8 193972.
 3:37:51 0.98 357.19  92.55 -1.04 1622   3.96   745.3 183837.  0.00  0.00   7.78  -0.56   2.96 0.27 0.70 0.57  0.14 799.0 974849.  4.24 739.1 174117.
 3:38:31 0.98 357.19  92.54 -1.04 1622   4.05   739.9 191529. -4.28  0.91   7.92  -0.68   2.79 0.25 0.55 0.41  0.17 800.51267158.  4.37 747.8 199845.
 3:39:12 0.98 357.19  92.54 -1.04 1622   4.10   741.3 176768. -4.77  1.18   7.80  -0.69   3.10 0.25 0.52 0.33  0.16 785.61179632.  4.25 741.6 193140.
 3:39:52 0.98 357.19  92.53 -1.04 1622   3.96   739.6 178951. -3.88  1.02   7.53  -1.42   3.23 0.20 0.44 0.29  0.17 794.61534519.  3.88 743.7 174481.
 3:40:33 0.98 357.19  92.52 -1.04 1622   4.09   744.2 186903. -4.19  0.86   7.61  -1.08   3.44 0.27 0.36 0.32  0.13 793.2 944912.  4.13 739.7 166893.
 3:41:13 0.98 357.19  92.52 -1.04 1622   4.00   739.7 177808. -4.37  1.03   7.73  -0.71   3.45 0.19 0.55 0.40  0.15 802.11499592.  4.25 740.0 262475.
 3:41:54 0.98 357.19  92.51 -1.04 1622   3.96   746.8 193400. -4.78  0.81   7.68   0.15   3.56 0.20 0.35 0.31  0.14 800.4 715596.  3.96 742.6 157693.
 3:42:34 0.98 357.19  92.50 -1.04 1622   3.95   742.7 176196. -5.34  0.80   7.61   0.66   3.61 0.20 0.22 0.41  0.19 795.51579842.  4.04 749.4 197194.
 3:43:15 0.98 357.19  92.50 -1.04 1622   4.18   749.9 210708. -6.21  0.93   7.40   2.02   2.83 0.36 1.12 0.74  0.16 805.9 862375.  4.13 748.7 196311.
 3:43:55 0.98 357.19  92.49 -1.04 1622   4.38   748.3 257538. -6.01  1.65   7.93   1.54   1.82 0.25 0.74 0.66  0.19 797.71525995.  4.15 749.9 217309.
 3:44:36 0.98 357.19  92.49 -1.04 1622   3.93   745.8 218608. -5.14  1.73   8.10   0.35   2.08 0.26 0.57 0.48  0.13 821.51271940.  3.96 741.5 166581.
 3:45:16 0.98 357.19  92.48 -1.04 1622   4.14   735.6 166581. -4.56  2.10   8.02  -0.57   2.05 0.31 0.59 0.87  0.21 796.81551775.  4.28 742.7 211384.
 3:45:57 0.98 357.19  92.47 -1.04 1622   4.01   743.4 205510. -5.05  1.57   7.76  -1.04   2.72 0.30 0.45 0.75  0.15 799.2 803747.  4.23 740.1 189814.
 3:46:37 0.98 357.19  92.47 -1.04 1622   4.04   740.7 188411. -4.31  0.96   7.67  -0.17   3.15 0.28 0.54 0.53  0.11 859.1 903955.  4.15 748.4 231238.
 3:47:18 0.98 357.19  92.46 -1.04 1622   4.04   747.0 215178. -4.52  0.49   7.51   0.06   3.28 0.22 0.32 0.41  0.14 802.2 743039.  4.34 743.6 211747.
 3:47:58 0.98 357.19  92.45 -1.04 1622   3.99   739.4 183057. -5.51  1.44   7.79   0.13   2.42 0.31 0.41 0.87  0.20 787.91491276.  4.02 746.2 206654.
 3:48:39 0.98 357.19  92.45 -1.04 1622   4.16   740.4 236488. -4.61  1.45   7.66  -1.21   2.15 0.25 1.07 0.98  0.14 827.01104579.  4.05 738.5 184772.
 3:49:19 0.98 357.19  92.44 -1.04 1622   4.38   737.7 181446. -4.59  1.68   7.76  -0.47   2.33 0.28 1.02 0.72  0.18 811.61401463.  4.56 737.0 246675.
 3:50:00 0.98 357.19  92.44 -1.04 1622   3.91   745.8 215646. -5.03  1.48   7.87   0.47   2.31 0.37 0.60 1.05  0.18 799.8 900005.  4.28 739.2 193036.
 3:50:40 0.98 357.19  92.43 -1.04 1622   3.91   737.3 183785. -5.53  1.45   7.58   0.98   2.99 0.41 0.53 0.80  0.15 803.11632649.  4.05 743.3 196986.
 3:51:21 0.98 357.19  92.42 -1.04 1622   3.82   745.5 214554. -5.95  1.24   7.89   1.05   2.19 0.27 0.39 0.65  0.18 793.71042417.  4.06 743.8 200417.
 3:52:01 0.98 357.19  92.42 -1.04 1622   3.93   740.4 177028. -5.60  1.44   7.56   1.05   3.09 0.27 0.55 0.60  0.16 779.71093561.  4.12 749.5 210396.
 3:52:42 0.98 357.19  92.41 -1.04 1622   4.16   746.7 202236. -5.28  0.86   7.69   0.68   2.97 0.28 0.56 0.50  0.13 805.4 745950.  4.06 740.7 203120.
 3:53:22 0.98 357.19  92.40 -1.04 1622   4.28   748.0 252652. -6.31  1.70   7.76   0.76   2.53 0.29 0.81 0.61  0.19 803.21223915.  4.21 746.1 196051.
 3:54:03 0.98 357.19  92.40 -1.04 1622   4.24   743.0 198858. -5.31  1.89   7.89   0.41   2.31 0.19 0.43 0.31  0.14 800.0 926201.  4.22 740.9 196883.
 3:54:43 0.98 357.19  92.39 -1.04 1622   4.38   738.4 180874. -4.94  1.84   7.93   0.69   2.19 0.25 0.50 0.38  0.20 789.91632649.  4.16 743.2 185864.
 3:55:24 0.98 357.19  92.38 -1.04 1622   3.92   745.2 205147. -5.92  1.92   8.03   0.94   1.58 0.23 0.46 0.54  0.17 802.9 974018.  3.88 742.1 176352.
 3:56:04 0.98 357.19  92.38 -1.04 1622   4.06   738.5 176664. -5.37  2.19   8.12   0.88   1.19 0.24 0.54 0.60  0.14 839.21554270.  4.12 744.0 179055.
 3:56:45 0.98 357.19  92.37 -1.04 1622   3.84   737.3 193920. -5.02  3.33   7.99   0.96   1.70 0.28 0.47 0.84  0.15 796.71119132.  4.35 737.9 193920.
 3:57:25 0.98 357.19  92.37 -1.04 1622   4.24   740.3 173182. -6.00  1.58   7.46   1.69   2.84 0.36 0.83 0.73  0.19 795.61412689.  4.07 745.0 196831.
 3:58:06 0.98 357.19  92.36 -1.04 1622   3.92   752.4 227704. -6.54  1.02   6.87   3.26   3.05 0.56 0.98 0.68  0.15 815.11131399.  4.31 748.4 203639.
 3:58:46 0.98 357.19  92.35 -1.04 1622   3.96   748.9 258109. -6.45  1.19   7.35   2.34   3.01 0.28 0.41 0.34  0.17 799.01340963.  3.70 751.8 210604.
 3:59:27 0.98 357.19  92.35 -1.04 1622   4.10   751.0 202652. -6.31  1.07   7.35   2.19   3.39 0.31 0.41 0.45  0.12 815.9 936180.  4.38 747.3 220167.
 4:00:07 0.98 357.19  92.34 -1.04 1622   4.37   754.9 260241. -7.30  1.47   7.20   3.30   2.70 0.35 0.41 0.44  0.18 810.41072355.  4.24 759.7 219596.
 4:00:48 0.98 357.19  92.33 -1.04 1622   3.73   752.7 222558. -6.60  1.24   7.56   2.61   2.67 0.27 0.47 0.29  0.13 804.6 712894.  4.18 756.8 275521.
 4:01:28 0.98 357.19  92.33 -1.04 1622   3.84   738.2 174897. -5.15  2.05   7.93   1.69   2.31 0.26 0.38 0.34  0.13 824.4 847822.  3.94 746.6 209305.
 4:02:09 0.98 357.19  92.32 -1.04 1622   3.88   744.5 186591. -6.23  2.32   8.20   1.64   0.93 0.25 0.45 0.63  0.18 821.21706662.  4.15 743.7 190126.
 4:02:49 0.98 357.19  92.32 -1.04 1622   4.06   738.1 157589. -5.69  3.30   8.36   0.72   0.88 0.25 0.65 0.47  0.15 775.41088571.  3.98 744.3 191737.
 4:03:30 0.98 357.19  92.31 -1.04 1622   3.76   742.8 192621. -5.64  2.52   8.15   1.09   1.68 0.22 0.50 0.35  0.15 800.9 740752.  4.17 740.9 185032.
 4:04:10 0.98 357.19  92.30 -1.04 1622   4.15   737.7 166373. -4.54  2.79   8.31   0.33   1.14 0.17 0.42 0.38  0.15 835.6 892105.  3.75 739.9 129730.
 4:04:51 0.98 357.19  92.30 -1.04 1622   4.02   745.0 197714. -5.33  2.18   7.64   2.93   1.53 0.30 0.76 0.47  0.11 829.31229736.  4.29 745.7 168972.
 4:05:31 0.98 357.19  92.29 -1.04 1622   4.20   752.2 252548. -6.86  2.37   7.17   3.81   1.50 0.28 0.52 0.51  0.14 826.71128488.  4.14 752.2 221155.
 4:06:12 0.98 357.19  92.28 -1.04 1622   3.92   753.6 213151. -7.39  2.48   7.39   3.50   1.09 0.35 0.52 0.50  0.15 806.4 755929.  4.02 750.5 191945.
 4:06:52 0.98 357.19  92.28 -1.04 1622   4.25   750.6 252808. -6.32  2.06   7.61   2.82   0.98 0.29 0.54 0.51  0.16 778.31014143.  4.32 752.1 214242.
 4:07:33 0.98 357.18  92.27 -1.04 1622   4.17   757.0 212995. -7.62  3.09   7.19   3.80   0.31 0.44 0.83 0.44  0.21 817.01533272.  4.32 761.3 257434.
 4:08:13 0.98 357.18  92.26 -1.04 1622   4.02   742.7 193036. -6.33  2.88   8.08   0.82   0.64 0.28 0.91 0.34  0.16 816.0 930566.  3.98 749.7 195531.
 4:08:54 0.98 357.18  92.26 -1.04 1622   3.65   742.5 197766. -4.61  3.02   8.08  -0.86   0.72 0.22 0.52 0.32  0.12 800.4 809360.  4.03 741.1 184253.
 4:09:34 0.98 357.18  92.25 -1.04 1622   4.06   739.1 160500. -3.68  2.65   7.99  -1.57   0.91 0.32 0.42 0.50  0.12 830.8 737010.  3.78 739.9 130874.
 4:10:15 0.98 357.18  92.25 -1.04 1622   3.92   741.6 193660. -3.48  2.60   7.90  -1.92   0.46 0.31 0.55 0.39 -1.00  -1.0     -1.  4.30 739.3 183525.
 4:10:55 0.98 357.18  92.24 -1.04 1622   4.12   742.4 174013. -3.13  3.87   7.91  -1.23   0.93 0.22 0.50 0.76  0.16 784.8 886076.  4.35 748.4 196519.
 4:11:36 0.98 357.18  92.23 -1.04 1622   4.06   751.7 343973. -4.26  2.72   7.95  -0.69   0.49 0.20 0.35 0.63  0.15 804.6 859048.  4.26 739.0 199014.
 4:12:16 0.98 357.18  92.23 -1.04 1622   3.93   741.2 173961. -3.17  2.61   7.94  -0.51   1.34 0.23 0.48 0.60 -1.00  -1.0     -1.  4.09 746.7 221051.
 4:12:57 0.98 357.18  92.22 -1.04 1622   4.09   745.8 207070. -4.71  1.79   7.90   0.47   1.49 0.25 0.71 0.72  0.18 799.61043041.  4.24 745.2 191165.
 4:13:37 0.98 357.18  92.21 -1.04 1622   4.15   742.6 173286. -4.97  2.42   7.58  -1.43  -0.55 0.32 1.44 0.95  0.18 796.91556973.  4.42 749.7 214034.
 4:14:18 0.98 357.18  92.21 -1.04 1622   4.28   746.9 193244. -2.88  4.56   7.11  -1.84   0.74 0.51 1.97 2.23  0.12 806.71136180.  4.17 743.5 205562.
 4:14:58 0.98 357.18  92.20 -1.04 1622   4.39   751.3 295376. -2.58  2.94   7.59  -0.30   0.22 0.29 1.28 1.04  0.14 838.31341795.  4.07 750.2 221259.
