1981/043   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:17:29 0.93 275.79 237.42  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.55 297.6  59083.
 0:18:50 0.93 275.79 237.41  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.27 303.4  53859.
 0:20:11 0.93 275.79 237.40  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.42 299.3  58784.
 0:21:32 0.93 275.79 237.38  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.39 301.9  36997.
 0:22:53 0.93 275.79 237.37  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.46 300.4  46174.
 0:24:14 0.93 275.79 237.36  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.48 298.6  45589.
 0:25:35 0.93 275.79 237.35  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.17 305.8  44877.
 0:30:58 0.93 275.79 237.30  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.25 299.5  48035.
 0:33:40 0.93 275.79 237.27  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.24 295.6  68721.
 0:36:22 0.93 275.79 237.25  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.21 299.5  46635.
 0:36:23 0.93 275.79 237.25  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.65 296.8  46684.
 0:39:06 0.93 275.79 237.22  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.17 292.0  62504.
 0:41:48 0.93 275.79 237.20  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.18 292.4  51995.
 0:44:30 0.93 275.79 237.17  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.74 289.6  45355.
 0:47:12 0.93 275.79 237.15  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.79 289.7  54912.
 0:49:54 0.93 275.79 237.12  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.30 294.8  56575.
 0:52:36 0.93 275.79 237.10  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.55 286.6  55006.
 0:55:18 0.93 275.79 237.07  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.95 295.7  58904.
 0:58:00 0.93 275.78 237.05  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.96 298.0  67844.
 1:00:42 0.93 275.78 237.02  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.92 291.5  70173.
 1:03:24 0.93 275.78 237.00  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.87 290.6  57498.
 1:06:06 0.93 275.78 236.97  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.88 290.7  63946.
 1:08:48 0.93 275.78 236.95  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.36 289.4  47850.
 1:11:30 0.93 275.78 236.92  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.04 296.4  51183.
 1:14:12 0.93 275.78 236.90  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.64 289.6  49900.
 1:16:54 0.93 275.78 236.87  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.94 298.7  56666.
 1:19:36 0.93 275.78 236.84  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.56 297.5  41736.
 1:22:18 0.93 275.78 236.82  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.56 301.0  49705.
 1:25:00 0.93 275.78 236.80  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.05 302.7  39618.
 1:27:42 0.93 275.78 236.77  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  9.79 312.6  45439.
 1:30:24 0.93 275.78 236.74  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.41 307.6  46248.
 1:33:06 0.93 275.78 236.72  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.40 304.1  55393.
 1:35:48 0.93 275.78 236.69  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.03 312.3  63088.
 1:38:30 0.93 275.78 236.67  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.05 316.9  40203.
 1:41:12 0.93 275.78 236.65  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.00 311.2  49539.
 1:43:54 0.93 275.78 236.62  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.03 314.4  35662.
 1:46:36 0.93 275.78 236.59  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.00 305.5  45271.
 1:49:18 0.93 275.78 236.57  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.75 303.1  45969.
 1:57:58 0.93 275.78 236.49  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.12 297.5  68981.
 1:59:19 0.93 275.78 236.47  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.90 300.8  58333.
 2:00:05 0.93 275.78 236.47  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.48 298.4  54509.
 2:01:26 0.93 275.77 236.45  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.79 300.9  62114.
 2:02:47 0.93 275.77 236.44  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.68 303.0  43286.
 2:04:08 0.93 275.77 236.43  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.12 304.5  36461.
 2:05:29 0.93 275.77 236.42  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.11 299.6  54750.
 2:06:50 0.93 275.77 236.41  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.49 298.7  48139.
 2:08:11 0.93 275.77 236.39  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.26 297.1  52271.
 2:09:32 0.93 275.77 236.38  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.20 300.2  45173.
 2:10:53 0.93 275.77 236.37  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.12 303.2  46619.
 2:12:14 0.93 275.77 236.36  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.69 305.6  55165.
 2:13:35 0.93 275.77 236.34  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.39 302.0  58469.
 2:14:56 0.93 275.77 236.33  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.09 305.1  56088.
 2:16:17 0.93 275.77 236.32  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.92 303.1  47187.
 2:17:38 0.93 275.77 236.31  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.02 305.1  53626.
 2:18:59 0.93 275.77 236.29  2.09 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.47 305.1  52199.
 2:20:20 0.93 275.77 236.28  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.12 306.9  59772.
 2:21:41 0.93 275.77 236.27  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.83 304.5  59632.
 2:23:02 0.93 275.77 236.26  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.11 305.6  63322.
 2:24:23 0.93 275.77 236.24  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.74 306.8  54750.
 2:25:44 0.93 275.77 236.23  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.31 307.8  56634.
 2:27:05 0.93 275.77 236.22  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.69 303.0  49019.
 2:28:26 0.93 275.77 236.20  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.28 309.3  53749.
 2:29:47 0.93 275.77 236.19  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.34 304.3  49100.
 2:31:08 0.93 275.77 236.18  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.72 305.1  52264.
 2:32:29 0.93 275.77 236.17  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.75 306.0  51241.
 2:33:50 0.93 275.77 236.16  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.79 302.2  36756.
 2:35:11 0.93 275.77 236.14  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.53 302.2  46732.
 2:36:32 0.93 275.77 236.13  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.91 302.2  61545.
 2:37:53 0.93 275.77 236.12  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.02 302.0  49123.
 2:39:14 0.93 275.77 236.10  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.16 303.0  61061.
 2:40:35 0.93 275.77 236.09  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.07 300.8  55883.
 2:41:56 0.93 275.77 236.08  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.32 302.7  61727.
 2:43:17 0.93 275.77 236.07  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 10.62 306.6  43617.
 2:44:38 0.93 275.77 236.05  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.40 306.9  52417.
 2:45:59 0.93 275.77 236.04  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.79 302.1  53382.
 2:47:20 0.93 275.77 236.03  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.77 302.1  63481.
 2:48:41 0.93 275.77 236.02  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 11.29 289.6  76128.
 2:50:02 0.93 275.77 236.01  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.84 290.4  54922.
 2:51:23 0.93 275.77 235.99  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.50 294.2  63131.
 2:52:44 0.93 275.77 235.98  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.94 296.9  75111.
 2:54:05 0.93 275.77 235.97  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.21 300.5  88495.
 2:55:26 0.93 275.77 235.95  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.61 297.8  72080.
 2:56:47 0.93 275.77 235.94  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.93 297.2  64053.
 2:58:08 0.93 275.77 235.93  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.75 295.1  46684.
 2:59:29 0.93 275.77 235.92  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.35 296.8  55977.
 3:00:50 0.93 275.77 235.90  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.42 293.9  49282.
 3:02:11 0.93 275.77 235.89  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.88 297.0  57215.
 3:03:32 0.93 275.77 235.88  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.78 290.6  48444.
 3:04:53 0.93 275.76 235.87  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.23 294.3  59028.
 3:06:14 0.93 275.76 235.85  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.85 291.1  51897.
 3:07:35 0.93 275.76 235.84  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.57 290.4  63520.
 3:08:56 0.93 275.76 235.83  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.56 290.9  56754.
 3:10:17 0.93 275.76 235.81  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.21 290.8  71525.
 3:11:38 0.93 275.76 235.80  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.14 290.7  58232.
 3:12:59 0.93 275.76 235.79  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.47 292.1  64566.
 3:14:20 0.93 275.76 235.78  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.61 295.7  74705.
 3:15:41 0.93 275.76 235.77  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.06 295.5  72450.
 3:17:02 0.93 275.76 235.75  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.41 299.6  77339.
 3:18:23 0.93 275.76 235.74  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.28 296.9  55133.
 3:19:44 0.93 275.76 235.73  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.42 298.0  41850.
 3:21:05 0.93 275.76 235.72  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.47 298.1  48792.
 3:22:26 0.93 275.76 235.70  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.67 301.2  63241.
 3:23:47 0.93 275.76 235.69  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.04 297.6  54941.
 3:25:08 0.93 275.76 235.68  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 14.98 304.7  71037.
 3:26:29 0.93 275.76 235.66  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.07 307.1  59817.
 3:27:50 0.93 275.76 235.65  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.63 310.5  54694.
 3:29:11 0.93 275.76 235.64  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.54 310.4  55370.
 3:30:32 0.93 275.76 235.63  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.55 316.3  54564.
 3:31:53 0.93 275.76 235.62  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.13 314.8  62380.
 3:33:14 0.93 275.76 235.60  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.91 316.8  49721.
 3:34:35 0.93 275.76 235.59  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.96 312.3  47622.
 3:35:56 0.93 275.76 235.58  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.16 315.5  49857.
 3:37:17 0.93 275.76 235.56  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.33 315.3  58589.
 3:38:38 0.93 275.76 235.55  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.68 314.8  58131.
 3:39:59 0.93 275.76 235.54  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.54 313.7  47431.
 3:41:20 0.93 275.76 235.53  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.17 304.4  63504.
 3:42:41 0.93 275.76 235.51  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.30 310.6  64433.
 3:44:02 0.93 275.76 235.50  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.38 311.5  52271.
 3:45:23 0.93 275.76 235.49  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.49 305.1  57722.
 3:46:44 0.93 275.76 235.48  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.12 306.4  63556.
 3:48:05 0.93 275.76 235.46  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.80 310.5  79347.
 3:49:26 0.93 275.76 235.45  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 16.10 312.0  58947.
 3:50:47 0.93 275.76 235.44  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.08 309.5  75981.
 3:52:08 0.93 275.76 235.43  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.12 314.1  68169.
 3:53:29 0.93 275.76 235.41  2.08 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.10 311.0  77109.
