1976/049   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
20:29:22 0.88 350.27 215.90 -6.50 1638   3.33   661.5 194180.  3.55 -3.14  -3.02   7.16  -1.86 0.28 0.27 0.31  0.08 687.11146160.  2.66 662.2 181082.
20:30:02 0.88 350.27 215.89 -6.50 1638   3.24   650.3 183356.  2.88 -4.17  -3.63   6.61  -1.99 0.47 0.59 0.41  0.06 703.1 922043.  2.99 652.4 205803.
20:30:43 0.88 350.27 215.89 -6.50 1638   2.98   660.7 193251.  3.51 -3.00  -3.71   6.89  -1.49 0.25 0.43 0.35  0.05 679.4 910192.  2.56 658.4 172574.
20:31:23 0.88 350.27 215.88 -6.50 1638   3.34   659.0 223575.  2.69 -4.20  -3.81   6.12  -2.26 0.34 0.56 0.43  0.08 703.8 916429.  2.87 656.5 226086.
20:32:04 0.88 350.27 215.87 -6.50 1638   3.51   659.5 231310.  0.91 -5.35  -3.87   4.71  -3.25 0.57 1.39 1.04  0.09 703.2 706033.  2.82 659.2 193468.
20:32:44 0.88 350.27 215.87 -6.50 1638   3.30   661.3 237735.  1.03 -4.17  -4.52   3.92  -3.75 0.40 0.56 0.60  0.07 685.3 791688.  2.95 657.8 231232.
20:33:25 0.88 350.27 215.86 -6.50 1638   3.23   650.3 227389. -0.73 -5.37  -4.89   3.55  -4.00 0.68 1.08 0.82  0.07 719.4 976305.  2.76 649.8 217517.
20:35:26 0.88 350.27 215.84 -6.50 1638   2.86   671.3 218140.  2.81 -2.75  -4.08   5.80  -3.05 0.56 0.64 0.54  0.10 691.8 600419.  2.48 673.1 208213.
20:36:07 0.88 350.27 215.84 -6.50 1638   2.79   667.0 190490.  2.19 -3.99  -4.41   5.64  -3.25 0.63 0.61 0.57  0.10 686.5 952188.  2.67 662.9 177340.
20:36:47 0.88 350.27 215.83 -6.50 1638   2.92   663.5 214762.  2.97 -3.01  -3.79   6.51  -2.77 0.26 0.36 0.29  0.11 705.81076305.  2.64 661.9 213723.
20:37:28 0.88 350.27 215.82 -6.50 1638   2.95   667.1 186228.  2.57 -4.61  -3.85   6.17  -3.39 0.28 0.82 0.49  0.09 697.7 624536.  2.68 663.3 180562.
20:38:08 0.88 350.27 215.82 -6.50 1638   3.19   663.1 210864.  3.25 -2.41  -4.13   6.91  -1.41 0.36 0.55 0.71  0.09 696.8 817884.  2.72 661.7 197558.
20:38:49 0.88 350.27 215.81 -6.50 1638   3.18   665.9 181550.  3.01 -3.71  -4.32   6.56  -2.12 0.26 0.66 0.88  0.13 701.6 718091.  2.66 661.1 173754.
20:39:29 0.88 350.27 215.80 -6.50 1638   3.05   665.6 187007.  3.28 -2.04  -4.17   6.79  -1.62 0.41 0.62 1.01  0.09 699.3 822250.  2.62 665.3 194856.
20:40:10 0.88 350.27 215.80 -6.50 1638   3.11   675.6 164294.  3.85 -2.28  -3.79   7.17  -1.50 0.74 0.43 0.62  0.11 707.2 577342.  2.67 671.3 171415.
20:40:50 0.88 350.27 215.79 -6.50 1638   3.31   664.5 222870.  3.31 -2.72  -3.55   7.12  -2.06 0.35 0.50 0.59  0.13 704.3 914350.  2.80 664.7 210968.
20:41:31 0.88 350.27 215.78 -6.50 1638   2.98   669.6 173909.  3.62 -2.23  -3.46   7.07  -1.54 0.59 0.82 0.81  0.14 702.7 673808.  2.55 665.1 176508.
20:42:11 0.88 350.27 215.78 -6.50 1638   3.03   659.6 216666.  1.85 -3.87  -4.18   6.79  -2.23 0.49 0.49 0.57  0.09 699.0 783164.  2.82 656.2 202054.
20:42:52 0.88 350.27 215.77 -6.50 1638   3.04   663.1 167984.  3.28 -3.25  -4.19   6.93  -2.08 0.35 0.40 0.30  0.11 706.5 607072.  2.55 658.9 163849.
20:43:32 0.88 350.27 215.77 -6.50 1638   2.79   656.9 167153.  2.45 -4.20  -4.44   6.36  -2.83 0.67 0.69 0.76  0.10 703.1 702083.  2.58 656.2 194557.
20:44:13 0.88 350.27 215.76 -6.50 1638   3.27   641.2 194972.  2.01 -2.22  -5.07   5.98  -2.29 0.82 0.66 1.08  0.09 714.2 943041.  2.89 636.7 183603.
20:44:53 0.88 350.27 215.75 -6.50 1638   3.29   663.0 199793.  3.19 -3.35  -4.24   6.90  -0.94 0.76 1.46 1.06  0.11 693.4 657800.  2.77 661.4 203224.
20:45:34 0.88 350.27 215.75 -6.50 1638   2.97   670.5 166477.  3.88 -2.86  -3.91   7.29  -0.59 0.55 0.81 1.00  0.14 694.4 810815.  2.56 667.4 157849.
20:46:14 0.88 350.27 215.74 -6.50 1638   2.99   668.3 197298.  3.26 -3.22  -3.30   7.48  -1.96 0.33 0.34 0.33  0.10 689.3 651979.  2.63 667.5 197298.
20:46:55 0.88 350.27 215.74 -6.50 1638   2.94   672.4 169648.  3.71 -3.11  -3.15   7.53  -1.97 0.48 0.54 0.44  0.11 683.1 994392.  2.58 666.6 161279.
20:47:35 0.88 350.27 215.73 -6.50 1638   3.61   670.8 216633.  2.42 -4.71  -3.02   7.13  -2.77 0.65 0.75 0.90  0.12 707.4 976513.  3.21 669.6 215334.
20:48:16 0.88 350.27 215.72 -6.50 1638   3.08   671.8 183421.  3.15 -3.88  -3.61   6.70  -3.31 0.45 0.42 0.35  0.14 690.31069028.  2.66 668.0 177964.
20:48:56 0.88 350.27 215.72 -6.50 1638   3.17   668.6 205199.  2.59 -4.04  -3.55   6.99  -2.76 0.52 0.72 0.48  0.10 706.4 855306.  2.84 669.6 195375.
20:49:37 0.88 350.27 215.71 -6.50 1638   3.27   661.0 192416.  3.10 -3.65  -4.09   6.60  -2.94 0.37 0.76 0.72  0.11 702.7 495221.  2.84 659.8 172467.
20:50:17 0.88 350.27 215.70 -6.50 1638   3.21   659.1 163177.  2.56 -3.83  -4.40   6.33  -3.13 0.54 0.66 0.75  0.14 699.6 717052.  2.73 659.6 209522.
20:50:58 0.88 350.27 215.70 -6.50 1638   3.54   655.7 205660.  2.94 -2.36  -4.81   6.67  -1.49 0.35 0.62 0.78  0.09 713.3 594182.  2.91 654.6 174179.
20:51:38 0.88 350.27 215.69 -6.50 1638   2.97   654.2 168091.  2.45 -3.73  -4.47   6.52  -2.44 0.36 0.68 0.86  0.11 707.5 914766.  2.84 657.7 208928.
20:52:19 0.88 350.27 215.69 -6.50 1638   3.43   659.2 198497.  3.09 -1.75  -5.10   6.57   0.00 0.38 0.59 0.63 -1.00  -1.0     -1.  2.74 656.9 179520.
20:52:59 0.88 350.27 215.68 -6.50 1638   3.29   658.1 217887.  2.93 -2.57  -5.07   6.56   0.38 0.72 0.80 0.94  0.09 725.9 722457.  2.88 657.3 210520.
20:53:40 0.88 350.27 215.67 -6.50 1638   3.28   643.0 192780.  2.13 -0.65  -4.68   6.53  -0.49 1.05 1.18 1.69  0.08 706.9 704578.  2.80 639.0 188459.
20:54:20 0.88 350.27 215.67 -6.50 1638   3.29   636.6 220671.  0.32  0.22  -5.51   4.90   3.05 1.00 1.65 1.75  0.10 686.1 803955.  2.89 638.8 224261.
20:55:01 0.88 350.27 215.66 -6.50 1638   3.53   658.1 202080.  1.97  1.55  -4.99   5.44   3.81 0.39 0.54 0.55  0.12 686.0 823289.  2.78 656.3 180406.
20:55:41 0.88 350.27 215.65 -6.50 1638   3.18   648.1 168251.  1.76  1.02  -5.62   5.39   3.02 0.27 0.61 0.81  0.10 696.3 974434.  2.88 647.6 201674.
20:56:22 0.88 350.27 215.65 -6.50 1638   3.98   653.2 218871.  3.02 -0.84  -5.01   6.10   2.51 0.59 0.89 0.88  0.09 692.6 743039.  3.16 653.1 219394.
20:57:02 0.88 350.27 215.64 -6.50 1638   3.29   665.0 203639.  2.78 -0.97  -4.83   6.68   0.52 0.77 0.80 0.87  0.11 683.0 735347.  2.74 661.6 211851.
20:57:43 0.88 350.27 215.63 -6.50 1638   3.14   652.4 205267.  1.95 -3.80  -5.44   5.57  -2.52 0.55 0.99 0.74  0.09 706.3 749276.  2.65 652.7 180578.
20:58:23 0.88 350.27 215.63 -6.50 1638   3.17   649.6 224972.  2.02 -2.68  -5.49   5.51  -2.94 0.33 0.80 0.94  0.08 687.8 688361.  2.81 650.2 206911.
20:59:04 0.88 350.27 215.62 -6.50 1638   3.36   653.0 206677.  1.76 -4.33  -4.85   6.35  -2.34 0.40 0.56 0.53  0.08 698.0 722041.  2.86 654.3 185880.
20:59:44 0.88 350.27 215.62 -6.50 1638   3.75   656.6 214684.  2.40 -2.79  -4.94   6.63  -0.62 0.27 0.38 0.36  0.09 717.91113311.  3.14 656.1 212478.
21:00:25 0.88 350.27 215.61 -6.50 1638   3.88   650.6 168091.  2.38 -1.51  -4.73   6.72  -0.16 0.36 0.56 0.40  0.07 681.1 737426.  3.14 650.1 160981.
21:01:05 0.88 350.27 215.60 -6.50 1638   3.65   651.1 174436.  2.50 -1.70  -4.73   6.65   0.41 0.34 0.32 0.23  0.07 680.8 777135.  3.23 652.8 225979.
21:01:46 0.88 350.27 215.60 -6.50 1638   3.61   658.7 226395.  2.50 -1.47  -4.73   6.67   0.73 0.27 0.33 0.20  0.09 690.3 672561.  2.99 655.8 192647.
21:02:26 0.88 350.27 215.59 -6.50 1638   3.73   661.7 219596.  2.75 -1.82  -4.49   6.77   0.54 0.30 0.34 0.35  0.11 684.6 726407.  3.15 658.2 223208.
21:03:07 0.88 350.27 215.58 -6.50 1638   3.64   657.2 212923.  2.82 -1.23  -4.43   6.90   0.58 0.31 0.34 0.31  0.10 706.7 690233.  3.10 656.7 179156.
21:03:47 0.88 350.27 215.58 -6.50 1638   3.18   662.3 200105.  2.20 -1.63  -4.45   7.21   0.31 0.32 0.43 0.49  0.07 681.9 543870.  2.85 659.0 203503.
21:04:28 0.88 350.27 215.57 -6.50 1638   3.69   673.0 200157.  2.79 -0.55  -3.72   7.50   1.47 0.69 0.67 0.69  0.07 699.9 628278.  3.20 673.0 237319.
21:05:08 0.88 350.27 215.57 -6.50 1638   3.33   666.9 198650.  2.46 -2.55  -3.77   7.83   0.69 0.51 0.48 0.50  0.07 690.4 588569.  2.86 666.2 194180.
21:05:49 0.88 350.27 215.56 -6.50 1638   3.23   667.8 175313.  2.85 -2.51  -4.46   7.44   0.10 0.35 0.38 0.36  0.10 690.5 942625.  2.83 661.8 177340.
21:06:29 0.88 350.27 215.55 -6.50 1638   3.73   656.5 224439.  1.12  0.41  -5.08   6.65   1.91 0.50 0.83 0.80  0.09 690.3 822874.  3.17 656.5 212280.
21:07:10 0.88 350.27 215.55 -6.50 1638   3.19   672.0 170843.  2.65  0.00  -4.40   6.93   2.46 0.83 0.54 0.71  0.11 688.8 895847.  2.83 668.9 169336.
21:07:50 0.88 350.27 215.54 -6.50 1638   3.55   650.5 164940.  1.89 -2.65  -4.74   7.03   1.82 0.62 0.73 0.83  0.12 698.31048031.  3.09 651.9 203915.
21:08:31 0.88 350.27 215.54 -6.50 1638   3.40   670.3 184876.  2.90 -1.14  -4.07   7.38   2.16 0.38 0.45 0.52  0.08 696.7 483786.  2.95 666.2 179055.
21:09:11 0.88 350.27 215.53 -6.50 1638   3.67   652.8 170976.  1.97 -2.42  -4.81   7.13   1.10 0.66 0.55 0.52  0.08 701.2 827032.  3.14 654.3 214431.
21:09:52 0.88 350.27 215.52 -6.50 1638   3.53   662.4 175417.  2.42 -2.31  -4.76   7.24   1.13 0.27 0.28 0.26  0.12 658.6 871886.  3.00 659.0 180478.
21:10:32 0.88 350.27 215.52 -6.50 1638   3.79   660.1 204360.  2.20 -2.10  -4.92   7.10   1.17 0.35 0.35 0.35  0.09 705.9 832645.  3.33 658.5 203873.
21:11:13 0.88 350.27 215.51 -6.50 1638   3.51   654.8 210575.  1.50 -1.25  -5.35   6.49   1.90 0.37 0.55 0.72  0.10 704.8 651771.  3.01 657.5 181306.
21:11:53 0.88 350.27 215.50 -6.50 1638   3.76   651.0 162199.  1.84 -1.65  -5.60   6.30   1.97 0.29 0.39 0.37  0.10 703.8 794183.  3.34 653.4 213963.
21:12:34 0.88 350.27 215.50 -6.50 1638   4.10   655.9 215181.  2.05 -1.67  -5.30   6.66   1.71 0.32 0.30 0.30  0.12 684.31122875.  3.34 658.8 195359.
21:13:14 0.88 350.27 215.49 -6.50 1638   3.61   657.3 231846.  1.60 -1.81  -5.63   6.36   1.72 0.22 0.33 0.29  0.10 711.51096055.  3.29 656.5 228214.
21:13:55 0.88 350.27 215.49 -6.50 1638   3.90   656.6 211829.  2.24 -1.76  -5.23   6.56   1.56 0.31 0.29 0.24  0.06 726.0 867988.  3.29 655.6 186432.
21:14:35 0.88 350.27 215.48 -6.50 1638   4.03   661.0 232408.  2.16 -1.19  -4.87   6.56   1.96 0.26 0.31 0.26  0.09 690.4 653434.  3.46 657.7 231316.
21:15:16 0.88 350.27 215.47 -6.50 1638   3.65   660.0 200037.  1.76 -0.52  -5.28   6.55   2.80 0.26 0.37 0.32  0.10 697.5 625367.  3.28 658.1 178412.
21:15:56 0.88 350.27 215.47 -6.50 1638   3.98   657.5 211176.  1.07 -1.09  -5.33   6.49   2.82 0.25 0.47 0.41  0.11 688.7 683995.  3.53 654.7 208483.
21:16:37 0.88 350.27 215.46 -6.50 1638   4.12   655.1 201947.  1.50 -1.49  -5.41   6.42   2.74 0.23 0.28 0.24  0.08 695.0 583787.  3.39 656.9 185594.
21:17:17 0.88 350.27 215.45 -6.50 1638   3.92   661.1 228224.  1.35 -1.09  -5.43   6.50   2.77 0.28 0.27 0.21  0.09 679.7 750524.  3.52 657.8 215594.
21:17:58 0.88 350.27 215.45 -6.50 1638   3.93   651.7 191834.  1.15 -0.50  -5.73   6.19   2.96 0.26 0.35 0.31  0.12 679.21025162.  3.38 653.3 175160.
21:18:38 0.88 350.27 215.44 -6.50 1638   3.90   650.5 166678.  1.40 -0.20  -5.90   5.90   3.46 0.23 0.39 0.40  0.07 689.2 598964.  3.46 652.3 195431.
21:19:19 0.88 350.27 215.43 -6.50 1638   4.24   649.0 218192.  0.65  0.61  -5.69   4.87   4.03 0.26 0.48 0.47  0.09 687.71298967.  3.47 650.6 214658.
21:19:59 0.88 350.27 215.43 -6.50 1638   3.47   661.2 244700.  0.89  0.62  -1.95   0.91   7.89 1.24 1.29 1.19  0.09 668.0 804578.  3.12 658.2 243284.
21:20:40 0.88 350.27 215.42 -6.50 1638   3.84   655.8 249810.  0.50  0.61  -1.30  -0.11   8.33 1.08 0.62 0.53  0.12 676.0 915390.  3.27 653.1 238564.
21:21:20 0.88 350.27 215.42 -6.50 1638   3.65   661.0 224741.  0.24  0.66  -2.04  -1.23   8.21 0.47 0.36 0.40  0.12 681.7 571313.  3.09 657.8 234055.
21:22:01 0.88 350.27 215.41 -6.50 1638   3.33   663.6 216997.  0.77  0.67  -1.57  -0.66   8.30 0.42 0.23 0.34  0.10 685.9 877136.  2.79 663.6 195895.
21:22:41 0.88 350.27 215.41 -6.50 1638   3.55   660.6 230004.  1.80  0.58  -2.00   0.45   8.05 0.29 0.56 0.38  0.10 672.8 773809.  3.08 657.1 249488.
21:23:22 0.88 350.27 215.40 -6.50 1638   3.66   659.9 232320.  1.33  0.64  -1.44  -0.24   8.13 0.39 0.29 0.51  0.10 680.01193353.  3.19 656.4 237069.
21:24:02 0.88 350.27 215.39 -6.50 1638   4.52   662.0 227288.  1.31  0.94  -0.64   2.81   7.20 0.32 0.77 0.52  0.08 681.6 680253.  3.86 662.6 234305.
21:24:43 0.88 350.27 215.39 -6.50 1638   4.53   661.9 217257.  2.38  0.43  -0.79   4.03   6.36 0.31 0.61 0.45  0.13 679.9 733476.  3.90 661.4 196519.
21:25:23 0.88 350.27 215.38 -6.50 1638   4.35   658.2 218673.  1.71  0.85  -1.64   3.30   6.41 0.40 0.37 0.45  0.09 644.1 515998.  3.82 657.6 224176.
21:26:04 0.88 350.27 215.37 -6.50 1638   4.77   649.6 203886.  1.39  0.92  -2.62   1.82   6.82 0.48 0.41 0.54  0.11 686.1 897094.  4.11 652.0 199290.
21:26:44 0.88 350.27 215.37 -6.50 1638   4.62   655.0 217286.  1.82  0.79  -2.34   2.16   6.73 0.46 0.28 0.43  0.10 674.9 690233.  4.12 652.6 217410.
21:27:25 0.88 350.27 215.36 -6.50 1638   4.42   654.2 198325.  1.94  0.82  -1.86   2.06   6.86 0.35 0.49 0.35  0.08 659.2 623288.  3.85 651.6 204075.
21:28:05 0.88 350.27 215.35 -6.50 1638   4.51   666.0 214398.  1.99  0.71  -1.51   2.24   6.97 0.47 0.42 0.39  0.10 678.8 621417.  3.90 664.7 221935.
21:28:46 0.88 350.27 215.35 -6.50 1638   4.56   660.6 201612.  1.32  0.72  -1.35   1.95   6.90 0.36 0.45 0.56  0.07 691.8 601874.  3.86 660.6 190542.
21:29:26 0.88 350.27 215.34 -6.50 1638   4.31   661.5 224429.  1.84  1.06  -0.86   2.37   6.57 0.23 0.24 0.24  0.10 667.5 682748.  3.93 663.2 228016.
21:30:07 0.88 350.27 215.34 -6.50 1638   4.29   660.5 213466.  1.87  1.02  -1.36   1.92   6.61 0.40 0.27 0.47  0.07 680.51070484.  3.79 659.5 183444.
21:30:47 0.88 350.27 215.33 -6.50 1638   4.17   658.9 220304.  2.00  1.03  -1.88   1.61   6.42 0.69 0.31 0.50  0.11 693.7 941793.  3.73 656.4 213349.
21:31:28 0.88 350.27 215.32 -6.50 1638   3.91   664.7 173286.  1.72  1.12  -2.33   2.53   6.15 0.50 0.45 0.41  0.07 708.2 551562.  3.49 662.0 177080.
21:32:08 0.88 350.27 215.32 -6.50 1638   4.00   655.4 176404.  2.21  1.26  -2.16   2.48   6.18 0.45 0.44 0.51  0.09 676.2 536593.  3.63 656.5 211403.
21:32:49 0.88 350.27 215.31 -6.50 1638   4.31   646.1 217400.  2.38  1.06  -2.76   2.51   5.95 0.43 0.32 0.56  0.11 669.9 780670.  3.67 647.6 215876.
21:33:29 0.88 350.27 215.30 -6.50 1638   4.14   651.4 187793.  2.23  1.06  -2.40   2.75   5.98 0.32 0.24 0.29  0.10 678.2 761335.  3.76 651.3 216883.
21:34:10 0.88 350.26 215.30 -6.50 1638   3.61   653.2 171821.  2.79 -0.48  -2.63   3.20   5.51 1.21 1.17 1.21  0.10 682.0 800212.  3.31 650.8 161890.
21:34:50 0.88 350.26 215.29 -6.50 1638   3.80   644.0 170437.  2.34 -0.66  -4.65   4.48   3.89 0.28 0.44 0.51  0.09 682.4 587321.  3.27 641.3 160591.
21:35:31 0.88 350.26 215.28 -6.50 1638   3.89   651.4 225904.  2.35  0.01  -3.40   3.46   4.94 0.44 0.48 0.55  0.11 676.91131399.  3.48 649.7 216403.
21:36:11 0.88 350.26 215.28 -6.50 1638   3.80   652.2 173689.  1.68  1.21  -3.45   3.25   5.23 0.28 0.29 0.36  0.10 698.7 913103.  3.34 650.9 197243.
21:36:52 0.88 350.26 215.27 -6.50 1638   3.84   658.7 211705.  3.00  0.30  -3.81   4.31   4.60 0.44 0.95 0.81  0.10 697.5 418090.  3.32 656.5 176628.
21:37:32 0.88 350.26 215.27 -6.50 1638   3.84   645.5 161763.  2.30 -0.19  -4.21   4.17   4.52 0.44 0.45 0.64  0.10 692.11100006.  3.14 641.6 167932.
21:38:13 0.88 350.26 215.26 -6.50 1638   3.45   644.6 204127.  2.78 -0.49  -4.61   5.01   3.16 0.35 0.57 0.66  0.10 692.2 844287.  3.12 644.5 198153.
21:38:53 0.88 350.26 215.25 -6.50 1638   3.47   639.5 174260.  3.00 -1.93  -5.07   5.16   2.01 0.41 0.49 0.60  0.11 679.6 898342.  3.15 637.0 170112.
21:39:34 0.88 350.26 215.25 -6.50 1638   3.93   647.0 195840.  2.77 -0.25  -4.53   4.66   3.23 0.54 0.98 1.05  0.12 689.3 886076.  3.37 645.8 196564.
21:40:14 0.88 350.26 215.24 -6.50 1638   3.63   643.5 176378.  3.30 -1.57  -4.77   4.90   2.49 0.38 0.67 0.51  0.10 677.3 419337.  3.25 644.5 220752.
21:40:55 0.88 350.26 215.24 -6.50 1638   3.62   649.9 222399.  2.69 -0.72  -4.49   4.44   3.04 0.66 0.77 0.81 -1.00  -1.0     -1.  3.23 645.7 222640.
21:41:35 0.88 350.26 215.23 -6.50 1638   3.70   648.5 181537.  3.19 -1.99  -4.52   5.22   1.60 0.40 0.51 0.69  0.11 687.6 536178.  3.34 650.5 239752.
21:42:16 0.88 350.26 215.22 -6.50 1638   3.90   648.5 217224.  2.79 -1.35  -4.55   5.05   2.17 0.35 0.44 0.37 -1.00  -1.0     -1.  3.63 643.7 210864.
21:42:56 0.88 350.26 215.22 -6.50 1638   3.86   642.3 176804.  2.63 -1.08  -4.80   4.68   2.44 0.38 0.61 0.62  0.09 684.8 634931.  3.36 643.9 225995.
21:43:37 0.88 350.26 215.21 -6.50 1638   3.74   637.9 206924.  2.65 -1.02  -5.46   2.73   3.47 0.27 0.44 0.46  0.08 691.51010401.  3.43 634.9 196593.
21:44:17 0.88 350.26 215.20 -6.50 1638   3.45   642.4 162900.  2.88 -0.18  -5.11   3.15   3.72 0.31 0.40 0.33  0.08 689.3 565907.  3.16 638.8 166214.
21:44:58 0.88 350.26 215.20 -6.50 1638   3.98   631.4 222100.  2.77 -0.73  -5.51   2.87   2.99 0.28 0.40 0.44  0.05 731.5 702914.  3.36 630.2 222422.
21:45:38 0.88 350.26 215.19 -6.50 1638   3.58   633.1 221788.  1.52  0.15  -5.20   1.06   3.89 0.28 0.94 0.88  0.07 712.5 569650.  3.04 633.0 214285.
21:46:19 0.88 350.26 215.19 -6.50 1638   3.53   635.4 243183.  1.62  0.08  -5.14   0.21   4.30 0.35 0.50 0.56  0.08 682.4 784828.  3.19 632.3 230572.
21:46:59 0.88 350.26 215.18 -6.50 1638   3.63   636.9 215054.  0.63  0.55  -4.87   0.20   4.48 0.33 0.60 0.48  0.08 685.3 588361.  3.02 638.8 186793.
21:47:40 0.88 350.26 215.17 -6.50 1638   3.82   649.3 235734. -1.49  1.64  -4.52   0.08   4.47 0.64 0.81 0.71  0.11 661.0 502705.  3.24 651.1 229552.
21:48:20 0.88 350.26 215.17 -6.50 1638   3.18   656.4 266468.  0.53  0.00  -4.38   2.76   3.21 0.50 2.01 1.90  0.09 689.1 629109.  2.99 655.5 246668.
21:49:01 0.88 350.26 215.16 -6.50 1638   3.38   641.9 185539.  3.78 -1.50  -4.88   5.44   1.40 0.32 0.53 0.37  0.08 705.1 624744.  2.95 639.7 185766.
21:49:41 0.88 350.26 215.15 -6.50 1638   3.68   639.0 156592.  3.56 -2.72  -4.93   5.79  -0.09 0.34 0.44 0.50  0.10 682.5 611854.  3.04 636.7 163446.
21:50:22 0.88 350.26 215.15 -6.50 1638   3.18   639.5 208356.  3.57 -3.01  -4.92   5.76  -0.75 0.32 0.36 0.29  0.13 690.61056554.  2.84 636.1 207450.
21:51:02 0.88 350.26 215.14 -6.50 1638   3.29   640.0 167380.  3.40 -2.02  -5.07   5.61   0.04 0.31 0.45 0.67  0.11 676.4 760711.  2.90 636.9 163264.
21:51:43 0.88 350.26 215.14 -6.50 1638   3.73   640.5 184827.  3.72 -2.47  -5.14   5.60  -0.39 0.35 0.55 0.52  0.07 703.4 735763.  3.35 637.4 186270.
21:52:23 0.88 350.26 215.13 -6.50 1638   3.11   642.6 156845.  3.84 -3.24  -4.92   5.78  -0.39 0.33 0.62 0.69  0.11 686.6 507487.  2.77 638.8 158141.
21:53:04 0.88 350.26 215.12 -6.50 1638   3.44   627.9 114368.  3.23 -1.50  -5.02   5.51  -0.59 0.75 0.85 1.03  0.09 678.61101045.  2.91 626.1 124461.
21:53:44 0.88 350.26 215.12 -6.50 1638   3.40   649.8 186241.  4.37 -3.79  -4.34   5.80  -1.03 0.97 0.73 0.94  0.09 688.0 488984.  3.12 649.5 218017.
21:54:25 0.88 350.26 215.11 -6.50 1638   3.44   635.1 139872.  3.40 -2.62  -5.00   5.44  -0.31 0.47 0.56 0.54  0.12 684.0 853019.  3.09 635.5 174751.
21:55:05 0.88 350.26 215.10 -6.50 1638   3.41   642.3 176723.  3.84 -2.61  -5.18   5.32  -0.01 0.48 0.48 0.35  0.12 691.3 706449.  2.95 637.9 168329.
21:55:46 0.88 350.26 215.10 -6.50 1638   3.69   637.7 202252.  3.22 -3.54  -5.69   4.61  -0.67 0.34 0.41 0.54  0.12 684.4 993976.  3.23 635.9 193875.
21:56:26 0.88 350.26 215.09 -6.50 1638   3.17   634.2 189366.  3.13 -1.78  -5.67   4.36  -0.06 0.54 0.87 0.92  0.16 695.9 775472.  2.86 635.5 215509.
21:57:07 0.88 350.26 215.08 -6.50 1638   3.23   631.6 196373.  2.48 -2.54  -5.32   4.85  -0.71 0.57 0.80 0.53  0.12 694.0 880046.  2.94 626.8 199962.
21:57:47 0.88 350.26 215.08 -6.50 1638   3.39   640.1 175261.  3.54 -2.92  -5.53   5.05  -0.52 0.29 0.33 0.28  0.13 684.2 589400.  2.98 636.0 161344.
21:58:28 0.88 350.26 215.07 -6.50 1638   3.45   631.4 143289.  3.24 -2.94  -5.80   4.68  -0.35 0.31 0.47 0.30  0.06 706.6 611230.  3.23 631.8 184331.
21:59:08 0.88 350.26 215.07 -6.50 1638   3.47   629.9 154870.  2.90 -2.90  -5.98   4.37   0.01 0.30 0.44 0.51  0.10 704.21016014.  3.07 628.4 157589.
21:59:49 0.88 350.26 215.06 -6.50 1638   3.47   636.7 201196.  3.41 -3.21  -5.79   4.66   0.38 0.37 0.56 0.77  0.08 708.5 885244.  3.20 634.9 190087.
22:00:29 0.88 350.26 215.06 -6.50 1638   3.48   634.5 160097.  3.28 -2.45  -6.03   4.25  -0.11 0.28 0.43 0.56  0.09 699.8 673393.  3.03 629.5 157128.
22:01:10 0.88 350.26 215.05 -6.50 1638   3.56   627.0 137952.  3.36 -2.67  -6.13   4.11  -0.05 0.37 0.68 0.47  0.09 700.6 744911.  3.15 629.2 186423.
22:01:50 0.88 350.26 215.04 -6.50 1638   3.56   632.0 167711.  3.29 -2.68  -6.25   4.14   0.09 0.25 0.41 0.29  0.08 699.01066326.  3.15 628.2 148039.
22:02:31 0.88 350.26 215.04 -6.50 1638   3.82   637.5 187024.  3.74 -2.15  -6.21   4.13   0.23 0.32 0.46 0.39  0.09 687.0 804370.  3.24 632.6 178227.
22:03:11 0.88 350.26 215.03 -6.50 1638   3.60   639.5 167747.  3.74 -3.18  -5.70   4.76   0.14 0.38 0.53 0.50  0.09 672.5 801875.  3.21 636.1 166194.
22:03:52 0.88 350.26 215.02 -6.50 1638   3.45   631.3 213606.  2.22 -2.25  -6.11   4.00   0.52 0.38 0.58 0.53  0.09 710.0 733268.  3.18 628.3 209451.
22:04:32 0.88 350.26 215.02 -6.50 1638   3.49   623.3 187595.  0.51 -0.02  -6.58   2.39   1.71 0.25 0.89 0.89  0.08 691.41079215.  2.96 630.4 226723.
22:05:13 0.88 350.26 215.01 -6.50 1638   3.62   633.4 209259.  2.70 -1.39  -6.20   3.11   1.77 0.34 1.15 1.02  0.13 695.7 990442.  3.28 632.5 200683.
22:05:53 0.88 350.26 215.00 -6.50 1638   3.77   632.1 165805.  2.04 -0.22  -6.14   1.87   2.98 0.46 1.60 1.12  0.12 703.21198759.  3.08 632.3 167510.
22:06:34 0.88 350.26 215.00 -6.50 1638   3.67   635.5 218660.  2.52 -1.78  -6.19   3.39   1.70 0.32 0.95 1.33  0.13 682.61142625.  3.10 633.0 201541.
