10:25:03 0.31 204.18 323.45  0.86 1689 170.22   267.7  31003.  5.92  0.20  10.79 -14.09   1.87 1.22 1.48 2.02  7.22 255.7  70453.142.15 259.0  35626.
10:26:24 0.31 204.19 323.45  0.86 1689 168.25   267.3  35363.  5.43 -0.11  10.94 -14.34   0.74 1.72 1.12 2.23  4.22 258.3  67490.128.56 259.4  28421.
10:27:45 0.31 204.19 323.44  0.86 1689 176.18   263.2  34888.  4.51 -1.87  10.30 -14.68   0.69 0.28 0.29 0.29  5.21 252.1  75130.147.98 257.0  35973.
10:29:06 0.31 204.20 323.43  0.86 1689 173.74   263.7  34648.  4.90 -0.85  11.71 -13.13   1.27 1.29 1.04 1.45  4.73 256.1  40398.148.13 256.3  32943.
10:30:27 0.31 204.20 323.43  0.86 1689 180.58   261.9  33355.  4.67 -1.63  14.20 -10.75   4.41 0.86 0.66 0.36  5.84 252.6  71895.150.50 255.4  34154.
10:31:48 0.31 204.21 323.42  0.86 1689 170.86   264.0  36110.  5.01 -1.32  15.33 -10.25   6.37 0.34 0.30 0.31  5.64 256.7  42256.144.07 256.2  33183.
10:33:09 0.31 204.22 323.41  0.86 1689 158.85   265.2  30613.  4.93 -0.94  17.06  -9.29   7.27 0.41 0.43 0.32  6.85 253.3  75143.134.75 257.7  35801.
10:34:30 0.31 204.22 323.40  0.86 1689 176.21   264.9  33950.  5.15 -1.26  17.04  -6.53   6.93 0.60 1.62 0.40  7.72 257.4  41814.144.88 257.0  31955.
10:35:51 0.31 204.22 323.40  0.86 1689 166.21   263.4  34037.  5.49 -1.33  17.83  -5.44   7.62 0.47 1.13 0.13  7.63 250.6  69751.138.37 256.0  37614.
10:37:12 0.31 204.23 323.39  0.87 1689 168.18   265.0  37539.  5.83 -1.45  17.40  -7.19   8.04 0.26 0.35 0.27  7.14 258.4  61565.137.51 256.2  35096.
10:38:33 0.31 204.24 323.39  0.87 1689 160.63   261.3  35233.  5.00 -1.39  18.85  -5.75   8.15 0.23 0.92 0.18  0.07 366.3 148013.132.46 255.0  37477.
10:39:54 0.31 204.24 323.38  0.87 1689 166.89   262.6  40125.  5.76 -1.96  18.14  -5.24   8.42 0.53 0.75 0.60 -1.00  -1.0     -1.137.09 253.3  37513.
10:41:14 0.31 204.25 323.37  0.87 1689 165.47   254.4  34668.  0.00  0.00  19.02  -3.94   7.27 1.45 1.02 4.51  8.05 244.3  60967.140.22 255.3  35480.
11:51:44 0.31 204.54 323.02  0.91 1689 156.46   273.9  40330.  7.09 -0.60   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.125.17 263.4  39147.
11:53:05 0.31 204.55 323.02  0.91 1689 148.14   271.8  39277.  7.08 -0.75  21.81  -5.98  -1.80 0.08 0.30 0.17  6.17 264.6  57732.125.99 263.0  40414.
11:54:26 0.31 204.56 323.01  0.91 1689 160.50   272.7  42509.  7.24 -0.57  18.66 -11.06  -2.24 2.76 3.77 1.13  0.13 334.0 155757.131.70 261.6  40736.
11:55:47 0.31 204.56 323.00  0.91 1689 168.79   261.8  37757.  5.57 -1.25  13.53 -16.45  -4.34 1.02 1.12 0.62  6.18 257.6  38839.139.70 252.9  37948.
11:57:09 0.31 204.57 323.00  0.91 1689 169.37   260.4  37702.  5.72 -1.28  15.11 -15.16  -3.70 0.49 0.45 0.23  8.25 252.4  62059.144.92 253.5  38559.
11:58:30 0.31 204.57 322.99  0.92 1689 173.89   262.4  37325.  5.95 -1.09  16.83 -13.70  -4.18 1.07 0.94 0.80  6.13 257.2  37591.141.75 253.4  35759.
11:59:51 0.31 204.58 322.98  0.92 1689  -1.00    -1.0     -1. -1.00 -1.00  18.58 -11.86  -3.36 0.37 0.57 0.36 -1.00  -1.0     -1.141.43 253.9  38140.
12:01:12 0.31 204.59 322.98  0.92 1689  -1.00    -1.0     -1. -1.00 -1.00  16.51 -11.97  -3.83 0.10 0.25 0.00 -1.00  -1.0     -1.139.38 253.5  35278.
12:03:53 0.31 204.59 322.96  0.92 1689 172.51   259.9  37627.  5.47 -1.44  15.47 -13.02  -4.77 0.66 0.70 0.67 -1.00  -1.0     -1.146.41 250.4  35983.
12:05:14 0.31 204.60 322.96  0.92 1689 180.77   260.6  35938.  5.87 -1.07  14.39 -14.19  -5.46 0.28 0.32 0.38  5.31 252.8  67035.150.36 253.2  36496.
12:06:35 0.31 204.61 322.95  0.92 1689 177.98   262.1  35291.  6.05 -0.39  12.37 -15.89  -7.89 0.30 0.35 0.29  0.13 315.8  61253.145.54 253.1  34531.
12:07:57 0.31 204.61 322.94  0.92 1689 179.84   262.8  34031.  6.33 -0.60  11.84 -16.36  -7.76 0.41 0.23 0.39  7.28 254.8  77859.144.12 253.1  27924.
12:09:18 0.31 204.62 322.93  0.92 1689 178.90   262.7  33865.  5.94 -0.20  10.72 -16.53  -7.89 1.43 0.87 0.65  6.51 257.9  37149.145.90 253.8  32855.
12:10:39 0.31 204.62 322.93  0.92 1689 180.00   262.4  32231.  5.93 -0.31  12.18 -15.78  -7.93 0.51 0.53 0.35  8.12 255.2  68296.148.52 253.2  27053.
12:12:00 0.31 204.63 322.92  0.92 1689 181.24   260.5  34382.  5.20 -0.02  13.48 -14.26  -7.99 0.31 0.18 0.13  5.79 256.6  37175.151.72 251.9  33443.
12:13:21 0.31 204.64 322.92  0.92 1689 178.94   262.6  34115.  6.06  0.11  13.41 -14.35  -8.27 0.27 0.24 0.31  7.57 255.1  71895.149.34 254.9  35129.
12:14:42 0.31 204.64 322.91  0.93 1689 176.66   263.1  36185.  5.80 -0.23  13.17 -14.72  -8.45 0.69 0.26 0.49  0.11 321.8 139983.144.02 254.6  35483.
12:16:03 0.31 204.65 322.91  0.93 1689 181.95   261.2  35018.  5.88 -0.32  14.27 -13.82  -7.69 0.16 0.27 0.19  0.12 340.5 188281.151.46 253.7  36012.
12:17:24 0.31 204.65 322.89  0.93 1689 177.64   264.7  33774.  5.88 -0.26  11.76 -16.38  -8.61 0.60 0.44 0.54  6.36 257.7  37422.147.54 256.0  33138.
12:18:45 0.31 204.66 322.89  0.93 1689 170.77   264.6  32884.  6.33 -0.39  10.85 -17.17  -8.25 0.18 0.24 0.50  7.28 257.0  70167.143.16 256.8  34239.
12:20:06 0.31 204.66 322.88  0.93 1689 177.56   265.0  35346.  6.29 -0.10  11.54 -15.26 -10.10 0.61 0.68 0.52  6.84 260.0  39631.150.09 255.9  33485.
12:21:27 0.31 204.67 322.88  0.93 1689  -1.00    -1.0     -1. -1.00 -1.00  10.38 -14.84  -9.53 0.64 0.24 0.29 -1.00  -1.0     -1.151.27 256.1  34505.
12:22:48 0.31 204.67 322.87  0.93 1689 179.22   265.9  34827.  6.01 -0.56   8.77 -16.40 -10.56 0.32 0.26 0.29  6.73 260.2  37227.147.17 257.5  33076.
12:24:09 0.31 204.68 322.86  0.93 1689 183.64   266.6  29931.  6.19 -0.23   9.05 -15.28 -11.01 0.35 0.94 0.48  8.01 260.7  69777.156.87 257.7  34028.
12:25:30 0.31 204.69 322.85  0.93 1689 183.07   266.7  34583.  6.15 -0.46  13.94 -13.16  -9.81 0.20 0.05 0.25  6.28 262.4  54158.153.64 257.6  33193.
12:29:33 0.31 204.70 322.84  0.93 1689 188.94   259.9  29743.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00  0.08 350.9  75936.159.19 260.1  33570.
12:30:54 0.31 204.71 322.83  0.93 1689 187.58   266.9  34577.  5.93 -0.47   0.00   0.00   0.00 0.00 0.00 0.00  4.41 260.6  55796.153.43 258.3  33134.
12:32:15 0.31 204.71 322.82  0.94 1689 182.97   266.6  29464.  6.39 -0.64   0.00   0.00   0.00 0.00 0.00 0.00  0.09 330.0  67854.154.58 257.4  34011.
12:33:36 0.31 204.72 322.81  0.94 1689 187.86   265.5  35840.  6.65 -0.73   0.00   0.00   0.00 0.00 0.00 0.00  4.65 258.6  40099.158.36 256.2  33336.
12:34:57 0.31 204.72 322.81  0.94 1689 180.63   265.4  32936.  6.56 -0.54   0.00   0.00   0.00 0.00 0.00 0.00  5.68 254.5  73194.151.96 257.0  33920.
12:36:18 0.31 204.73 322.80  0.94 1689 181.60   264.5  35837.  6.35 -1.05  12.85 -13.31 -10.55 0.75 0.40 0.83  4.21 257.5  40047.153.75 255.3  33537.
12:37:39 0.31 204.74 322.79  0.94 1689 184.48   266.0  34167.  6.66 -0.46  11.74 -12.81 -11.03 0.52 0.74 0.57  6.38 255.9  76807.155.98 257.4  35096.
12:39:00 0.31 204.74 322.79  0.94 1689 188.74   265.8  36643.  6.38 -0.32  12.55 -11.59 -11.61 0.44 0.51 0.85  5.74 258.5  40034.156.42 256.5  35213.
12:40:21 0.31 204.75 322.78  0.94 1689 186.91   265.2  33693.  6.79 -0.64  12.34 -11.60 -11.04 0.44 0.78 0.40  0.06 360.2 137163.154.67 256.1  34989.
12:41:42 0.31 204.75 322.77  0.94 1689 186.60   270.1  37448.  6.91 -0.66  11.70 -12.55 -10.65 1.35 1.29 0.33  6.45 262.8  56354.155.36 259.3  33846.
12:43:03 0.31 204.76 322.77  0.94 1689 175.54   254.2  34352.  0.00  0.00  16.18 -11.16  -8.06 0.50 0.48 0.72  8.08 244.9  64112.143.39 255.2  36867.
12:44:24 0.31 204.76 322.76  0.94 1689 180.00   260.2  36724.  0.00  0.00  14.59 -12.27 -10.41 0.96 0.55 0.94  6.74 249.7  41931.142.90 258.0  34833.
12:45:44 0.31 204.77 322.75  0.94 1689 170.66   267.1  31247.  6.07  0.16  15.25 -11.76  -9.73 0.42 0.37 0.56  9.68 255.5  75000.150.27 258.0  35434.
12:47:05 0.31 204.78 322.75  0.95 1689 171.52   265.8  40482.  6.43 -0.08  14.31 -12.48  -8.91 1.17 1.34 1.03  7.28 261.8  58992.143.22 256.4  39699.
12:48:26 0.31 204.78 322.74  0.95 1689 169.75   265.6  40109.  0.00  0.00  12.65 -13.17 -10.47 0.81 1.29 0.87  8.25 254.0  71570. -1.00  -1.0     -1.
12:49:47 0.31 204.79 322.74  0.95 1689 166.85   264.8  36724.  6.15 -0.31  15.79 -11.49  -9.56 0.95 0.59 1.10 -1.00  -1.0     -1.138.73 255.5  35002.
12:51:09 0.31 204.79 322.73  0.95 1689 180.34   256.9  37627.  6.00 -1.02  10.74 -13.58 -11.32 3.24 0.90 1.30  6.05 250.4  61825.147.96 247.6  35564.
12:52:30 0.31 204.80 322.72  0.95 1689 176.09   263.7  36448.  5.51 -1.12  15.66 -13.34  -7.29 0.21 0.19 0.38  7.19 257.0  40528.144.65 255.5  34914.
12:53:51 0.31 204.80 322.71  0.95 1689 180.80   263.4  33004.  5.83 -1.28  13.65 -13.76  -7.34 1.08 0.31 0.54  8.73 253.7  72467.150.86 255.4  34544.
12:55:12 0.31 204.81 322.71  0.95 1689  -1.00    -1.0     -1. -1.00 -1.00  12.42 -13.87  -7.25 0.75 0.28 0.70 -1.00  -1.0     -1.162.01 255.2  36912.
12:56:33 0.31 204.82 322.70  0.95 1689 216.44   263.2  37156.  6.97 -1.17  10.06 -12.23  -8.32 1.36 0.15 0.95  4.53 253.9  70946.179.48 254.5  38618.
12:57:54 0.31 204.82 322.69  0.95 1689 247.93   276.3  41171.  7.81 -1.79   8.93 -17.24 -13.85 2.71 1.76 3.47  7.67 267.5  82446.207.92 267.0  42032.
12:59:15 0.31 204.83 322.69  0.95 1689 259.72   280.5  41876.  7.79 -3.36   9.31 -20.11 -15.04 0.39 0.44 0.78  7.97 273.7  70647.216.46 269.1  39261.
13:00:36 0.31 204.83 322.68  0.95 1689 264.92   281.1  33849.  8.56 -3.16  18.40 -17.31  -6.14 4.01 1.60 3.65  9.87 268.8  88878.222.92 269.3  39401.
13:01:57 0.31 204.84 322.67  0.95 1689 258.46   277.4  38078.  7.99 -4.84  26.20 -14.44   2.29 0.43 0.36 0.45  8.31 270.6  65905.218.48 265.9  35921.
13:03:18 0.31 204.84 322.67  0.95 1689 267.09   277.5  37068.  8.08 -6.13  24.11 -16.20   0.59 1.35 0.70 2.13 13.18 265.0  77963.233.52 267.2  39456.
13:04:39 0.31 204.85 322.66  0.96 1689 260.40   286.4  39368.  6.85 -5.50  26.80 -15.47   6.11 0.23 1.39 1.93 11.90 272.0  71336.222.47 277.2  41411.
13:06:00 0.31 204.86 322.66  0.96 1689 267.60   284.9  38761.  7.24 -5.53  27.78 -11.53  11.46 0.33 0.84 1.29 12.19 271.9  92750.230.07 274.8  37601.
13:07:21 0.31 204.86 322.65  0.96 1689 311.89   295.4  60636.  7.54 -3.39   6.01 -22.16 -20.96 5.65 1.98 4.75 11.13 293.8  76443.253.69 285.0  55221.
13:08:42 0.31 204.87 322.64  0.96 1689  -1.00    -1.0     -1. -1.00 -1.00   2.79 -24.23 -23.32 0.84 0.17 0.33 -1.00  -1.0     -1.227.40 286.4  50413.
13:10:03 0.31 204.87 322.64  0.96 1689  -1.00    -1.0     -1. -1.00 -1.00   6.54 -25.54 -20.20 1.60 0.45 1.08 -1.00  -1.0     -1.238.41 285.9  48730.
13:11:24 0.31 204.88 322.63  0.96 1689 291.83   300.3  60678.  7.65 -2.50   5.66 -24.51 -21.00 0.85 0.16 0.56 16.99 289.8 132082.232.26 289.9  49143.
13:12:45 0.31 204.88 322.62  0.96 1689 284.93   301.6  49308.  7.80 -2.40   2.39 -23.82 -20.01 1.57 1.51 0.85 12.62 295.7  76716.239.39 289.7  46794.
13:14:06 0.31 204.89 322.62  0.96 1689 288.62   285.7  45274.  7.63 -8.13  22.75 -15.03   5.89 1.74 2.08 2.35 14.09 271.1  89904.260.51 274.4  44380.
13:15:27 0.31 204.89 322.61  0.96 1689 284.80   290.1  43640.  8.84 -5.92  20.00 -18.12   1.15 1.59 1.26 0.55 14.13 275.9  86929.245.90 279.1  45313.
13:16:48 0.31 204.90 322.60  0.96 1689 258.55   296.0  46050.  7.73 -5.45  20.22 -14.24   5.21 5.16 4.87 6.48 13.30 282.5  80185.225.97 285.9  46817.
13:18:09 0.31 204.91 322.59  0.96 1689 249.22   286.4  61120.  6.02 -3.28  16.32 -23.56  -5.08 5.14 3.72 7.40 -1.00  -1.0     -1.217.49 277.0  58333.
13:19:30 0.31 204.91 322.59  0.96 1689 230.33   300.2  80198.  6.00  0.86  -7.13 -28.55 -24.63 5.06 2.61 2.71 -1.00  -1.0     -1.196.30 292.4  91181.
13:20:51 0.31 204.92 322.58  0.97 1689 231.60   319.9  68555.  5.37 -1.77   5.36 -30.15 -17.20 1.74 0.99 1.05  6.55 312.8  81237.195.86 312.5  79357.
13:22:12 0.31 204.92 322.58  0.97 1689 189.10   316.0  70693.  4.90 -3.63  26.29   6.05  26.97 1.18 0.79 0.65  5.35 304.7 102651.160.56 307.3  70628.
13:23:33 0.31 204.93 322.56  0.97 1689 228.02   312.6  76475.  5.49 -3.36  27.65 -14.24  10.70 1.56 2.99 2.36  0.31 427.8 386826.188.35 305.8  84983.
13:24:54 0.31 204.93 322.56  0.97 1689  -1.00    -1.0     -1. -1.00 -1.00  24.32 -13.30  22.59 1.99 1.99 3.92 -1.00  -1.0     -1.154.12 314.4  71024.
13:26:15 0.31 204.94 322.55  0.97 1689 209.98   330.7 147019.  4.53 -3.33  29.29  -3.04  19.71 2.03 2.64 1.96 -1.00  -1.0     -1.176.56 322.7 143660.
13:27:36 0.31 204.94 322.55  0.97 1689 218.83   321.7 104896.  3.32 -3.72  18.06 -29.44 -13.43 3.20 1.27 4.97 -1.00  -1.0     -1.189.23 316.1 116668.
13:28:57 0.31 204.95 322.54  0.97 1689 178.10   339.4  69072.  1.48 -2.46  12.64 -35.51 -21.40 2.79 0.73 2.83  3.33 341.8 113111.151.08 337.2  77424.
13:30:18 0.31 204.96 322.54  0.97 1689  -1.00    -1.0     -1. -1.00 -1.00 -11.47 -35.64 -25.91 2.21 1.03 1.11 -1.00  -1.0     -1.168.30 353.6  55399.
13:31:39 0.31 204.96 322.53  0.97 1689  -1.00    -1.0     -1. -1.00 -1.00  -8.46 -35.20 -30.28 6.27 2.21 1.73 -1.00  -1.0     -1.141.41 344.6  69608.
13:33:00 0.31 204.97 322.52  0.97 1689 150.00   347.0  43026.  0.56 -1.45  27.87 -36.63 -11.14 6.57 2.06 6.84  0.26 445.1 378341.119.79 344.0  47639.
13:33:55 0.31 204.97 322.51  0.97 1689  -1.00    -1.0     -1. -1.00 -1.00  21.93 -40.49 -18.60 1.17 0.25 1.75 -1.00  -1.0     -1. -1.00  -1.0     -1.
13:34:21 0.31 204.97 322.51  0.97 1689 150.08   340.1  60035. -0.02 -4.10  18.73 -40.93 -22.95 1.90 0.41 1.81  0.30 463.6 132745.123.96 336.6  58625.
13:35:42 0.31 204.98 322.51  0.97 1689 144.67   345.7  61805. -0.70 -3.63  20.41 -42.14 -20.32 1.43 0.26 1.62  2.79 343.7 135305.122.87 344.1  61672.
13:37:03 0.31 204.99 322.50  0.98 1689 148.73   343.8  63059. -0.21 -4.10  21.81 -42.02 -18.90 0.53 0.25 0.61  3.06 334.1 144128.118.51 341.6  51985.
13:38:24 0.31 204.99 322.49  0.98 1689 152.53   340.5  75458. -0.52 -4.40  20.77 -40.79 -21.05 0.65 0.35 0.85 -1.00  -1.0     -1.125.38 340.2  65486.
13:39:45 0.31 205.00 322.49  0.98 1689 153.74   341.0  65690. -0.18 -3.56  20.40 -41.31 -19.18 1.92 0.32 2.20  2.85 334.2 129600.126.70 337.4  66925.
13:41:06 0.31 205.00 322.48  0.98 1689 157.02   341.7  81569. -0.34 -3.60  22.77 -42.27 -15.15 1.04 0.30 1.66  3.13 342.4 150884.126.46 341.7  71456.
13:42:27 0.31 205.01 322.47  0.98 1689  -1.00    -1.0     -1. -1.00 -1.00  22.09 -41.97 -16.57 1.03 0.57 0.48 -1.00  -1.0     -1.131.27 343.2  83407.
13:43:48 0.31 205.01 322.46  0.98 1689  -1.00    -1.0     -1. -1.00 -1.00  27.04 -39.57 -15.04 1.49 0.71 0.98 -1.00  -1.0     -1.125.55 345.2  69140.
13:45:09 0.31 205.02 322.46  0.98 1689 155.87   344.8  73090.  0.07 -2.48  26.09 -41.18 -10.39 0.77 0.38 1.10  0.10 487.5 292335.129.53 342.0  81445.
13:46:30 0.31 205.02 322.45  0.98 1689 173.04   341.8  78346. -0.49 -3.52  24.83 -39.82 -15.75 0.43 0.32 1.28  3.06 339.6 132108.138.49 341.5  68185.
13:47:51 0.31 205.03 322.45  0.98 1689 160.72   344.6  72889.  0.12 -2.77  27.77 -40.20  -9.78 0.56 0.54 0.77  3.88 333.6 144050.134.27 342.1  85071.
13:49:12 0.31 205.04 322.44  0.98 1689 161.77   343.7  82845. -0.41 -2.93  27.90 -39.79 -12.29 0.37 0.81 1.81 -1.00  -1.0     -1.129.45 342.9  71281.
13:50:32 0.31 205.04 322.43  0.98 1689  -1.00    -1.0     -1. -1.00 -1.00  28.36 -37.31 -19.12 0.59 0.48 0.48 -1.00  -1.0     -1.132.56 347.1  84453.
13:51:26 0.31 204.97 322.35  1.21 1689  -1.00    -1.0     -1. -1.00 -1.00  32.43 -35.18 -16.02 0.64 0.65 1.23 -1.00  -1.0     -1. -1.00  -1.0     -1.
13:52:47 0.31 205.05 322.42  0.98 1689 156.68   349.9  69884.  0.03 -3.82  27.50 -38.91 -12.49 2.87 0.70 3.20  3.21 342.1  95843.134.17 347.0  70998.
13:54:08 0.31 205.06 322.42  0.99 1689 163.23   350.5  69348.  1.09 -4.08   0.00   0.00   0.00 0.00 0.00 0.00  4.25 335.6 148571.136.44 348.5  67354.
13:55:29 0.31 205.06 322.41  0.99 1689 177.59   356.5  67519.  1.87 -4.48   0.00   0.00   0.00 0.00 0.00 0.00  1.74 471.1 574418.146.73 350.8  65369.
14:17:07 0.31 205.15 322.30  1.00 1689 202.55   358.1  81501.  2.20 -3.54   0.00   0.00   0.00 0.00 0.00 0.00  5.49 339.2 156706.165.13 353.9  73418.
15:00:19 0.31 205.33 322.09  1.03 1689 235.66   346.2  99819. -6.85 -6.32  21.28 -27.16   3.61 0.00 0.00 0.00  0.07 491.6 474405.196.51 354.8  93858.
15:43:31 0.31 205.51 321.87  1.05 1689 132.18   405.8 292209. -7.39  0.78  19.76 -34.69   7.78 0.00 0.00 0.00 -1.00  -1.0     -1.101.91 411.9 279546.
