1978/115   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 5:00:12 0.31  42.49 197.60  0.18 1667 126.98   368.6  77502.  5.72  2.50   0.00   0.00   0.00 0.00 0.00 0.00  4.27 366.8 217777.101.11 361.5  76527.
 5:00:53 0.31  42.49 197.59  0.18 1667 126.45   370.0  74477.  5.62  2.61   0.00   0.00   0.00 0.00 0.00 0.00  5.23 365.4 283928.100.43 363.2  76807.
 5:01:34 0.31  42.50 197.59  0.19 1667 120.05   366.9  72821.  6.07  2.51   0.00   0.00   0.00 0.00 0.00 0.00  4.51 366.0 214619. 94.15 360.6  73571.
 5:02:14 0.31  42.50 197.59  0.19 1667 132.29   364.7  76413.  6.59  2.57   0.00   0.00   0.00 0.00 0.00 0.00  4.61 360.9 207628.106.27 360.1  80497.
 5:02:55 0.31  42.50 197.58  0.19 1667 124.67   365.2  82202.  6.27  3.06   0.00   0.00   0.00 0.00 0.00 0.00  4.28 367.0 231381.101.21 358.6  81023.
 5:03:35 0.31  42.50 197.58  0.19 1667 129.32   363.6  75800.  6.17  2.93  21.82 -63.79 -15.60 1.08 0.75 1.02  4.47 366.7 290971.100.92 359.6  80477.
 5:08:59 0.31  42.52 197.55  0.19 1667 168.89   387.7 152729.  3.25  2.30  21.18 -54.85 -12.19 2.98 2.83 2.07 -1.00  -1.0     -1.132.95 383.6 155007.
 5:10:20 0.31  42.53 197.55  0.19 1667 174.54   380.9 190606.  3.26  2.52  25.14 -50.37  -9.01 4.43 2.71 3.08 -1.00  -1.0     -1.136.27 377.0 192971.
 5:11:01 0.31  42.54 197.54  0.19 1667 145.90   390.5 127853.  3.45  3.84  18.45 -55.33 -14.23 2.44 1.51 1.93 -1.00  -1.0     -1.116.63 389.0 135912.
 5:11:41 0.31  42.54 197.54  0.19 1667 156.71   391.5 144862.  3.71  3.62  19.83 -55.82 -12.93 0.54 0.67 0.74 -1.00  -1.0     -1.123.93 386.8 143614.
 5:12:22 0.31  42.54 197.54  0.19 1667 160.93   390.7 137169.  3.78  3.79  21.12 -53.68 -13.62 1.82 2.54 1.67 -1.00  -1.0     -1.126.45 388.9 143250.
 5:13:02 0.31  42.54 197.53  0.19 1667 247.26   395.5 137588.  0.00  2.51  23.33 -43.30  -6.97 3.38 2.14 2.58  5.01 396.2 210331.197.42 393.9 135786.
 5:13:43 0.31  42.54 197.53  0.19 1667 249.87   388.7 131143.  0.26  2.34  21.73 -43.13  -8.83 0.83 0.94 0.55  5.69 388.7 250924.194.97 390.1 114570.
 5:14:23 0.31  42.55 197.52  0.19 1667 263.98   389.0 135675. -0.38  2.54  20.18 -41.72  -9.39 2.28 2.30 1.16  5.65 393.9 206732.215.37 388.9 132943.
 5:15:04 0.31  42.55 197.52  0.19 1667 272.97   391.1 115908. -0.25  2.09  15.67 -43.13  -7.92 1.38 0.87 0.75  6.49 389.5 234812.224.76 391.0 110321.
 5:15:44 0.31  42.55 197.52  0.19 1667 289.07   385.7 123337.  0.00  1.36  14.27 -42.84 -11.53 3.39 1.39 2.91  6.04 386.0 278120.239.01 384.9 122223.
 5:16:25 0.31  42.56 197.51  0.19 1667 262.00   392.0 111204. -0.08  2.09  10.26 -43.49 -14.69 1.89 0.86 1.67  5.75 387.9 244895.212.11 391.4 107556.
 5:17:05 0.31  42.56 197.51  0.19 1667 272.18   389.9 123588. -0.69  2.50  13.85 -43.64 -12.84 2.42 1.62 1.99  5.24 394.8 226976.218.66 390.5 121619.
 5:17:46 0.31  42.56 197.51  0.19 1667 220.28   386.8 129425.  1.52  3.25  15.72 -45.94 -14.13 1.54 2.41 1.29  4.51 389.0 240074.172.09 386.6 114355.
 5:18:26 0.31  42.56 197.51  0.20 1667 248.58   392.2 131150.  0.00  2.55  20.32 -43.53  -8.38 1.50 1.90 1.15  4.77 395.8 204913.200.95 391.3 131228.
 5:19:07 0.31  42.57 197.50  0.20 1667 201.18   385.5 134402.  0.68  3.33  22.90 -47.13 -11.18 1.34 1.17 1.50 -1.00  -1.0     -1.152.62 385.3 121479.
 5:19:47 0.31  42.57 197.50  0.20 1667 197.96   386.7 144615.  1.18  2.83  25.82 -47.30  -8.30 0.83 0.68 1.07 -1.00  -1.0     -1.155.14 385.1 146171.
 5:20:28 0.31  42.57 197.49  0.20 1667 190.40   382.0 139804.  1.73  3.00  25.58 -47.66  -8.59 1.71 1.19 1.48 -1.00  -1.0     -1.156.07 379.0 137858.
 5:21:08 0.31  42.58 197.49  0.20 1667 183.79   384.5 139060.  2.34  3.00  30.47 -49.33  -3.80 5.52 2.30 5.71 -1.00  -1.0     -1.145.41 381.4 144313.
 5:21:49 0.31  42.58 197.49  0.20 1667 189.74   369.3 191929.  1.99 -0.16  33.82 -46.26   3.03 1.72 1.78 3.66 -1.00  -1.0     -1.146.66 367.4 180822.
 5:22:29 0.31  42.58 197.48  0.20 1667 189.13   377.7 160864.  2.38  2.78  30.39 -47.94  -3.97 2.12 2.04 2.99 -1.00  -1.0     -1.151.14 376.5 154575.
 5:23:10 0.31  42.58 197.48  0.20 1667 175.09   374.7 163797.  2.38  1.55  33.17 -48.24  -0.40 1.60 1.26 1.26 -1.00  -1.0     -1.139.83 370.0 162657.
 5:23:50 0.31  42.58 197.47  0.20 1667 163.64   370.7 194563.  4.74  0.70  36.01 -48.31   3.98 1.72 2.77 1.87 -1.00  -1.0     -1.132.83 365.8 199075.
 5:24:31 0.31  42.59 197.47  0.20 1667 175.36   373.4 177804.  3.48  0.98  33.87 -49.15   1.18 0.70 0.84 1.56 -1.00  -1.0     -1.137.61 368.0 178009.
 5:25:11 0.31  42.59 197.47  0.20 1667 178.62   375.2 188144.  4.11  1.92  34.10 -49.29  -1.30 0.99 1.51 1.71 -1.00  -1.0     -1.138.24 371.3 192955.
 5:25:52 0.31  42.59 197.46  0.20 1667 150.18   375.3 165256.  5.38  2.90  33.15 -53.12  -6.37 1.28 1.56 1.45 -1.00  -1.0     -1.123.57 366.4 158359.
 5:26:32 0.31  42.60 197.46  0.20 1667 134.12   377.1 171382.  5.21  4.29  30.53 -54.64 -10.36 1.02 1.67 1.15 -1.00  -1.0     -1.107.44 371.6 159840.
 5:27:13 0.31  42.60 197.46  0.20 1667 139.27   381.0 145794.  5.92  3.71  29.44 -54.90 -10.26 3.18 4.30 5.23 -1.00  -1.0     -1.110.30 373.5 133167.
 5:27:53 0.31  42.60 197.46  0.20 1667 119.73   380.8 101462.  5.31  6.06  27.74 -56.09 -15.93 1.36 1.78 1.53 -1.00  -1.0     -1.101.05 375.8 122038.
 5:28:34 0.31  42.60 197.45  0.20 1667 143.25   373.4 135107.  5.80  3.98  31.90 -53.95 -10.28 0.88 0.83 0.89 -1.00  -1.0     -1.116.10 365.4 132290.
 5:29:14 0.31  42.61 197.45  0.20 1667 129.08   370.3 129175.  5.27  4.37  31.57 -53.80 -11.64 1.22 1.46 1.38 -1.00  -1.0     -1.107.26 367.4 154724.
 5:29:55 0.31  42.61 197.44  0.20 1667 131.73   376.6 109502.  6.74  5.95  34.61 -52.63  -8.87 2.50 2.07 2.14 -1.00  -1.0     -1.106.57 368.3 100511.
 5:30:35 0.31  42.61 197.44  0.20 1667 127.09   376.3 113829.  5.79  4.37  33.95 -53.13  -7.74 2.93 1.64 1.84 -1.00  -1.0     -1.107.72 370.7 135883.
 5:31:16 0.31  42.62 197.44  0.20 1667 123.37   367.3 147935.  6.15  4.02  36.46 -52.42  -5.35 2.04 1.71 1.87 -1.00  -1.0     -1.101.99 358.7 143514.
 5:31:56 0.31  42.62 197.43  0.20 1667 120.17   360.6 135974.  6.77  2.75  36.13 -52.91  -5.93 1.64 2.60 3.06 -1.00  -1.0     -1. 95.41 351.9 128298.
 5:32:37 0.31  42.62 197.43  0.20 1667 120.04   373.0 114303.  6.04  5.42  34.47 -53.01  -9.88 1.76 2.35 2.64 -1.00  -1.0     -1. 95.99 364.8 110662.
 5:33:17 0.31  42.62 197.43  0.20 1667 111.71   359.2 111084.  5.58  4.88  39.29 -50.16  -8.92 1.52 2.40 3.71 -1.00  -1.0     -1. 89.05 352.8 103990.
 5:33:58 0.31  42.62 197.42  0.20 1667 110.97   366.7 135032.  6.23  3.34  37.53 -52.43  -2.72 1.78 3.73 3.92 -1.00  -1.0     -1. 87.85 358.3 128074.
 5:34:38 0.31  42.63 197.42  0.20 1667 107.71   362.5 109713.  6.42  2.60  39.00 -51.14   1.95 2.25 2.03 1.80 -1.00  -1.0     -1. 83.66 355.3 100208.
 5:35:19 0.31  42.63 197.42  0.21 1667 107.59   349.3  89833.  5.49  1.82  43.38 -47.83   3.07 2.41 2.49 3.07 -1.00  -1.0     -1. 87.88 342.8  82209.
 5:35:59 0.31  42.63 197.41  0.21 1667  99.49   342.6  72103.  5.72  1.77  47.12 -45.07   5.05 0.67 0.84 0.63 -1.00  -1.0     -1. 82.74 335.2  65794.
 5:36:40 0.31  42.64 197.41  0.21 1667 102.68   340.1  59856.  5.57  2.12  47.87 -44.26   4.35 0.92 2.07 1.00 -1.00  -1.0     -1. 81.80 334.9  50760.
 5:37:20 0.31  42.64 197.41  0.21 1667  94.80   330.5  53983.  4.96  1.38  49.31 -43.64   4.17 2.05 3.16 1.98  6.90 324.4 154899. 75.55 325.3  48590.
 5:38:01 0.31  42.64 197.41  0.21 1667  96.96   334.2  64394.  4.84  1.18  50.35 -42.04   7.06 0.49 0.94 0.70 -1.00  -1.0     -1. 78.53 328.3  62182.
 5:38:41 0.31  42.64 197.40  0.21 1667 102.30   335.4  82725.  4.39  1.07  52.03 -40.53   6.86 0.43 0.91 0.80 -1.00  -1.0     -1. 79.98 327.5  50423.
 5:39:22 0.31  42.65 197.40  0.21 1667 101.42   336.5  63423.  5.16  1.04  55.98 -35.85  10.10 2.61 4.26 3.25 12.22 314.4 161331. 82.85 330.3  59570.
 5:40:02 0.31  42.65 197.39  0.21 1667 108.04   337.3 165905.  3.32  1.64  59.06 -29.23   7.78 1.42 4.64 4.03 -1.00  -1.0     -1. 85.91 334.4 149955.
 5:40:43 0.31  42.65 197.39  0.21 1667 115.95   329.1  72889.  2.22 -1.25  51.74   3.68  24.87 6.2119.02 6.97 -1.00  -1.0     -1. 91.28 327.0  70647.
 5:41:23 0.31  42.66 197.39  0.21 1667 176.69   358.1  98717.  0.00 -0.85  41.50  27.76  31.98 1.72 2.00 2.86 -1.00  -1.0     -1.145.83 357.0  95544.
 5:42:04 0.31  42.66 197.38  0.21 1667 159.57   358.3  78281.  0.00 -1.72  39.84  28.22  35.71 2.29 1.41 2.02  2.61 356.3 156433.131.31 357.8  76085.
 5:42:44 0.31  42.66 197.38  0.21 1667 168.48   358.2  97096.  0.00 -1.46  36.89  32.12  35.20 1.22 1.74 0.81 -1.00  -1.0     -1.138.09 357.1  96424.
 5:43:25 0.31  42.66 197.37  0.21 1667 159.76   356.7  85246.  0.00 -1.96  36.11  36.47  31.45 1.18 2.11 1.61  2.85 354.8 186799.127.75 356.2  87029.
 5:44:05 0.31  42.67 197.37  0.21 1667 175.08   356.7  73350.  0.00  0.02  35.03  37.24  29.94 0.83 1.28 1.16  2.06 363.9 149689.141.09 358.7  74767.
 5:44:46 0.31  42.67 197.37  0.21 1667 182.76   355.8  77593. -1.55 -0.65  34.06  34.58  32.67 1.78 1.28 1.30  3.44 351.1 145167.150.61 357.4  76833.
 5:45:26 0.31  42.67 197.36  0.21 1667 179.77   357.4  81185.  0.00 -0.34  37.10  31.26  32.73 1.12 2.11 1.35 -1.00  -1.0     -1.147.70 358.5  92571.
 5:46:07 0.31  42.68 197.36  0.21 1667 188.78   347.4  84233. -0.67 -2.15  37.58  28.09  31.74 3.17 4.25 2.85  2.77 350.6 161552.148.35 349.5  76888.
 5:46:47 0.31  42.68 197.36  0.21 1667 194.30   362.7 105130.  0.00 -0.92  42.82  13.67  32.74 0.74 2.86 3.16  2.59 363.6 136695.159.54 361.7 103967.
 5:47:28 0.31  42.68 197.36  0.21 1667 202.80   360.6  84843. -1.80 -0.43  42.88  14.34  31.70 0.49 1.08 0.73  3.64 351.5 167867.165.45 362.1  83456.
 5:48:08 0.31  42.68 197.35  0.21 1667 199.41   360.5  96281.  0.00 -0.99  43.68  15.99  30.86 0.49 1.06 1.10  2.57 361.7 140476.162.87 359.4  96395.
 5:48:49 0.31  42.68 197.34  0.21 1667 193.64   358.5  85077. -2.41 -0.38  43.14  14.90  31.32 0.47 0.79 0.73  3.25 349.0 146414.159.24 360.5  83723.
 5:49:29 0.31  42.69 197.34  0.21 1667 193.49   360.8 106809.  0.00 -0.26  42.57  17.46  31.52 0.83 0.95 0.94 -1.00  -1.0     -1.158.09 360.3 106527.
 5:50:10 0.31  42.69 197.34  0.21 1667 176.40   356.1 121164. -2.05 -0.50  45.06  15.24  32.20 0.89 1.39 1.38 -1.00  -1.0     -1.140.19 361.6 125533.
 5:50:50 0.31  42.69 197.34  0.21 1667 159.21   364.0 128207.  0.00  0.31  45.31  12.22  33.50 0.79 1.61 1.17 -1.00  -1.0     -1.129.25 362.4 128561.
 5:51:31 0.31  42.70 197.33  0.21 1667 165.41   354.0 113972. -1.35 -0.83  48.19   6.37  32.32 2.27 2.97 2.12 -1.00  -1.0     -1.128.44 356.4 100143.
 5:52:11 0.31  42.70 197.33  0.22 1667 149.83   369.0 120167.  0.00 -0.34  50.14   2.72  31.39 0.78 0.60 1.14 -1.00  -1.0     -1.118.93 367.5 119949.
 5:52:52 0.31  42.70 197.33  0.22 1667 147.03   360.8 119914. -1.66  0.31  49.11   2.80  32.02 0.78 0.96 1.14 -1.00  -1.0     -1.115.43 365.2 123682.
 5:53:32 0.31  42.70 197.32  0.22 1667 140.30   364.1 150875.  0.00 -0.37  50.29   3.39  31.61 0.62 1.07 1.24 -1.00  -1.0     -1.112.87 362.2 146645.
 5:54:13 0.31  42.71 197.32  0.22 1667 143.01   364.1 120908. -3.54 -1.42  51.10   2.42  31.38 0.47 0.82 1.30 -1.00  -1.0     -1.114.06 366.9 120303.
 5:54:53 0.31  42.71 197.31  0.22 1667 144.00   367.9 118449.  0.00 -1.34  51.71   3.88  30.79 0.60 1.51 0.89 -1.00  -1.0     -1.115.02 366.4 117087.
 5:55:34 0.31  42.71 197.31  0.22 1667 148.42   366.8 123272.  0.00 -1.88  52.99   3.92  29.86 0.77 1.82 1.49 -1.00  -1.0     -1.116.24 365.6 124725.
 5:56:14 0.31  42.72 197.31  0.22 1667 143.97   360.5 124357.  0.00 -1.57  53.76   2.34  29.45 0.89 0.81 1.90 -1.00  -1.0     -1.116.31 358.8 120758.
 5:56:55 0.31  42.72 197.30  0.22 1667 146.03   362.3 134395.  0.00 -1.91  53.92   2.06  30.04 0.63 0.68 0.87 -1.00  -1.0     -1.115.16 362.5 123799.
 5:57:35 0.31  42.72 197.30  0.22 1667 134.86   364.6 123240.  0.00 -2.29  53.65   2.11  30.65 0.57 0.82 0.89 -1.00  -1.0     -1.107.12 363.4 119784.
 5:58:16 0.31  42.72 197.30  0.22 1667 143.38   368.9 124958.  0.00 -2.53  52.77   0.10  31.97 1.02 1.19 1.63 -1.00  -1.0     -1.112.70 367.0 125809.
 5:58:56 0.31  42.72 197.29  0.22 1667 137.63   367.5 128805.  0.00 -2.62  53.13   0.28  31.73 0.56 0.57 1.12 -1.00  -1.0     -1.109.29 366.2 124682.
 5:59:37 0.31  42.73 197.29  0.22 1667 137.87   368.4 128018.  0.00 -2.82  52.81   1.13  31.91 0.74 0.63 0.63 -1.00  -1.0     -1.109.40 367.0 126846.
 6:00:17 0.31  42.73 197.29  0.22 1667 129.15   366.1 133804.  0.00 -2.10  54.99   0.62  30.54 0.71 1.13 1.17 -1.00  -1.0     -1.102.36 364.9 129558.
 6:00:58 0.31  42.73 197.28  0.22 1667 137.69   369.5 148029.  0.00 -2.25  54.74  -2.96  29.38 0.91 2.07 1.16 -1.00  -1.0     -1.107.32 367.7 145713.
 6:01:38 0.31  42.74 197.28  0.22 1667 144.08   374.3 173620.  0.00 -1.77  53.32  -4.79  29.88 0.70 1.05 1.37 -1.00  -1.0     -1.114.96 372.8 173497.
 6:02:19 0.31  42.74 197.28  0.22 1667 143.38   367.3 143017. -3.56 -2.54  53.75  -4.77  30.98 0.70 0.90 1.46 -1.00  -1.0     -1.112.45 370.4 142299.
 6:02:59 0.31  42.74 197.27  0.22 1667 139.00   367.4 164866.  0.00 -2.04  56.22  -1.99  26.94 1.11 1.13 1.82 -1.00  -1.0     -1.111.87 366.2 163875.
 6:03:40 0.31  42.74 197.27  0.22 1667 130.16   360.3 146674.  0.00 -1.98  57.29   2.07  25.58 0.62 1.35 1.50 -1.00  -1.0     -1. 99.86 360.1 135292.
 6:04:20 0.31  42.75 197.27  0.22 1667 117.36   357.1 143533.  0.00 -3.41  57.43  -4.02  29.57 1.12 2.89 2.09 -1.00  -1.0     -1. 90.68 355.4 137153.
 6:05:01 0.31  42.75 197.26  0.22 1667 112.20   353.6 158778.  0.00 -3.52  58.55  -2.60  29.16 0.57 0.74 0.96 -1.00  -1.0     -1. 88.06 352.2 156533.
 6:05:41 0.31  42.75 197.26  0.22 1667 105.58   352.3 159909.  0.00 -3.57  59.12  -3.34  27.63 0.63 1.16 1.47 -1.00  -1.0     -1. 83.70 354.7 183142.
 6:06:22 0.31  42.76 197.26  0.22 1667 111.43   354.9 172480.  0.00 -3.87  58.95  -4.25  27.98 0.64 0.82 1.06 -1.00  -1.0     -1. 87.99 353.5 165178.
 6:07:02 0.31  42.76 197.26  0.22 1667 104.24   360.8 195099.  0.00 -3.89  58.15  -2.80  29.89 1.34 1.33 2.17 -1.00  -1.0     -1. 82.91 359.7 194264.
 6:07:43 0.31  42.76 197.25  0.22 1667 108.41   361.5 191113.  0.00 -3.52  56.34  -2.21  32.93 0.69 1.76 1.51 -1.00  -1.0     -1. 87.92 363.4 232326.
 6:08:23 0.31  42.76 197.24  0.22 1667 110.47   366.0 206631.  0.00 -3.34  55.64   2.00  33.84 1.08 1.56 1.55 -1.00  -1.0     -1. 87.40 364.8 202142.
 6:09:04 0.31  42.77 197.24  0.23 1667 109.80   359.6 193348.  0.00 -3.63  58.20  -3.89  28.49 0.79 2.22 2.13 -1.00  -1.0     -1. 85.77 362.3 236715.
 6:09:44 0.31  42.77 197.24  0.23 1667 108.79   362.2 200293.  0.00 -2.80  58.34  -3.35  27.93 0.64 1.32 1.63 -1.00  -1.0     -1. 85.60 361.2 199043.
 6:10:25 0.31  42.77 197.24  0.23 1667 111.68   358.0 201278.  0.00 -2.84  58.92  -5.18  25.52 0.70 1.50 1.33 -1.00  -1.0     -1. 88.46 359.8 242657.
 6:11:05 0.31  42.78 197.23  0.23 1667 105.51   351.9 178253.  0.00 -2.09  59.35  -6.43  23.96 0.74 1.37 1.41 -1.00  -1.0     -1. 83.09 354.7 206248.
 6:11:46 0.31  42.78 197.23  0.23 1667 105.56   353.0 185932.  0.00 -1.78  59.31  -7.09  24.59 0.55 0.60 1.08 -1.00  -1.0     -1. 82.70 351.2 182982.
 6:12:26 0.31  42.78 197.23  0.23 1667 104.01   355.5 215480.  0.00 -2.17  58.93  -4.90  27.18 0.64 2.72 1.81 -1.00  -1.0     -1. 82.56 355.3 207554.
 6:13:07 0.31  42.78 197.22  0.23 1667 110.83   354.3 162952.  0.00 -3.41  57.81  -4.53  28.51 1.63 3.62 3.08 -1.00  -1.0     -1. 85.81 352.9 160925.
 6:13:47 0.31  42.78 197.22  0.23 1667 118.02   354.7 116902.  0.00 -3.38  55.70   1.85  29.43 0.86 2.40 1.29 -1.00  -1.0     -1. 97.87 353.5 107488.
 6:14:28 0.31  42.79 197.21  0.23 1667 125.57   355.1  87517.  0.00 -3.07  55.96  -2.14  28.55 0.67 0.95 0.99 -1.00  -1.0     -1.100.73 352.6  83135.
 6:15:08 0.31  42.79 197.21  0.23 1667 132.40   354.2  79909.  0.00 -3.00  55.17  -2.64  28.37 0.99 0.93 1.03 -1.00  -1.0     -1.111.46 355.5  99162.
 6:15:49 0.31  42.79 197.21  0.23 1667 127.62   356.2  80770.  0.00 -3.03  55.95  -2.86  28.07 0.63 0.60 0.83 -1.00  -1.0     -1.101.62 354.4  78941.
 6:16:29 0.31  42.80 197.20  0.23 1667 124.30   353.0  76326.  0.00 -3.00  55.45  -2.34  27.71 0.72 1.90 0.98 -1.00  -1.0     -1.102.15 351.5  71645.
 6:17:10 0.31  42.80 197.20  0.23 1667 136.41   356.8  92620.  0.00 -2.94  55.34   2.12  27.06 0.89 2.71 2.19 -1.00  -1.0     -1.114.29 358.0 118910.
 6:17:50 0.31  42.80 197.19  0.23 1667 137.81   353.0  74140.  0.00 -2.54  55.07   1.29  24.61 0.95 2.12 2.09 -1.00  -1.0     -1.118.75 351.6  67834.
 6:18:31 0.31  42.80 197.19  0.23 1667 145.29   354.3  77749.  0.00 -2.91  54.61   3.07  26.59 0.71 2.16 2.49 -1.00  -1.0     -1.118.14 352.5  73964.
 6:19:11 0.31  42.81 197.19  0.23 1667 139.10   352.7  76712.  0.00 -3.04  54.10  -2.95  27.88 1.10 1.61 1.90 -1.00  -1.0     -1.115.52 351.2  71141.
 6:19:52 0.31  42.81 197.18  0.23 1667 144.26   355.2  86253.  0.00 -2.60  53.58  -4.74  28.72 1.05 1.58 1.61 -1.00  -1.0     -1.112.52 353.7  82485.
 6:20:32 0.31  42.81 197.18  0.23 1667 140.47   357.2 102466.  0.00 -2.74  53.47  -8.72  28.54 0.65 1.98 1.61 -1.00  -1.0     -1.110.40 357.2  89437.
 6:21:13 0.31  42.82 197.18  0.23 1667 142.60   355.9 140158.  0.00 -2.93  53.96 -10.19  26.78 0.72 1.11 0.97  0.05 481.0 110097.112.27 355.8 129081.
 6:21:53 0.31  42.82 197.18  0.23 1667 131.53   351.5 130172.  0.00 -2.68  55.31 -11.44  25.30 0.72 1.20 1.16 -1.00  -1.0     -1.104.96 354.4 168429.
 6:22:34 0.31  42.82 197.17  0.23 1667 136.19   353.5 155786.  0.00 -2.49  55.53 -12.37  25.07 0.69 2.59 2.65 -1.00  -1.0     -1.106.60 352.1 150072.
 6:23:14 0.31  42.82 197.17  0.23 1667  86.05   353.7  72701.  0.00 -1.06  55.23 -29.01  20.01 2.11 5.52 3.39  4.83 350.9 140255. 68.93 354.3  87637.
 6:23:55 0.31  42.82 197.16  0.23 1667  85.57   361.6  88920.  2.28  0.24  52.07 -36.89  17.38 1.98 3.38 3.25  3.25 360.2 202990. 68.97 360.1  86091.
 6:24:35 0.31  42.83 197.16  0.23 1667  83.65   365.9  80968.  0.42 -1.83  49.73 -40.14  16.18 2.22 4.95 3.47  2.64 369.0 209772. 65.91 365.2  81436.
 6:25:16 0.31  42.83 197.16  0.23 1667  86.47   377.1  95576.  3.49  1.25  45.81 -45.88  12.19 1.19 1.96 2.06  2.59 373.1 168439. 66.38 374.0  88998.
 6:25:56 0.31  42.83 197.15  0.23 1667  82.50   371.2  81023.  2.39  0.94  47.24 -44.24  12.37 1.01 1.40 1.29  2.49 370.0 203392. 64.51 368.4  82280.
 6:26:37 0.31  42.84 197.15  0.24 1667  79.83   371.2  73324.  2.88  1.59  47.00 -44.24  11.51 0.98 1.03 1.10  5.48 360.7 232005. 61.20 368.6  63157.
 6:27:17 0.31  42.84 197.15  0.24 1667  80.20   372.7  80403.  1.94  1.45  46.21 -44.85  10.22 0.49 0.56 0.68  6.87 360.7 332837. 61.57 369.9  80474.
 6:27:58 0.31  42.84 197.14  0.24 1667  77.20   370.6  74893.  2.07  1.71  46.65 -44.70   9.89 0.46 0.68 0.87  5.79 360.1 226898. 58.23 368.9  64602.
 6:28:38 0.31  42.84 197.14  0.24 1667  78.51   371.7  79886.  2.45  1.15  46.42 -45.06  11.28 0.47 0.61 0.72  3.62 373.0 220258. 60.06 368.5  80656.
 6:29:19 0.31  42.85 197.14  0.24 1667  77.13   370.1  72681.  2.38  0.86  46.43 -44.84  12.03 0.45 0.41 0.54  6.23 359.6 231355. 57.81 368.2  64186.
 6:29:59 0.31  42.85 197.13  0.24 1667  76.77   370.7  78161.  2.36  1.41  47.43 -43.79  12.52 0.51 0.92 0.96  6.05 359.5 318557. 60.88 367.5  78067.
 6:30:40 0.31  42.85 197.13  0.24 1667  76.16   369.1  73766.  2.64  1.14  47.49 -43.95  12.76 0.53 0.65 0.72  3.87 363.0 229653. 59.30 365.4  71625.
 6:31:20 0.31  42.86 197.13  0.24 1667  79.24   372.5  78223.  3.07  1.21  46.51 -44.87  12.65 0.57 0.65 0.70  4.78 355.0 214008. 60.93 368.5  78281.
 6:32:01 0.31  42.86 197.13  0.24 1667  76.20   370.5  69423.  3.43  1.62  47.08 -44.10  12.87 0.67 0.72 0.68  3.99 361.1 231836. 58.49 365.7  70612.
 6:32:41 0.31  42.86 197.12  0.24 1667  74.19   369.9  73821.  2.69  1.61  48.10 -42.48  14.19 0.92 1.31 1.19  3.70 354.2 234578. 58.71 366.5  74513.
 6:33:22 0.31  42.86 197.12  0.24 1667  77.54   369.1  71119.  2.92  1.68  48.41 -42.04  14.26 0.77 1.04 0.99  2.95 363.5 238554. 59.11 365.4  70631.
 6:34:02 0.31  42.87 197.11  0.24 1667  78.47   368.3  74767.  2.47  1.28  48.09 -42.16  14.38 1.15 1.22 0.76  3.36 363.5 321532. 61.57 365.2  75182.
 6:34:43 0.31  42.87 197.11  0.24 1667  78.69   369.0  70631.  3.13  1.38  46.89 -43.34  13.62 0.69 0.91 1.03  3.95 365.0 243361. 61.22 364.8  69991.
 6:35:23 0.31  42.87 197.11  0.24 1667  77.00   371.1  72109.  3.19  1.65  46.15 -44.39  12.55 0.54 0.87 0.83  5.17 367.5 297455. 60.27 367.2  74347.
 6:36:04 0.31  42.88 197.10  0.24 1667  76.03   374.9  71239.  3.94  2.45  45.11 -46.00  10.41 0.49 0.62 0.62  3.46 375.7 291504. 58.36 371.2  64274.
 6:36:44 0.31  42.88 197.10  0.24 1667  76.37   372.6  73480.  3.39  2.24  46.73 -44.03  11.37 1.24 1.60 1.08  3.63 367.7 348001. 60.41 368.6  75683.
 6:37:25 0.31  42.88 197.10  0.24 1667  75.62   373.9  71291.  3.79  2.34  46.09 -44.77  10.55 0.82 0.96 0.84  3.04 371.0 226859. 57.90 370.2  63975.
 6:38:05 0.31  42.88 197.10  0.24 1667  77.16   376.2  76901.  3.84  1.94  45.68 -45.01  10.35 0.57 0.85 1.21  3.89 377.7 193374. 59.39 372.4  76924.
 6:38:46 0.31  42.88 197.09  0.24 1667  74.55   372.5  70930.  3.64  2.39  46.32 -44.60   8.81 0.56 0.82 0.81  3.40 377.6 290646. 57.07 369.4  62163.
 6:39:26 0.31  42.89 197.08  0.24 1667  74.77   373.2  73259.  3.66  2.90  46.35 -44.49   9.50 0.46 0.54 0.64  3.14 378.0 206381. 60.08 368.9  74633.
 6:40:07 0.31  42.89 197.08  0.24 1667  75.23   371.9  70446.  3.75  3.34  46.35 -44.33   9.44 0.46 0.62 0.86  3.28 376.7 287099. 57.67 368.2  62357.
 6:40:47 0.31  42.89 197.08  0.24 1667  74.99   371.1  70829.  3.50  2.15  46.83 -42.88  11.46 1.63 2.15 1.99  3.40 372.3 311540. 58.53 366.9  73909.
 6:41:28 0.31  42.90 197.08  0.24 1667  70.20   372.4  69770.  4.13  2.74  44.41 -45.85   8.93 1.55 1.93 1.67  5.30 363.2 237111. 54.06 368.1  60918.
