1977/325   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:06:48 0.64 319.39 359.42  6.11 1662 132.66   285.4  42045.  2.92  1.59   0.63  11.44 -12.84 0.60 0.37 0.38  1.95 278.4  69036.127.14 283.1  39235.
 0:07:28 0.64 319.39 359.41  6.11 1662 134.10   285.3  40638.  3.26  2.01  -0.05  11.90 -12.32 0.42 0.30 0.56  2.00 280.2  64709.129.31 282.0  38748.
 0:08:09 0.64 319.39 359.41  6.11 1662 125.64   283.1  38423.  3.22  1.35  -0.07  11.76 -13.47 0.25 0.34 0.42  1.94 276.9  61214.123.35 281.0  38098.
 0:08:49 0.64 319.39 359.40  6.11 1662 125.99   282.9  38943.  3.16  1.66  -0.22  11.67 -13.60 0.51 0.51 0.79  1.78 276.6  63891.125.92 280.2  38803.
 0:09:30 0.64 319.39 359.40  6.11 1662 118.88   283.3  39777.  3.67  1.25   0.34  11.47 -14.33 0.27 0.43 0.41  1.66 277.6  61188.117.58 281.8  40161.
 0:10:10 0.64 319.39 359.39  6.11 1662 120.02   283.8  40736.  3.49  0.97   0.37  10.15 -14.78 0.38 1.24 0.71  1.86 279.9  64605.120.02 281.1  38894.
 0:10:51 0.64 319.39 359.38  6.11 1662 124.63   285.5  46833.  4.47  0.73   0.58   7.35 -16.52 0.45 0.88 0.65 -1.00  -1.0     -1.121.65 282.2  42620.
 0:11:31 0.64 319.39 359.38  6.11 1662 125.30   286.6  45514.  3.81  0.33   1.00   8.02 -15.68 0.73 2.04 1.62  1.56 281.2  75767.126.55 283.4  48006.
 0:12:12 0.64 319.39 359.37  6.11 1662 129.68   285.7  44254.  3.69  1.56   1.11  12.14 -12.47 0.46 0.20 0.37  1.90 277.7  65190.126.82 283.0  41009.
 0:12:52 0.64 319.39 359.37  6.11 1662 126.06   286.2  41496.  3.46  1.60   1.43  12.17 -12.51 0.34 0.34 0.87  2.24 280.8  61435.126.10 282.5  40021.
 0:13:33 0.64 319.39 359.36  6.11 1662 134.02   286.0  43536.  3.58  2.08   1.59  12.33 -11.52 0.23 0.22 0.22  2.14 279.4  60109.131.17 283.3  40911.
 0:14:13 0.64 319.39 359.36  6.11 1662 132.08   286.5  40680.  3.39  1.86   0.36  11.91 -13.04 0.79 0.41 0.65  2.12 280.1  62604.131.64 282.8  38397.
 0:14:54 0.64 319.39 359.35  6.11 1662 131.42   284.9  43935.  3.44  1.35   0.21  11.57 -13.51 0.29 0.25 0.26  1.91 277.5  65606.129.03 282.2  39683.
 0:15:34 0.64 319.39 359.34  6.11 1662 127.12   284.8  40661.  3.45  1.41   0.35  11.82 -13.33 0.32 0.22 0.18  2.03 278.6  60278.126.48 281.9  39381.
 0:16:15 0.64 319.39 359.34  6.11 1662 129.74   284.3  38420.  3.45  1.42   0.93  11.45 -13.69 0.49 0.38 0.33  2.13 277.3  49636.125.06 282.3  39433.
 0:16:55 0.64 319.39 359.33  6.11 1662 131.55   285.0  41509.  3.22  1.35   1.32  10.89 -14.14 0.22 0.22 0.37  2.04 280.0  67451.133.16 283.5  44825.
 0:17:36 0.64 319.39 359.33  6.11 1662 129.15   283.2  39719.  3.39  1.57   0.64  11.07 -13.92 0.36 0.30 0.32  2.12 274.5  73740.127.63 281.6  40115.
 0:18:16 0.64 319.39 359.32  6.11 1662 131.62   286.0  41941.  3.23  1.36   0.61  10.50 -14.50 0.69 0.63 0.42  2.02 280.8  66398.130.61 282.1  40034.
 0:18:57 0.64 319.39 359.31  6.11 1662 133.62   285.4  45069.  3.35  1.34   0.93  10.33 -14.81 0.30 0.60 0.55  2.23 279.6  38566.129.35 282.9  40473.
 0:19:37 0.64 319.39 359.31  6.11 1662 129.22   286.0  40989.  3.17  1.18   1.40   9.77 -15.45 0.35 0.42 0.60  2.09 280.7  71544.128.93 282.3  40430.
 0:20:18 0.64 319.39 359.30  6.11 1662 129.41   285.5  43978.  3.28  1.00   1.50   8.75 -15.62 0.25 0.64 0.47  1.97 279.8  52521.124.34 283.0  40619.
 0:20:58 0.64 319.39 359.30  6.11 1662 130.29   286.7  41882.  3.64  0.69   1.48  10.11 -15.29 0.23 0.68 0.55  1.81 281.7  67022.130.71 283.7  46417.
 0:21:39 0.64 319.39 359.29  6.11 1662 138.10   288.2  47866.  3.42  0.36   1.80   8.76 -15.01 0.23 0.64 0.65 -1.00  -1.0     -1.133.92 285.7  42055.
 0:22:19 0.64 319.40 359.29  6.11 1662 135.05   287.1  40898.  3.66  0.26   1.85   9.48 -14.42 0.38 0.51 0.92  1.83 279.6  57511.132.34 283.0  38816.
 0:23:00 0.64 319.40 359.28  6.11 1662 140.53   287.9  46183.  4.10  0.49   0.91   8.91 -14.92 1.05 0.92 1.39 -1.00  -1.0     -1.135.88 285.7  42340.
 0:23:40 0.64 319.40 359.27  6.11 1662 127.28   284.2  42539.  3.05  0.61  -0.33   8.31 -16.90 0.20 0.36 0.61  1.68 278.1  69114.128.18 281.3  41083.
 0:24:21 0.64 319.40 359.27  6.11 1662 130.25   284.9  45904.  3.24  0.39   0.19   7.93 -16.24 1.42 0.44 1.07  1.67 278.4  61357.127.04 282.3  41558.
 0:25:01 0.64 319.40 359.26  6.11 1662 139.22   289.1  44082.  3.78  0.25   2.68   8.96 -13.79 0.28 0.38 0.36  1.91 281.5  73649.142.08 286.1  47242.
 0:25:42 0.64 319.40 359.26  6.11 1662 141.07   289.0  47353.  3.99  0.32   3.10   9.13 -13.37 0.20 0.30 0.32 -1.00  -1.0     -1.135.88 286.6  43724.
 0:26:22 0.64 319.40 359.25  6.11 1662 139.51   288.8  43575.  4.05  0.48   2.72   9.02 -14.13 0.69 0.65 1.17  1.89 282.7  67139.142.14 286.1  46684.
 0:27:03 0.64 319.40 359.25  6.11 1662 132.24   289.1  49500.  3.63  0.96   3.75   9.16 -14.76 0.24 0.38 0.29 -1.00  -1.0     -1.127.14 286.8  44043.
 0:27:43 0.64 319.40 359.24  6.11 1662 134.29   289.2  44338.  3.38  0.91   3.98   8.92 -14.99 0.39 0.46 0.27  1.74 284.7  74455.133.96 286.6  48071.
 0:28:24 0.64 319.40 359.23  6.11 1662 129.52   289.2  48132.  3.34  0.83   3.69   8.54 -15.25 0.55 0.27 0.25  1.74 285.5  64151.129.39 286.9  43987.
 0:29:04 0.64 319.40 359.23  6.11 1662 127.28   289.5  42694.  3.75  1.22   4.47   8.03 -15.43 0.66 0.79 0.48  1.80 286.4  65099.130.72 286.9  47122.
 0:29:45 0.64 319.40 359.22  6.11 1662 129.60   289.8  42240.  2.98  0.74   4.40   8.09 -15.42 0.58 0.39 0.28 -1.00  -1.0     -1.130.98 286.5  43507.
 0:30:25 0.64 319.40 359.22  6.11 1662 133.32   289.5  44039.  3.16  0.96   5.70   7.33 -15.23 0.64 0.60 0.29  1.69 286.3  49870.131.39 287.7  49864.
 0:31:06 0.64 319.40 359.21  6.11 1662 138.94   289.5  49315.  3.25  0.99   6.46   7.58 -14.24 0.85 0.54 0.55  1.73 286.4  65372.134.65 287.0  43942.
 0:31:46 0.64 319.40 359.20  6.11 1662 127.23   290.8  44104.  3.11  0.94   6.93   7.46 -14.50 0.61 0.61 0.47  1.98 286.0  62955.129.34 289.8  44507.
 0:32:27 0.64 319.40 359.20  6.11 1662 139.52   290.1  49429.  3.32  0.94   6.83   8.00 -13.66 0.64 0.61 0.70  2.02 286.0  66282.137.16 287.9  44348.
 0:33:07 0.64 319.40 359.19  6.11 1662 134.31   290.0  44039.  3.29  1.10   6.05   7.86 -14.61 0.69 0.38 0.49  1.68 282.3  77326.133.28 287.5  49627.
 0:33:48 0.64 319.40 359.19  6.11 1662 135.04   291.3  43088.  3.34  1.20   5.54   8.12 -14.61 0.85 0.40 0.24  1.67 286.0  62098.132.29 288.1  44403.
 0:34:28 0.64 319.40 359.18  6.11 1662 140.05   288.5  44523.  3.35  0.65   4.44   8.68 -14.70 0.24 0.55 0.52  2.10 280.6  78158.143.58 285.7  48587.
 0:35:09 0.64 319.40 359.17  6.11 1662 136.45   288.1  48110.  3.52  1.10   4.33   8.47 -14.92 0.47 0.58 0.31  1.54 283.6  46414.133.32 286.1  44504.
 0:35:49 0.64 319.40 359.17  6.11 1662 139.89   288.2  46323.  3.64  1.16   4.38  10.00 -13.15 0.62 0.77 1.02  1.81 283.7  70024.140.60 285.4  50591.
 0:36:30 0.64 319.40 359.16  6.11 1662 134.51   287.1  46498.  3.99  1.11   3.40   9.02 -15.06 0.59 1.27 1.30  1.69 286.1  60642.130.28 284.7  43851.
 0:37:10 0.64 319.40 359.16  6.11 1662 129.20   288.3  44328.  3.33  0.69   3.42   6.80 -16.57 0.37 0.75 0.56  1.61 281.4  74520.128.40 285.4  47093.
 0:37:51 0.64 319.40 359.15  6.11 1662 135.97   288.2  47684.  2.83  0.68   4.04   7.08 -16.10 0.47 0.54 0.58 -1.00  -1.0     -1.136.29 286.2  44017.
 0:38:31 0.64 319.40 359.14  6.11 1662 128.70   291.2  46498.  2.67  0.48   3.42   5.98 -17.51 1.55 0.74 1.03  1.91 283.6  78249.125.11 289.3  48860.
 0:39:12 0.64 319.40 359.14  6.11 1662 130.55   288.4  46268.  2.76  0.19   2.87   7.00 -16.57 0.70 0.55 0.52  1.60 288.4  86123.126.16 286.6  42412.
 0:39:52 0.64 319.40 359.13  6.11 1662 136.01   296.1  51933.  3.30  1.45  -1.63   6.58 -17.79 6.96 1.99 2.95  1.31 295.3  64306.133.94 293.4  47356.
 0:40:33 0.64 319.40 359.13  6.11 1662  97.39   273.7  40564.  3.36 -2.01  -9.20   4.62 -20.51 0.41 0.42 0.41  1.47 269.6  63527. 98.65 270.5  39297.
 0:41:13 0.64 319.40 359.12  6.11 1662 104.64   273.0  45927.  3.22 -2.35  -9.86   3.58 -20.93 0.23 0.32 0.27  1.31 269.2  38826.101.88 270.3  46284.
 0:41:54 0.64 319.40 359.11  6.11 1662  96.76   273.6  39232.  2.94 -1.84  -9.74   2.76 -21.17 0.21 0.29 0.16  1.42 269.9  58446. 95.77 272.0  42487.
 0:42:34 0.64 319.40 359.11  6.11 1662  99.65   274.8  42513.  2.96 -2.34  -8.85   2.48 -20.95 0.35 0.22 0.43  1.31 268.0  47389. 96.97 272.6  39284.
 0:43:15 0.64 319.40 359.10  6.11 1662 103.99   275.2  42042.  3.19 -2.79  -8.74   2.30 -20.04 0.48 0.25 0.24  1.48 271.1  61877.106.50 272.8  46443.
 0:43:55 0.64 319.40 359.10  6.11 1662 104.83   274.0  46235.  2.83 -2.96  -8.98   2.59 -19.80 0.49 0.31 0.30 -1.00  -1.0     -1.102.36 271.6  45368.
 0:44:36 0.64 319.41 359.09  6.11 1662 107.52   272.1  47109.  2.77 -2.61  -5.40   3.25 -19.40 3.27 0.78 0.43  1.35 269.0  63124.109.22 271.1  49942.
 0:45:16 0.64 319.41 359.09  6.11 1662 119.66   280.2  48015.  2.84 -0.65  -2.09   4.34 -18.93 1.68 1.53 0.63 -1.00  -1.0     -1.116.94 278.4  43490.
 0:45:57 0.64 319.41 359.08  6.11 1662 118.90   279.2  52706.  2.77 -1.09  -4.14   3.19 -19.18 1.96 2.25 0.45  1.37 275.0  65814.122.08 276.0  52544.
 0:46:37 0.64 319.41 359.07  6.11 1662 115.48   278.1  46365.  2.21 -0.95  -4.08   2.50 -19.30 0.67 0.74 0.16 -1.00  -1.0     -1.113.84 275.5  43822.
 0:47:18 0.64 319.41 359.07  6.11 1662 124.21   280.8  52183.  2.09 -0.98  -1.19   3.99 -19.33 1.77 0.81 0.29 -1.00  -1.0     -1.123.34 278.5  52498.
 0:47:58 0.64 319.41 359.06  6.11 1662 116.07   286.3  45615.  2.54 -0.87  -0.55   4.17 -19.78 1.07 0.70 0.32  1.34 279.6  67074.118.90 283.7  50796.
 0:48:39 0.64 319.41 359.06  6.11 1662 117.26   283.5  48314.  2.45 -1.55  -1.75   3.06 -19.92 0.40 0.64 0.23 -1.00  -1.0     -1.115.91 280.3  48220.
 0:49:19 0.64 319.41 359.05  6.11 1662 113.47   282.7  45280.  2.12 -1.61  -2.51   2.89 -19.69 0.45 0.45 0.26  1.34 276.9  71778.117.23 280.9  49646.
 0:50:00 0.64 319.41 359.04  6.11 1662 119.07   281.6  49890.  2.04 -1.34  -2.73   2.66 -19.60 0.67 0.47 0.24 -1.00  -1.0     -1.119.07 279.2  50897.
 0:50:40 0.64 319.41 359.04  6.11 1662 120.42   279.8  51819.  2.08 -1.29  -2.59   2.69 -19.70 0.68 0.96 0.26  1.17 278.5  78444.114.53 278.5  45962.
 0:51:21 0.64 319.41 359.03  6.11 1662 116.69   281.6  50133.  2.49 -1.05  -2.35   3.17 -19.64 0.68 0.68 0.25 -1.00  -1.0     -1.116.97 279.0  50582.
 0:52:01 0.64 319.41 359.03  6.11 1662 116.73   280.9  48574.  2.39 -1.53  -3.40   3.44 -19.78 1.11 0.97 0.39  1.06 273.6  40632.113.91 278.9  43461.
 0:52:42 0.64 319.41 359.02  6.11 1662 103.29   275.7  43997.  2.88 -2.24  -4.49   3.75 -19.59 0.89 1.30 0.48  1.33 270.7  61253.107.59 273.4  49201.
 0:53:22 0.64 319.41 359.01  6.11 1662 112.80   274.8  48785.  3.63 -1.68  -5.37   4.15 -19.37 0.80 1.23 0.54 -1.00  -1.0     -1.114.46 271.5  48110.
 0:54:03 0.64 319.41 359.01  6.11 1662 107.56   276.3  43666.  2.63 -2.40  -4.87   2.21 -20.23 0.43 0.69 0.28  1.49 270.7  60642.106.29 274.4  47856.
 0:54:43 0.64 319.41 359.00  6.11 1662 107.79   277.2  50361.  2.08 -2.58  -4.59   1.69 -20.67 0.52 0.90 0.20 -1.00  -1.0     -1.106.23 275.9  44244.
 0:55:24 0.64 319.41 359.00  6.11 1662  99.74   278.1  45810.  2.64 -2.32  -4.46   1.20 -21.00 0.87 1.24 0.24  1.06 272.9  66450.107.53 276.4  49032.
 0:56:04 0.64 319.41 358.99  6.11 1662  -1.00    -1.0     -1. -1.00 -1.00  -5.15   2.42 -19.86 0.55 0.56 0.28 -1.00  -1.0     -1.105.33 274.2  43513.
 0:56:45 0.64 319.41 358.98  6.11 1662 105.65   274.0  41717.  2.13 -2.41  -5.33   2.03 -20.07 0.79 0.55 0.31  1.28 270.9  65164.112.82 272.7  48873.
 0:57:25 0.64 319.41 358.98  6.11 1662 108.61   277.3  49640.  2.67 -2.72  -6.60   1.61 -19.69 1.21 0.73 0.31 -1.00  -1.0     -1.107.61 275.2  43494.
 0:58:06 0.64 319.41 358.97  6.11 1662 105.67   275.9  43763.  2.38 -2.99  -8.20   1.06 -19.30 0.41 0.36 0.22 -1.00  -1.0     -1.109.93 273.9  47879.
 0:58:46 0.64 319.41 358.97  6.11 1662 110.28   275.3  48984.  2.33 -3.19  -8.53   1.09 -19.35 0.38 0.23 0.24 -1.00  -1.0     -1.105.37 273.8  43552.
 0:59:27 0.64 319.41 358.96  6.11 1662 104.34   274.5  43133.  2.31 -2.62  -8.20   1.35 -19.20 0.47 0.30 0.13 -1.00  -1.0     -1.108.09 272.7  46235.
 1:00:07 0.64 319.41 358.96  6.11 1662 111.63   275.0  47993.  2.09 -2.43  -6.56   2.02 -19.61 0.43 0.40 0.22 -1.00  -1.0     -1.109.75 273.4  42633.
 1:00:48 0.64 319.41 358.95  6.11 1662 107.92   273.8  41899.  2.00 -2.76  -5.73   2.45 -20.56 1.38 0.84 0.65  1.19 267.5  62448.108.78 272.5  46086.
 1:01:28 0.64 319.41 358.94  6.11 1662 100.45   275.0  47216.  2.32 -2.88  -4.65   3.78 -21.21 0.60 0.36 0.22 -1.00  -1.0     -1. 99.30 273.4  42094.
 1:02:09 0.64 319.41 358.94  6.11 1662  96.94   273.9  41070.  2.18 -2.71  -6.25   2.74 -20.77 0.56 0.53 0.39  1.22 268.6  58394.100.95 272.3  43929.
 1:02:49 0.64 319.41 358.93  6.11 1662  98.46   275.3  46833.  2.27 -2.78  -5.97   2.95 -20.75 0.34 0.27 0.21 -1.00  -1.0     -1. 99.29 273.5  42899.
 1:03:30 0.64 319.41 358.93  6.11 1662  97.97   276.1  44445.  2.61 -2.58  -5.58   3.30 -20.46 0.45 0.52 0.21  1.33 270.8  73688.101.08 273.8  49627.
 1:04:10 0.64 319.41 358.92  6.11 1662 101.38   276.1  47457.  2.77 -3.15  -5.48   3.55 -20.44 0.22 0.29 0.22 -1.00  -1.0     -1. 99.93 274.4  43266.
 1:04:51 0.64 319.41 358.91  6.11 1662  97.98   275.8  43779.  2.62 -2.86  -5.70   3.71 -20.32 0.28 0.18 0.20  1.49 269.9  66723.100.44 274.1  48158.
 1:05:31 0.64 319.41 358.91  6.11 1662 102.47   275.3  48155.  2.73 -3.15  -6.05   3.90 -20.15 0.18 0.26 0.13 -1.00  -1.0     -1. 99.53 273.6  42574.
 1:06:12 0.64 319.42 358.90  6.11 1662  96.61   276.0  42422.  3.06 -2.98  -6.46   4.65 -20.13 0.33 0.37 0.43  1.21 269.3  77053. 98.91 273.4  46645.
 1:06:52 0.64 319.42 358.90  6.11 1662 100.32   275.6  45361.  2.94 -3.09  -5.62   4.50 -20.72 0.32 0.23 0.25 -1.00  -1.0     -1. 97.63 273.4  41879.
 1:07:33 0.64 319.42 358.89  6.11 1662 100.83   275.9  41535.  3.04 -2.48  -5.90   4.80 -20.46 0.30 0.19 0.29  1.27 268.6  55912.101.30 273.8  44247.
 1:08:13 0.64 319.42 358.88  6.11 1662 102.74   275.5  44975.  3.11 -2.45  -5.90   4.20 -20.43 0.34 0.54 0.22 -1.00  -1.0     -1. 99.63 273.3  40684.
 1:08:54 0.64 319.42 358.88  6.11 1662  99.98   276.5  41372.  2.88 -2.46  -5.18   3.45 -20.61 0.26 0.23 0.26  1.44 270.1  67165.102.24 274.3  45254.
 1:09:34 0.64 319.42 358.87  6.11 1662 100.29   275.6  46122.  2.82 -2.66  -5.15   3.48 -20.90 0.24 0.17 0.16 -1.00  -1.0     -1. 98.27 273.5  41899.
 1:10:15 0.64 319.42 358.87  6.11 1662 103.18   275.8  41671.  2.73 -2.08  -4.84   2.97 -20.92 0.27 0.34 0.21  1.34 268.4  57134.105.59 273.5  45141.
 1:10:55 0.64 319.42 358.86  6.11 1662 101.83   275.3  46157.  2.73 -2.33  -4.40   2.57 -21.30 0.22 0.46 0.19 -1.00  -1.0     -1.101.26 273.3  41687.
 1:11:36 0.64 319.42 358.85  6.11 1662  99.44   276.2  43075.  3.07 -2.33  -4.64   3.66 -17.04 0.35 0.82 0.23  1.39 269.5  55783.104.60 274.4  46430.
 1:12:16 0.64 319.42 358.85  6.11 1662 104.81   276.3  46070.  3.19 -2.75  -4.93   3.41 -19.86 0.26 0.63 1.46 -1.00  -1.0     -1.102.35 273.8  41584.
 1:12:57 0.64 319.42 358.84  6.11 1662  97.86   277.3  41860.  3.03 -2.75  -4.77   2.55 -21.15 0.26 0.80 0.21  1.39 269.7  60304.100.99 275.0  47252.
 1:13:37 0.64 319.42 358.84  6.11 1662  97.33   275.5  44501.  2.08 -2.93  -5.19   1.12 -21.20 0.22 0.58 0.34  1.43 268.3  59499. 96.06 273.9  40219.
 1:14:18 0.64 319.42 358.83  6.11 1662 101.96   275.6  42990.  2.12 -2.81  -4.75   0.91 -20.61 0.27 0.41 0.20  1.25 269.9  67373.106.57 273.8  47577.
 1:14:58 0.64 319.42 358.82  6.11 1662 102.51   276.3  47671.  2.30 -2.81  -4.95   0.53 -20.95 0.32 0.32 0.19 -1.00  -1.0     -1.101.91 275.0  42610.
 1:15:39 0.64 319.42 358.82  6.11 1662  98.94   274.7  42474.  2.03 -2.61  -5.04   0.92 -20.76 0.32 0.32 0.26  1.26 269.4  60096.102.85 273.4  46008.
 1:16:19 0.64 319.42 358.81  6.11 1662 103.80   276.2  48298.  2.28 -2.74  -4.35   0.14 -19.86 0.27 2.62 0.90 -1.00  -1.0     -1.100.71 273.9  43510.
 1:17:00 0.64 319.42 358.81  6.11 1662 104.20   278.0  44709.  3.69 -1.78  -4.11   4.76 -19.68 0.26 0.59 0.47  1.58 272.1  67737.106.76 275.0  49305.
 1:17:40 0.64 319.42 358.80  6.11 1662 104.41   278.8  50608.  3.67 -2.10  -4.06   3.49 -19.87 0.41 0.79 0.22 -1.00  -1.0     -1.101.32 276.4  44942.
 1:18:21 0.64 319.42 358.80  6.11 1662 100.94   277.0  44075.  2.72 -2.04  -4.44   2.28 -20.20 0.28 0.49 0.27  1.21 271.2  74870.102.65 274.7  48636.
 1:19:01 0.64 319.42 358.79  6.11 1662 107.12   275.7  51589.  2.16 -1.62  -5.23   1.05 -19.80 0.61 0.61 0.30 -1.00  -1.0     -1.109.04 273.6  51767.
 1:19:42 0.64 319.42 358.78  6.11 1662 105.23   275.5  41863.  1.88 -2.08  -6.30  -0.52 -20.04 0.28 0.66 0.26  1.43 268.6  61318.106.04 273.8  47700.
 1:20:22 0.64 319.42 358.78  6.11 1662 112.20   274.5  52362.  1.19 -1.50  -7.09  -2.31 -16.90 1.20 2.33 1.40 -1.00  -1.0     -1.111.89 273.0  51186.
 1:21:03 0.64 319.42 358.77  6.11 1662 126.49   271.5  52781.  2.60  0.61  -9.18   2.58 -15.42 0.74 2.11 0.54 -1.00  -1.0     -1.129.13 270.8  52687.
 1:21:43 0.64 319.42 358.77  6.11 1662 129.04   274.7  52895.  4.41  1.24  -7.50   9.10 -13.28 2.19 2.26 1.58 -1.00  -1.0     -1.128.63 270.4  50111.
 1:22:24 0.64 319.42 358.76  6.11 1662 124.15   278.9  44462.  6.36  5.01  -5.75  14.03  -1.77 0.58 0.75 1.10 -1.00  -1.0     -1.131.28 274.4  49659.
 1:23:04 0.64 319.42 358.75  6.11 1662 140.10   278.8  49662.  6.08  4.76  -5.15  12.71  -3.70 0.38 0.38 1.03 -1.00  -1.0     -1.135.27 274.5  44514.
 1:23:45 0.64 319.42 358.75  6.11 1662 142.98   279.5  43523.  5.68  5.29  -5.23  12.33  -5.45 0.50 0.54 0.79  2.56 273.1  72454.141.99 275.5  47496.
 1:24:25 0.64 319.42 358.74  6.11 1662 146.17   279.7  47376.  5.75  4.43  -4.58  10.46  -7.30 0.48 1.07 0.89  2.42 276.6  58108.142.83 276.3  42516.
 1:25:06 0.64 319.42 358.74  6.11 1662 145.42   278.4  43831.  5.20  4.05  -5.27  11.42  -8.94 0.26 0.86 1.06  2.49 272.0  57589.147.96 274.8  49640.
 1:25:46 0.64 319.42 358.73  6.11 1662 146.62   277.7  43744.  5.19  2.85  -5.41  10.90 -11.47 0.29 0.49 0.35 -1.00  -1.0     -1.140.34 274.4  40518.
 1:26:27 0.64 319.42 358.73  6.11 1662 141.89   279.0  39794.  5.21  2.87  -5.01   9.50 -12.87 0.45 2.39 2.83  2.38 271.4  58030.146.13 275.1  43084.
 1:27:07 0.64 319.42 358.72  6.11 1662 131.43   279.0  43864.  4.12  1.24  -3.89   8.49 -16.48 0.38 0.87 0.73  1.76 275.4  42542.130.19 276.8  40476.
 1:27:48 0.64 319.42 358.71  6.11 1662 132.64   280.6  39670.  5.15  2.10  -4.07   8.73 -15.48 0.62 2.85 2.20  2.07 273.5  60850.137.07 276.9  42347.
 1:28:28 0.64 319.43 358.71  6.11 1662 125.18   278.1  43841.  3.58  0.46  -4.76   4.80 -18.85 0.24 0.44 0.35  1.59 275.3  52963.122.11 276.1  40235.
 1:29:09 0.64 319.43 358.70  6.11 1662 128.08   278.8  39245.  4.72  1.47  -6.23   9.53 -15.79 0.44 1.42 1.22  2.13 271.4  65632.130.69 275.1  41623.
 1:29:49 0.64 319.43 358.70  6.11 1662 134.61   277.1  39820.  4.72  1.72  -7.77  11.93 -12.67 0.98 0.92 1.17  1.79 265.3  59018.130.80 273.8  37507.
 1:30:30 0.64 319.43 358.69  6.11 1662 135.82   277.2  38774.  5.68  3.13  -7.58  13.55 -10.73 0.34 0.30 0.31  1.71 268.9  37370.131.64 272.3  37130.
 1:31:10 0.64 319.43 358.68  6.11 1662 134.53   277.5  41171.  5.75  3.03  -6.77  13.89 -10.74 0.81 0.84 1.19  1.85 270.3  47505.130.92 273.8  38078.
 1:31:51 0.64 319.43 358.68  6.11 1662 131.30   278.0  37344.  5.53  2.06  -6.57  10.28 -15.59 0.18 0.72 0.80  2.13 271.4  60019.130.55 272.7  36630.
 1:32:31 0.64 319.43 358.67  6.11 1662 129.94   276.8  40343.  4.92  1.35  -6.30   9.85 -16.19 0.26 0.36 0.27  2.01 268.9  60993.127.95 273.4  37032.
 1:33:12 0.64 319.43 358.67  6.11 1662 132.19   277.8  37565.  4.84  1.47  -6.16  10.06 -16.07 0.32 0.45 0.38  1.99 271.6  57134.128.51 273.2  36285.
 1:33:52 0.64 319.43 358.66  6.11 1662 133.34   278.0  40385.  4.85  1.41  -5.54   9.40 -16.77 0.37 0.51 0.30 -1.00  -1.0     -1.129.91 275.4  37140.
 1:34:33 0.64 319.43 358.66  6.11 1662 129.61   278.1  37760.  4.72  1.36  -5.97   9.43 -16.92 0.40 0.54 0.50  1.89 271.7  49688.126.29 273.5  35288.
 1:35:13 0.64 319.43 358.65  6.11 1662 129.45   277.7  40502.  5.27  1.30  -5.83   9.41 -17.25 0.39 0.69 0.50  1.95 268.5  74169.124.91 274.0  37240.
