1981/041   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 1:28:25 0.92 276.22 263.54  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.21 308.4  74360.
 1:31:07 0.92 276.22 263.52  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.72 309.0  83456.
 1:33:49 0.92 276.22 263.50  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.24 306.1  65067.
 1:36:31 0.92 276.22 263.47  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.00 309.0  59879.
 1:39:13 0.92 276.22 263.45  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.73 306.9  71437.
 1:41:55 0.92 276.22 263.42  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.68 305.1  57358.
 1:44:37 0.92 276.22 263.39  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.82 310.9  71333.
 1:47:19 0.92 276.22 263.37  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.47 313.0  70111.
 1:50:01 0.92 276.22 263.35  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.25 310.1  50650.
 1:52:43 0.92 276.22 263.32  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.95 308.6  51732.
 1:55:25 0.92 276.22 263.29  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.88 310.9  51322.
 1:58:07 0.92 276.22 263.27  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.77 308.6  54360.
 2:00:49 0.92 276.22 263.25  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.59 310.4  53768.
 2:03:31 0.92 276.22 263.22  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.09 311.8  58986.
 2:06:13 0.92 276.22 263.20  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.56 313.2  58973.
 2:08:55 0.92 276.22 263.17  2.28 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.19 310.6  59547.
 2:11:37 0.92 276.22 263.14  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.41 313.6  58687.
 2:14:19 0.92 276.22 263.12  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.67 309.0  55562.
 2:17:01 0.92 276.22 263.10  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.47 310.9  56293.
 2:19:43 0.92 276.22 263.07  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.98 309.9  56663.
 2:22:25 0.92 276.22 263.04  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.77 311.8  56556.
 2:25:07 0.92 276.22 263.02  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.39 309.4  57404.
 2:27:49 0.92 276.22 262.99  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.85 308.5  69036.
 2:30:31 0.92 276.22 262.97  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.71 307.4  60246.
 2:33:13 0.92 276.21 262.95  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.88 311.0  57511.
 2:35:55 0.92 276.21 262.92  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.95 311.5  55256.
 2:38:37 0.92 276.21 262.89  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.49 312.9  57855.
 2:41:19 0.92 276.21 262.87  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.81 317.0  71388.
 2:44:01 0.92 276.21 262.84  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.38 314.5  57767.
 2:46:43 0.92 276.21 262.82  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.12 313.1  73207.
 2:49:25 0.92 276.21 262.79  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.54 313.8  59583.
 2:52:07 0.92 276.21 262.77  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.79 310.4  55084.
 2:54:49 0.92 276.21 262.74  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.00 311.9  58709.
 2:57:31 0.92 276.21 262.72  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.20 309.8  60301.
 3:00:13 0.92 276.21 262.69  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.47 312.6  56952.
 3:02:55 0.92 276.21 262.67  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.75 310.3  61834.
 3:05:37 0.92 276.21 262.64  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.31 315.3  62429.
 3:08:19 0.92 276.21 262.62  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.70 313.4  74101.
 3:11:01 0.92 276.21 262.59  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.78 313.1  62244.
 3:13:43 0.92 276.21 262.57  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.49 311.3  58352.
 3:16:25 0.92 276.21 262.54  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.18 314.2  56591.
 3:19:07 0.92 276.21 262.52  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.43 311.5  55058.
 3:21:49 0.92 276.21 262.49  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.25 313.6  52869.
 3:24:31 0.92 276.21 262.47  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.63 312.9  51127.
 3:27:13 0.92 276.21 262.44  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.28 313.3  51615.
 3:29:55 0.92 276.21 262.42  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.74 311.9  45582.
 3:32:37 0.92 276.21 262.39  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.46 312.7  49178.
 3:35:19 0.92 276.21 262.37  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.88 309.8  44683.
 3:38:01 0.92 276.21 262.34  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.01 312.2  46109.
 3:40:43 0.92 276.20 262.32  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.89 314.8  40326.
 3:43:25 0.92 276.20 262.29  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.39 314.1  50007.
 3:46:07 0.92 276.20 262.27  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.38 311.1  47281.
 3:48:49 0.92 276.20 262.24  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.04 309.9  48240.
 3:51:31 0.92 276.20 262.21  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.60 309.3  49175.
 3:54:13 0.92 276.20 262.19  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.73 310.3  50871.
 3:56:55 0.92 276.20 262.17  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.78 309.9  51222.
 3:59:37 0.92 276.20 262.14  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.55 310.5  43318.
 4:02:19 0.92 276.20 262.12  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.43 310.1  47983.
 4:05:01 0.92 276.20 262.09  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.78 312.4  54909.
 4:07:43 0.92 276.20 262.06  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.43 305.2  49269.
 4:10:25 0.92 276.20 262.04  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.39 321.3  55091.
 4:13:07 0.92 276.20 262.02  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.65 313.9  41174.
 4:15:49 0.92 276.20 261.99  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.49 312.6  45923.
 4:24:11 0.92 276.20 261.91  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.04 311.5  46976.
 4:25:32 0.92 276.20 261.90  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.98 311.4  44803.
 4:26:36 0.92 276.20 261.89  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.75 310.1  49230.
 4:27:57 0.92 276.20 261.88  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.30 309.0  44598.
 4:29:18 0.92 276.20 261.87  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.70 314.6  50124.
 4:30:39 0.92 276.20 261.85  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.88 309.0  49451.
 4:32:00 0.92 276.20 261.84  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.84 308.9  44351.
 4:33:21 0.92 276.20 261.83  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.53 309.9  38481.
 4:34:42 0.92 276.20 261.81  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.97 306.5  39173.
 4:36:03 0.92 276.20 261.80  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.88 307.8  50916.
 4:37:24 0.92 276.20 261.79  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.25 307.9  49705.
 4:38:45 0.92 276.20 261.78  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.70 306.5  51030.
 4:40:06 0.92 276.20 261.77  2.27 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.37 308.5  52031.
 4:41:27 0.92 276.20 261.75  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.83 307.2  47720.
 4:42:48 0.92 276.20 261.74  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.63 308.6  44104.
 4:44:09 0.92 276.20 261.73  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.37 308.0  44709.
 4:45:30 0.92 276.20 261.71  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.50 309.2  42262.
 4:46:51 0.92 276.19 261.70  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.09 309.6  47330.
 4:48:12 0.92 276.19 261.69  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.53 310.3  48727.
 4:49:33 0.92 276.19 261.68  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.12 307.0  52817.
 4:50:54 0.92 276.19 261.66  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.10 311.6  55178.
 4:52:15 0.92 276.19 261.65  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.44 312.4  47973.
 4:53:36 0.92 276.19 261.64  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.49 309.5  48386.
 4:54:57 0.92 276.19 261.63  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.93 309.2  45410.
 4:56:18 0.92 276.19 261.62  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.84 310.1  48214.
 4:57:39 0.92 276.19 261.60  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.36 307.3  51988.
 4:59:00 0.92 276.19 261.59  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.06 309.2  49331.
 5:00:21 0.92 276.19 261.58  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.52 307.8  51124.
 5:01:42 0.92 276.19 261.56  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.87 308.4  51904.
 5:03:03 0.92 276.19 261.55  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.30 306.6  51452.
 5:04:24 0.92 276.19 261.54  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.45 309.6  54012.
 5:05:45 0.92 276.19 261.53  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.48 308.5  53333.
 5:08:26 0.92 276.19 261.50  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.77 308.9  46213.
 5:09:47 0.92 276.19 261.49  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.39 305.9  40209.
 5:11:08 0.92 276.19 261.48  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.52 308.3  50351.
 5:12:29 0.92 276.19 261.46  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.11 310.6  48649.
 5:13:51 0.92 276.19 261.45  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.58 311.5  49591.
 5:15:12 0.92 276.19 261.44  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.27 312.6  49705.
 5:16:33 0.92 276.19 261.42  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.27 315.7  39040.
 5:17:54 0.92 276.19 261.41  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.75 308.3  35616.
 5:19:15 0.92 276.19 261.40  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.88 310.1  43172.
 5:20:36 0.92 276.19 261.39  2.26 1705  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.59 305.4  39137.
